algorithm,pair_index,m,n,cells,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,max_heap_size,avg_heap_size,cells_processed,pct_cells_explored,status
BBMSDppInstant,189,1380,249,343620,35963.3,617758,1467306,2085064,684547,20003,107076,20003,0,0,0,-1,343620,100,ok
BBMSDppStepwise,189,1380,249,343620,35963.3,617758,1467306,2085064,684547,20003,99920,79067,0,0,0,-1,343620,100,ok
DijkstraPrims,189,1380,249,343620,35963.3,0,0,0,0,0,0,0,339060,338799,575,286.334,338799,98.597,ok
BBMSCore,190,1380,455,627900,22949.7,444931172,0,444931172,0,0,0,0,0,0,0,-1,627900,100,ok
BBMSInter,190,1380,455,627900,22949.7,654176,20522259,21176435,1253965,0,0,0,0,0,0,-1,627900,100,ok
BBMSDppInstant,190,1380,455,627900,22949.7,654176,3401194,4055370,1253965,43691,1573262,43691,0,0,0,-1,627900,100,ok
BBMSDppStepwise,190,1380,455,627900,22949.7,654176,3401194,4055370,1253965,43691,548721,469888,0,0,0,-1,627900,100,ok
DijkstraPrims,190,1380,455,627900,22949.7,0,0,0,0,0,0,0,627864,627834,2820,1454.24,627834,99.9895,ok
BBMSCore,191,1380,20006,27608280,1.52056e+06,72296140654,0,72296140654,0,0,0,0,0,0,0,-1,27608280,100,ok
BBMSInter,191,1380,20006,27608280,1.52056e+06,34927476,1839059681,1873987157,55193796,0,0,0,0,0,0,-1,27608280,100,ok
BBMSDppInstant,191,1380,20006,27608280,1.52056e+06,34927476,140717050,175644526,55193796,1140041,71729656,1140041,0,0,0,-1,27608280,100,ok
BBMSDppStepwise,191,1380,20006,27608280,1.52056e+06,34927476,140717050,175644526,55193796,1140041,21870506,19507600,0,0,0,-1,27608280,100,ok
DijkstraPrims,191,1380,20006,27608280,1.52056e+06,0,0,0,0,0,0,0,13633888,13618961,17637,8907.37,13618961,49.3293,ok
BBMSCore,192,1380,1899,2620620,2.08451e+07,6215768374,0,6215768374,0,0,0,0,0,0,0,-1,2620620,100,ok
BBMSInter,192,1380,1899,2620620,2.08451e+07,4270048,48908403,53178451,5235901,0,0,0,0,0,0,-1,2620620,100,ok
BBMSDppInstant,192,1380,1899,2620620,2.08451e+07,4270048,11916321,16186369,5235901,87155,2548869,87155,0,0,0,-1,2620620,100,ok
BBMSDppStepwise,192,1380,1899,2620620,2.08451e+07,4270048,11916321,16186369,5235901,87155,1047754,854598,0,0,0,-1,2620620,100,ok
DijkstraPrims,192,1380,1899,2620620,2.08451e+07,0,0,0,0,0,0,0,1755251,1753020,4436,2587.3,1753020,66.8933,ok
BBMSCore,193,1380,63,86940,11704.9,18913718,0,18913718,0,0,0,0,0,0,0,-1,86940,100,ok
BBMSInter,193,1380,63,86940,11704.9,90778,1247622,1338400,172371,0,0,0,0,0,0,-1,86940,100,ok
BBMSDppInstant,193,1380,63,86940,11704.9,90778,462318,553096,172371,6736,94878,6736,0,0,0,-1,86940,100,ok
BBMSDppStepwise,193,1380,63,86940,11704.9,90778,462318,553096,172371,6736,69636,58593,0,0,0,-1,86940,100,ok
DijkstraPrims,193,1380,63,86940,11704.9,0,0,0,0,0,0,0,86922,86892,598,255.733,86892,99.9448,ok
BBMSCore,194,1380,2142,2955960,13730.1,4470446602,0,4470446602,0,0,0,0,0,0,0,-1,2955960,100,ok
BBMSInter,194,1380,2142,2955960,13730.1,4311020,47577803,51888823,5907706,0,0,0,0,0,0,-1,2955960,100,ok
BBMSDppInstant,194,1380,2142,2955960,13730.1,4311020,14200498,18511518,5907706,95899,4657713,95899,0,0,0,-1,2955960,100,ok
BBMSDppStepwise,194,1380,2142,2955960,13730.1,4311020,14200498,18511518,5907706,95899,1694784,1480977,0,0,0,-1,2955960,100,ok
DijkstraPrims,194,1380,2142,2955960,13730.1,0,0,0,0,0,0,0,650551,648094,3334,1964.63,648094,21.925,ok
BBMSCore,195,1118,58,64844,108771,17913830,0,17913830,0,0,0,0,0,0,0,-1,64844,100,ok
BBMSInter,195,1118,58,64844,108771,74046,3358489,3432535,127575,0,0,0,0,0,0,-1,64844,100,ok
BBMSDppInstant,195,1118,58,64844,108771,74046,334609,408655,127575,12325,85695,12325,0,0,0,-1,64844,100,ok
BBMSDppStepwise,195,1118,58,64844,108771,74046,334609,408655,127575,12325,66982,49989,0,0,0,-1,64844,100,ok
DijkstraPrims,195,1118,58,64844,108771,0,0,0,0,0,0,0,28730,27526,1259,573.431,27526,42.4496,ok
BBMSCore,196,1118,1917,2143206,118181,1957011924,0,1957011924,0,0,0,0,0,0,0,-1,2143206,100,ok
BBMSInter,196,1118,1917,2143206,118181,3471890,51870691,55342581,4281190,0,0,0,0,0,0,-1,2143206,100,ok
BBMSDppInstant,196,1118,1917,2143206,118181,3471890,9773364,13245254,4281190,227144,2241948,227144,0,0,0,-1,2143206,100,ok
BBMSDppStepwise,196,1118,1917,2143206,118181,3471890,9773364,13245254,4281190,227144,1644719,1370663,0,0,0,-1,2143206,100,ok
DijkstraPrims,196,1118,1917,2143206,118181,0,0,0,0,0,0,0,115613,113223,2605,1691.2,113223,5.28288,ok
BBMSCore,197,1118,249,278382,123626,522569026,0,522569026,0,0,0,0,0,0,0,-1,278382,100,ok
BBMSInter,197,1118,249,278382,123626,512376,10861566,11373942,554546,0,0,0,0,0,0,-1,278382,100,ok
BBMSDppInstant,197,1118,249,278382,123626,512376,1170545,1682921,554546,17274,61311,17274,0,0,0,-1,278382,100,ok
BBMSDppStepwise,197,1118,249,278382,123626,512376,1170545,1682921,554546,17274,58275,40593,0,0,0,-1,278382,100,ok
DijkstraPrims,197,1118,249,278382,123626,0,0,0,0,0,0,0,35989,35219,987,349.301,35219,12.6513,ok
BBMSCore,198,1118,455,508690,113684,197964008,0,197964008,0,0,0,0,0,0,0,-1,508690,100,ok
BBMSInter,198,1118,455,508690,113684,577100,14885495,15462595,1015436,0,0,0,0,0,0,-1,508690,100,ok
BBMSDppInstant,198,1118,455,508690,113684,577100,2684175,3261275,1015436,72758,839262,72758,0,0,0,-1,508690,100,ok
BBMSDppStepwise,198,1118,455,508690,113684,577100,2684175,3261275,1015436,72758,555272,464842,0,0,0,-1,508690,100,ok
DijkstraPrims,198,1118,455,508690,113684,0,0,0,0,0,0,0,79634,78007,1790,931.82,78007,15.3349,ok
BBMSCore,199,1118,20006,22366708,1.59347e+06,57365973960,0,57365973960,0,0,0,0,0,0,0,-1,22366708,100,ok
BBMSInter,199,1118,20006,22366708,1.59347e+06,31321346,4321447246,4352768592,44700416,0,0,0,0,0,0,-1,22366708,100,ok
BBMSDppInstant,199,1118,20006,22366708,1.59347e+06,31321346,109437071,140758417,44700416,2034634,26113628,2034634,0,0,0,-1,22366708,100,ok
BBMSDppStepwise,199,1118,20006,22366708,1.59347e+06,31321346,109437071,140758417,44700416,2034634,18155222,15816363,0,0,0,-1,22366708,100,ok
DijkstraPrims,199,1118,20006,22366708,1.59347e+06,0,0,0,0,0,0,0,9807465,9793547,14246,3669.56,9793547,43.7863,ok
BBMSCore,200,1118,1899,2123082,2.08466e+07,1139358092,0,1139358092,0,0,0,0,0,0,0,-1,2123082,100,ok
BBMSInter,200,1118,1899,2123082,2.08466e+07,2176666,54047337,56224003,4242549,0,0,0,0,0,0,-1,2123082,100,ok
BBMSDppInstant,200,1118,1899,2123082,2.08466e+07,2176666,11575461,13752127,4242549,292444,3579683,292444,0,0,0,-1,2123082,100,ok
BBMSDppStepwise,200,1118,1899,2123082,2.08466e+07,2176666,11575461,13752127,4242549,292444,2218668,1805307,0,0,0,-1,2123082,100,ok
DijkstraPrims,200,1118,1899,2123082,2.08466e+07,0,0,0,0,0,0,0,2036459,2035239,4012,2277.99,2035239,95.8625,ok
BBMSCore,201,1118,63,70434,113121,30894000,0,30894000,0,0,0,0,0,0,0,-1,70434,100,ok
BBMSInter,201,1118,63,70434,113121,85590,3637376,3722966,139645,0,0,0,0,0,0,-1,70434,100,ok
BBMSDppInstant,201,1118,63,70434,113121,85590,356392,441982,139645,11310,79532,11310,0,0,0,-1,70434,100,ok
BBMSDppStepwise,201,1118,63,70434,113121,85590,356392,441982,139645,11310,58068,42459,0,0,0,-1,70434,100,ok
DijkstraPrims,201,1118,63,70434,113121,0,0,0,0,0,0,0,16165,14998,1262,539.642,14998,21.2937,ok
BBMSCore,202,1118,2142,2394756,114813,2600714470,0,2600714470,0,0,0,0,0,0,0,-1,2394756,100,ok
BBMSInter,202,1118,2142,2394756,114813,3151780,140583938,143735718,4784869,0,0,0,0,0,0,-1,2394756,100,ok
BBMSDppInstant,202,1118,2142,2394756,114813,3151780,12012808,15164588,4784869,263151,3351116,263151,0,0,0,-1,2394756,100,ok
BBMSDppStepwise,202,1118,2142,2394756,114813,3151780,12012808,15164588,4784869,263151,2248112,1927810,0,0,0,-1,2394756,100,ok
DijkstraPrims,202,1118,2142,2394756,114813,0,0,0,0,0,0,0,1116003,1112473,3592,1555.53,1112473,46.4545,ok
BBMSCore,203,58,1917,111186,12556.2,179660830,0,179660830,0,0,0,0,0,0,0,-1,111186,100,ok
BBMSInter,203,58,1917,111186,12556.2,190484,7265850,7456334,220376,0,0,0,0,0,0,-1,111186,100,ok
BBMSDppInstant,203,58,1917,111186,12556.2,190484,478754,669238,220376,9769,66460,9769,0,0,0,-1,111186,100,ok
BBMSDppStepwise,203,58,1917,111186,12556.2,190484,478754,669238,220376,9769,56050,45224,0,0,0,-1,111186,100,ok
DijkstraPrims,203,58,1917,111186,12556.2,0,0,0,0,0,0,0,26033,24954,1081,279.377,24954,22.4435,ok
BBMSCore,204,58,249,14442,23848.1,5170518,0,5170518,0,0,0,0,0,0,0,-1,14442,100,ok
BBMSInter,204,58,249,14442,23848.1,26702,174515,201217,28566,0,0,0,0,0,0,-1,14442,100,ok
BBMSDppInstant,204,58,249,14442,23848.1,26702,58897,85599,28566,707,2699,707,0,0,0,-1,14442,100,ok
BBMSDppStepwise,204,58,249,14442,23848.1,26702,58897,85599,28566,707,2647,1921,0,0,0,-1,14442,100,ok
DijkstraPrims,204,58,249,14442,23848.1,0,0,0,0,0,0,0,817,513,317,213.793,513,3.55214,ok
BBMSCore,205,58,455,26390,9175.45,17880594,0,17880594,0,0,0,0,0,0,0,-1,26390,100,ok
BBMSInter,205,58,455,26390,9175.45,44624,433369,477993,52267,0,0,0,0,0,0,-1,26390,100,ok
BBMSDppInstant,205,58,455,26390,9175.45,44624,114209,158833,52267,1307,6388,1307,0,0,0,-1,26390,100,ok
BBMSDppStepwise,205,58,455,26390,9175.45,44624,114209,158833,52267,1307,5237,3721,0,0,0,-1,26390,100,ok
DijkstraPrims,205,58,455,26390,9175.45,0,0,0,0,0,0,0,19873,19802,198,86.1662,19802,75.036,ok
BBMSCore,206,58,20006,1160348,1.51423e+06,32239147290,0,32239147290,0,0,0,0,0,0,0,-1,1160348,100,ok
BBMSInter,206,58,20006,1160348,1.51423e+06,2001494,919749648,921751142,2300619,0,0,0,0,0,0,-1,1160348,100,ok
BBMSDppInstant,206,58,20006,1160348,1.51423e+06,2001494,4979752,6981246,2300619,65981,289750,65981,0,0,0,-1,1160348,100,ok
BBMSDppStepwise,206,58,20006,1160348,1.51423e+06,2001494,4979752,6981246,2300619,65981,259597,189699,0,0,0,-1,1160348,100,ok
DijkstraPrims,206,58,20006,1160348,1.51423e+06,0,0,0,0,0,0,0,572682,564933,7751,451.989,564933,48.6865,ok
BBMSCore,207,58,1899,110142,2.08585e+07,15878386,0,15878386,0,0,0,0,0,0,0,-1,110142,100,ok
BBMSInter,207,58,1899,110142,2.08585e+07,82686,1253114,1335800,216657,0,0,0,0,0,0,-1,110142,100,ok
BBMSDppInstant,207,58,1899,110142,2.08585e+07,82686,633271,715957,216657,9109,268534,9109,0,0,0,-1,110142,100,ok
BBMSDppStepwise,207,58,1899,110142,2.08585e+07,82686,633271,715957,216657,9109,114852,89524,0,0,0,-1,110142,100,ok
DijkstraPrims,207,58,1899,110142,2.08585e+07,0,0,0,0,0,0,0,110087,110069,841,375.367,110069,99.9337,ok
BBMSCore,208,58,63,3654,6531.89,256664,0,256664,0,0,0,0,0,0,0,-1,3654,100,ok
BBMSInter,208,58,63,3654,6531.89,3614,26834,30448,7187,0,0,0,0,0,0,-1,3654,100,ok
BBMSDppInstant,208,58,63,3654,6531.89,3614,19316,22930,7187,256,4977,256,0,0,0,-1,3654,100,ok
BBMSDppStepwise,208,58,63,3654,6531.89,3614,19316,22930,7187,256,2645,1928,0,0,0,-1,3654,100,ok
DijkstraPrims,208,58,63,3654,6531.89,0,0,0,0,0,0,0,3654,3644,103,75.9896,3644,99.7263,ok
BBMSCore,209,58,2142,124236,9133.44,276930774,0,276930774,0,0,0,0,0,0,0,-1,124236,100,ok
BBMSInter,209,58,2142,124236,9133.44,202290,9437898,9640188,246216,0,0,0,0,0,0,-1,124236,100,ok
BBMSDppInstant,209,58,2142,124236,9133.44,202290,550817,753107,246216,7283,72028,7283,0,0,0,-1,124236,100,ok
BBMSDppStepwise,209,58,2142,124236,9133.44,202290,550817,753107,246216,7283,60503,52508,0,0,0,-1,124236,100,ok
DijkstraPrims,209,58,2142,124236,9133.44,0,0,0,0,0,0,0,75067,74783,542,136.702,74783,60.1943,ok
BBMSCore,210,1917,249,477333,17551.5,308133524,0,308133524,0,0,0,0,0,0,0,-1,477333,100,ok
BBMSInter,210,1917,249,477333,17551.5,668350,12746725,13415075,950831,0,0,0,0,0,0,-1,477333,100,ok
BBMSDppInstant,210,1917,249,477333,17551.5,668350,2323634,2991984,950831,67150,534842,67150,0,0,0,-1,477333,100,ok
BBMSDppStepwise,210,1917,249,477333,17551.5,668350,2323634,2991984,950831,67150,401901,314343,0,0,0,-1,477333,100,ok
DijkstraPrims,210,1917,249,477333,17551.5,0,0,0,0,0,0,0,416829,416353,2370,889.954,416353,87.2249,ok
BBMSCore,211,1917,455,872235,8778.79,1041700998,0,1041700998,0,0,0,0,0,0,0,-1,872235,100,ok
BBMSInter,211,1917,455,872235,8778.79,1324988,41102596,42427584,1740251,0,0,0,0,0,0,-1,872235,100,ok
BBMSDppInstant,211,1917,455,872235,8778.79,1324988,4101558,5426546,1740251,87076,961563,87076,0,0,0,-1,872235,100,ok
BBMSDppStepwise,211,1917,455,872235,8778.79,1324988,4101558,5426546,1740251,87076,720467,601034,0,0,0,-1,872235,100,ok
DijkstraPrims,211,1917,455,872235,8778.79,0,0,0,0,0,0,0,46831,44953,2183,1300.75,44953,5.15377,ok
BBMSCore,212,1917,20006,38351502,1.50406e+06,72422798178,0,72422798178,0,0,0,0,0,0,0,-1,38351502,100,ok
BBMSInter,212,1917,20006,38351502,1.50406e+06,48086774,5176701323,5224788097,76679201,0,0,0,0,0,0,-1,38351502,100,ok
BBMSDppInstant,212,1917,20006,38351502,1.50406e+06,48086774,196176898,244263672,76679201,2403069,67045487,2403069,0,0,0,-1,38351502,100,ok
BBMSDppStepwise,212,1917,20006,38351502,1.50406e+06,48086774,196176898,244263672,76679201,2403069,33579064,29795563,0,0,0,-1,38351502,100,ok
DijkstraPrims,212,1917,20006,38351502,1.50406e+06,0,0,0,0,0,0,0,19996077,19980498,17006,7510.16,19980498,52.0983,ok
BBMSCore,213,1917,1899,3640383,2.08609e+07,2127657196,0,2127657196,0,0,0,0,0,0,0,-1,3640383,100,ok
BBMSInter,213,1917,1899,3640383,2.08609e+07,3875246,124795540,128670786,7274331,0,0,0,0,0,0,-1,3640383,100,ok
BBMSDppInstant,213,1917,1899,3640383,2.08609e+07,3875246,19643105,23518351,7274331,445388,6917810,445388,0,0,0,-1,3640383,100,ok
BBMSDppStepwise,213,1917,1899,3640383,2.08609e+07,3875246,19643105,23518351,7274331,445388,3778822,3049790,0,0,0,-1,3640383,100,ok
DijkstraPrims,213,1917,1899,3640383,2.08609e+07,0,0,0,0,0,0,0,3603731,3602624,4592,2931.1,3602624,98.9628,ok
BBMSCore,214,1917,63,120771,10397,158002958,0,158002958,0,0,0,0,0,0,0,-1,120771,100,ok
BBMSInter,214,1917,63,120771,10397,189362,3850699,4040061,237697,0,0,0,0,0,0,-1,120771,100,ok
BBMSDppInstant,214,1917,63,120771,10397,189362,547499,736861,237697,10180,116946,10180,0,0,0,-1,120771,100,ok
BBMSDppStepwise,214,1917,63,120771,10397,189362,547499,736861,237697,10180,88313,73926,0,0,0,-1,120771,100,ok
DijkstraPrims,214,1917,63,120771,10397,0,0,0,0,0,0,0,55380,55186,1042,730.197,55186,45.6947,ok
BBMSCore,215,1917,2142,4106214,16120.4,8089290394,0,8089290394,0,0,0,0,0,0,0,-1,4106214,100,ok
BBMSInter,215,1917,2142,4106214,16120.4,6304492,118841463,125145955,8207525,0,0,0,0,0,0,-1,4106214,100,ok
BBMSDppInstant,215,1917,2142,4106214,16120.4,6304492,19258258,25562750,8207525,209109,2969207,209109,0,0,0,-1,4106214,100,ok
BBMSDppStepwise,215,1917,2142,4106214,16120.4,6304492,19258258,25562750,8207525,209109,1944153,1674696,0,0,0,-1,4106214,100,ok
DijkstraPrims,215,1917,2142,4106214,16120.4,0,0,0,0,0,0,0,2118174,2115068,4331,3187.39,2115068,51.509,ok
BBMSCore,216,249,455,113295,15870.7,41768366,0,41768366,0,0,0,0,0,0,0,-1,113295,100,ok
BBMSInter,216,249,455,113295,15870.7,210318,1387702,1598020,225706,0,0,0,0,0,0,-1,113295,100,ok
BBMSDppInstant,216,249,455,113295,15870.7,210318,472663,682981,225706,6158,25231,6158,0,0,0,-1,113295,100,ok
BBMSDppStepwise,216,249,455,113295,15870.7,210318,472663,682981,225706,6158,24343,17991,0,0,0,-1,113295,100,ok
DijkstraPrims,216,249,455,113295,15870.7,0,0,0,0,0,0,0,4117,3487,686,558.878,3487,3.07781,ok
BBMSCore,217,249,20006,4981494,1.49088e+06,3198151888,0,3198151888,0,0,0,0,0,0,0,-1,4981494,100,ok
BBMSInter,217,249,20006,4981494,1.49088e+06,5475206,711393259,716868465,9942488,0,0,0,0,0,0,-1,4981494,100,ok
BBMSDppInstant,217,249,20006,4981494,1.49088e+06,5475206,26515870,31991076,9942488,285530,8253880,285530,0,0,0,-1,4981494,100,ok
BBMSDppStepwise,217,249,20006,4981494,1.49088e+06,5475206,26515870,31991076,9942488,285530,3319370,2758768,0,0,0,-1,4981494,100,ok
DijkstraPrims,217,249,20006,4981494,1.49088e+06,0,0,0,0,0,0,0,2620007,2607568,12462,3118.39,2607568,52.3451,ok
BBMSCore,218,249,1899,472851,2.08775e+07,112184334,0,112184334,0,0,0,0,0,0,0,-1,472851,100,ok
BBMSInter,218,249,1899,472851,2.08775e+07,456790,10559087,11015877,941791,0,0,0,0,0,0,-1,472851,100,ok
BBMSDppInstant,218,249,1899,472851,2.08775e+07,456790,2609742,3066532,941791,67259,750719,67259,0,0,0,-1,472851,100,ok
BBMSDppStepwise,218,249,1899,472851,2.08775e+07,456790,2609742,3066532,941791,67259,489099,386912,0,0,0,-1,472851,100,ok
DijkstraPrims,218,249,1899,472851,2.08775e+07,0,0,0,0,0,0,0,472805,472782,1326,653.163,472782,99.9854,ok
BBMSCore,219,249,63,15687,24990.1,3451732,0,3451732,0,0,0,0,0,0,0,-1,15687,100,ok
BBMSInter,219,249,63,15687,24990.1,27612,165488,193100,31040,0,0,0,0,0,0,-1,15687,100,ok
BBMSDppInstant,219,249,63,15687,24990.1,27612,66212,93824,31040,1224,4894,1224,0,0,0,-1,15687,100,ok
BBMSDppStepwise,219,249,63,15687,24990.1,27612,66212,93824,31040,1224,4630,3294,0,0,0,-1,15687,100,ok
DijkstraPrims,219,249,63,15687,24990.1,0,0,0,0,0,0,0,1334,1020,319,251.814,1020,6.5022,ok
BBMSCore,220,249,2142,533358,26349.8,1778525616,0,1778525616,0,0,0,0,0,0,0,-1,533358,100,ok
BBMSInter,220,249,2142,533358,26349.8,981492,32762221,33743713,1063307,0,0,0,0,0,0,-1,533358,100,ok
BBMSDppInstant,220,249,2142,533358,26349.8,981492,2244534,3226026,1063307,26555,191636,26555,0,0,0,-1,533358,100,ok
BBMSDppStepwise,220,249,2142,533358,26349.8,981492,2244534,3226026,1063307,26555,176991,150190,0,0,0,-1,533358,100,ok
DijkstraPrims,220,249,2142,533358,26349.8,0,0,0,0,0,0,0,508766,508426,1444,391.195,508426,95.3255,ok
BBMSCore,221,455,20006,9102730,1.50511e+06,215495406340,0,215495406340,0,0,0,0,0,0,0,-1,9102730,100,ok
BBMSInter,221,455,20006,9102730,1.50511e+06,15292598,5421832395,5437124993,18171582,0,0,0,0,0,0,-1,9102730,100,ok
BBMSDppInstant,221,455,20006,9102730,1.50511e+06,15292598,40636990,55929588,18171582,589562,5066265,589562,0,0,0,-1,9102730,100,ok
BBMSDppStepwise,221,455,20006,9102730,1.50511e+06,15292598,40636990,55929588,18171582,589562,3564345,2898222,0,0,0,-1,9102730,100,ok
DijkstraPrims,221,455,20006,9102730,1.50511e+06,0,0,0,0,0,0,0,4134631,4122993,11674,1989.19,4122993,45.294,ok
BBMSCore,222,455,1899,864045,2.08657e+07,947441102,0,947441102,0,0,0,0,0,0,0,-1,864045,100,ok
BBMSInter,222,455,1899,864045,2.08657e+07,910996,34721510,35632506,1725467,0,0,0,0,0,0,-1,864045,100,ok
BBMSDppInstant,222,455,1899,864045,2.08657e+07,910996,4665348,5576344,1725467,63666,3204406,63666,0,0,0,-1,864045,100,ok
BBMSDppStepwise,222,455,1899,864045,2.08657e+07,910996,4665348,5576344,1725467,63666,711098,568825,0,0,0,-1,864045,100,ok
DijkstraPrims,222,455,1899,864045,2.08657e+07,0,0,0,0,0,0,0,863356,863189,2400,1228.3,863189,99.9009,ok
BBMSCore,223,455,63,28665,11830.7,12334806,0,12334806,0,0,0,0,0,0,0,-1,28665,100,ok
BBMSInter,223,455,63,28665,11830.7,41006,287497,328503,56812,0,0,0,0,0,0,-1,28665,100,ok
BBMSDppInstant,223,455,63,28665,11830.7,41006,135525,176531,56812,1592,21618,1592,0,0,0,-1,28665,100,ok
BBMSDppStepwise,223,455,63,28665,11830.7,41006,135525,176531,56812,1592,13772,11075,0,0,0,-1,28665,100,ok
DijkstraPrims,223,455,63,28665,11830.7,0,0,0,0,0,0,0,24240,24073,267,131.192,24073,83.9805,ok
BBMSCore,224,455,2142,974610,13431.6,773106056,0,773106056,0,0,0,0,0,0,0,-1,974610,100,ok
BBMSInter,224,455,2142,974610,13431.6,1308746,22065983,23374729,1946152,0,0,0,0,0,0,-1,974610,100,ok
BBMSDppInstant,224,455,2142,974610,13431.6,1308746,4840942,6149688,1946152,51646,4748113,51646,0,0,0,-1,974610,100,ok
BBMSDppStepwise,224,455,2142,974610,13431.6,1308746,4840942,6149688,1946152,51646,620077,486377,0,0,0,-1,974610,100,ok
DijkstraPrims,224,455,2142,974610,13431.6,0,0,0,0,0,0,0,960181,959610,1974,1206.43,959610,98.4609,ok
BBMSInter,225,20006,1899,37991394,2.20301e+07,52682336,4021333132,4074015468,75959155,0,0,0,0,0,0,-1,37991394,100,ok
BBMSDppInstant,225,20006,1899,37991394,2.20301e+07,52682336,186762924,239445260,75959155,1588231,51487376,1588231,0,0,0,-1,37991394,100,ok
BBMSDppStepwise,225,20006,1899,37991394,2.20301e+07,52682336,186762924,239445260,75959155,1588231,23792352,21391453,0,0,0,-1,37991394,100,ok
DijkstraPrims,225,20006,1899,37991394,2.20301e+07,0,0,0,0,0,0,0,37754025,37750651,23276,14938.9,37750651,99.3663,ok
BBMSCore,226,20006,63,1260378,1.51441e+06,17286478554,0,17286478554,0,0,0,0,0,0,0,-1,1260378,100,ok
BBMSInter,226,20006,63,1260378,1.51441e+06,2038194,325153539,327191733,2488914,0,0,0,0,0,0,-1,1260378,100,ok
BBMSDppInstant,226,20006,63,1260378,1.51441e+06,2038194,5624877,7663071,2488914,68848,866555,68848,0,0,0,-1,1260378,100,ok
BBMSDppStepwise,226,20006,63,1260378,1.51441e+06,2038194,5624877,7663071,2488914,68848,641262,560785,0,0,0,-1,1260378,100,ok
DijkstraPrims,226,20006,63,1260378,1.51441e+06,0,0,0,0,0,0,0,705109,696902,8211,1130.61,696902,55.2931,ok
BBMSDppInstant,227,20006,2142,42852852,1.50691e+06,67362940,198770520,266133460,85682457,1206746,55528540,1206746,0,0,0,-1,42852852,100,ok
BBMSDppStepwise,227,20006,2142,42852852,1.50691e+06,67362940,198770520,266133460,85682457,1206746,17889045,15996190,0,0,0,-1,42852852,100,ok
DijkstraPrims,227,20006,2142,42852852,1.50691e+06,0,0,0,0,0,0,0,21633068,21617302,16932,8428.91,21617302,50.4454,ok
BBMSCore,228,1899,63,119637,2.08541e+07,41068180,0,41068180,0,0,0,0,0,0,0,-1,119637,100,ok
BBMSInter,228,1899,63,119637,2.08541e+07,133914,2164748,2298662,235740,0,0,0,0,0,0,-1,119637,100,ok
BBMSDppInstant,228,1899,63,119637,2.08541e+07,133914,622859,756773,235740,9800,210869,9800,0,0,0,-1,119637,100,ok
BBMSDppStepwise,228,1899,63,119637,2.08541e+07,133914,622859,756773,235740,9800,107627,85950,0,0,0,-1,119637,100,ok
DijkstraPrims,228,1899,63,119637,2.08541e+07,0,0,0,0,0,0,0,119209,119146,738,281.44,119146,99.5896,ok
BBMSCore,229,1899,2142,4067658,2.08552e+07,8572441240,0,8572441240,0,0,0,0,0,0,0,-1,4067658,100,ok
BBMSInter,229,1899,2142,4067658,2.08552e+07,6759198,96744615,103503813,8129193,0,0,0,0,0,0,-1,4067658,100,ok
BBMSDppInstant,229,1899,2142,4067658,2.08552e+07,6759198,18306527,25065725,8129193,226430,3757358,226430,0,0,0,-1,4067658,100,ok
BBMSDppStepwise,229,1899,2142,4067658,2.08552e+07,6759198,18306527,25065725,8129193,226430,1945817,1618028,0,0,0,-1,4067658,100,ok
DijkstraPrims,229,1899,2142,4067658,2.08552e+07,0,0,0,0,0,0,0,880018,877202,3486,2813.57,877202,21.5653,ok
BBMSCore,230,63,2142,134946,11326.7,223866416,0,223866416,0,0,0,0,0,0,0,-1,134946,100,ok
BBMSInter,230,63,2142,134946,11326.7,242300,836507,1078807,267442,0,0,0,0,0,0,-1,134946,100,ok
BBMSDppInstant,230,63,2142,134946,11326.7,242300,565730,808030,267442,3750,34394,3750,0,0,0,-1,134946,100,ok
BBMSDppStepwise,230,63,2142,134946,11326.7,242300,565730,808030,267442,3750,24690,19550,0,0,0,-1,134946,100,ok
DijkstraPrims,230,63,2142,134946,11326.7,0,0,0,0,0,0,0,39969,38555,1472,951.079,38555,28.5707,ok
