algorithm,pair_index,m,n,cells,runtime_s,frechet_dist,maxrss_before_mb,maxrss_after_mb,minor_faults,major_faults,block_input_ops,block_output_ops,voluntary_ctx_switches,involuntary_ctx_switches,user_time_s,sys_time_s,blocked_time_s,status,repeat
BBMSCore,0,799,2201,1758599,3.89422,2729.88,39.3828,43.8672,10334,0,0,0,0,22,3.88392,0.010017,0.00028005,ok,0
BBMSInter,0,799,2201,1758599,0.269233,2729.88,39.3828,97.5,24073,0,0,0,0,3,0.233383,0.035818,3.1686e-05,ok,0
BBMSDppInstant,0,799,2201,1758599,0.483247,2729.88,39.3828,415.461,107022,0,0,0,0,6,0.321142,0.162051,5.3791e-05,ok,0
BBMSDppStepwise,0,799,2201,1758599,0.622471,2729.88,39.3828,355.469,90504,0,0,0,0,6,0.493373,0.129035,6.2711e-05,ok,0
DijkstraPrims,0,799,2201,1758599,0.327164,2729.88,39.3828,81.2031,25001,0,0,0,0,1,0.277141,0.050013,1.0091e-05,ok,0
BBMSCore,0,799,2201,1758599,3.86171,2729.88,39.3828,43.8672,10334,0,0,0,0,16,3.85133,0.010011,0.000371056,ok,1
BBMSInter,0,799,2201,1758599,0.264387,2729.88,39.3828,97.6055,24073,0,0,0,0,0,0.244586,0.019812,-1.1084e-05,ok,1
BBMSDppInstant,0,799,2201,1758599,0.474887,2729.88,39.3828,415.395,107022,0,0,0,0,2,0.325562,0.149321,4.468e-06,ok,1
BBMSDppStepwise,0,799,2201,1758599,0.619228,2729.88,39.3828,355.457,90504,0,0,0,0,3,0.488758,0.130451,1.9489e-05,ok,1
DijkstraPrims,0,799,2201,1758599,0.335567,2729.88,39.3867,81.2188,25001,0,0,0,0,3,0.325574,0.009954,3.9164e-05,ok,1
BBMSCore,0,799,2201,1758599,3.8381,2729.88,39.3867,43.8672,10334,0,0,0,0,19,3.82756,0.010001,0.000536611,ok,2
BBMSInter,0,799,2201,1758599,0.267302,2729.88,39.3867,97.625,24073,0,0,0,0,0,0.227259,0.040053,-9.942e-06,ok,2
BBMSDppInstant,0,799,2201,1758599,0.478162,2729.88,39.3867,415.453,107022,0,0,0,0,2,0.397966,0.080194,1.903e-06,ok,2
BBMSDppStepwise,0,799,2201,1758599,0.620938,2729.88,39.3867,355.48,90504,0,0,0,0,2,0.502093,0.118839,5.59e-06,ok,2
DijkstraPrims,0,799,2201,1758599,0.327559,2729.88,39.3867,81.2266,25001,0,0,0,0,2,0.297481,0.030047,3.0855e-05,ok,2
BBMSCore,1,799,53,42347,0.103105,4411.78,39.3906,39.3906,261,0,0,0,0,0,0.096933,0.006181,-8.805e-06,ok,0
BBMSInter,1,799,53,42347,0.0187923,4411.78,39.3906,39.3906,591,0,0,0,0,0,0.018799,0,-6.679e-06,ok,0
BBMSDppInstant,1,799,53,42347,0.00723654,4411.78,39.3906,39.3906,2193,0,0,0,0,0,0.007244,0,-7.455e-06,ok,0
BBMSDppStepwise,1,799,53,42347,0.00740788,4411.78,39.3906,39.3906,2174,0,0,0,0,1,0,0.007396,1.188e-05,ok,0
DijkstraPrims,1,799,53,42347,0.00137125,4411.78,39.3906,39.3906,142,0,0,0,0,0,0.001377,0,-5.746e-06,ok,0
BBMSCore,1,799,53,42347,0.103249,4411.78,39.3906,39.3906,261,0,0,0,0,2,0.096582,0.00662,4.6867e-05,ok,1
BBMSInter,1,799,53,42347,0.0187264,4411.78,39.3906,39.3906,591,0,0,0,0,0,0.018734,0,-7.559e-06,ok,1
BBMSDppInstant,1,799,53,42347,0.00686121,4411.78,39.3906,39.3906,2193,0,0,0,0,0,0,0.006867,-5.794e-06,ok,1
BBMSDppStepwise,1,799,53,42347,0.00708057,4411.78,39.3906,39.3906,2174,0,0,0,0,0,0,0.007086,-5.434e-06,ok,1
DijkstraPrims,1,799,53,42347,0.00138046,4411.78,39.3906,39.3906,142,0,0,0,0,0,0.001386,0,-5.539e-06,ok,1
BBMSCore,1,799,53,42347,0.103139,4411.78,39.3945,39.3945,261,0,0,0,0,3,0.103096,0,4.2578e-05,ok,2
BBMSInter,1,799,53,42347,0.0187254,4411.78,39.3945,39.3945,591,0,0,0,0,0,0.018732,0,-6.616e-06,ok,2
BBMSDppInstant,1,799,53,42347,0.00689262,4411.78,39.3945,39.3945,2193,0,0,0,0,0,0.006898,0,-5.384e-06,ok,2
BBMSDppStepwise,1,799,53,42347,0.00710001,4411.78,39.3945,39.3945,2174,0,0,0,0,0,0.007106,0,-5.995e-06,ok,2
DijkstraPrims,1,799,53,42347,0.00138198,4411.78,39.3945,39.3945,142,0,0,0,0,0,0.001388,0,-6.019e-06,ok,2
BBMSCore,2,799,846,675954,1.45021,16090.1,39.3984,39.3984,3977,0,0,0,0,7,1.45001,0,0.000203815,ok,0
BBMSInter,2,799,846,675954,0.194847,16090.1,39.3984,39.7422,9258,0,0,0,0,1,0.184897,0.009947,3.116e-06,ok,0
BBMSDppInstant,2,799,846,675954,0.138679,16090.1,39.3984,142.094,35699,0,0,0,0,2,0.118276,0.020377,2.5852e-05,ok,0
BBMSDppStepwise,2,799,846,675954,0.152571,16090.1,39.3984,139.141,34900,0,0,0,0,3,0.142097,0.010439,3.5248e-05,ok,0
DijkstraPrims,2,799,846,675954,0.1025,16090.1,39.3984,39.3984,6771,0,0,0,0,1,0.102486,0,1.4133e-05,ok,0
BBMSCore,2,799,846,675954,1.46124,16090.1,39.3984,39.3984,3977,0,0,0,0,4,1.46102,0,0.000221521,ok,1
BBMSInter,2,799,846,675954,0.194406,16090.1,39.3984,39.7344,9258,0,0,0,0,1,0.184473,0.009918,1.5055e-05,ok,1
BBMSDppInstant,2,799,846,675954,0.139015,16090.1,39.3984,142.094,35699,0,0,0,0,3,0.07771,0.061268,3.716e-05,ok,1
BBMSDppStepwise,2,799,846,675954,0.152694,16090.1,39.3984,139.145,34900,0,0,0,0,2,0.142225,0.01044,2.8561e-05,ok,1
DijkstraPrims,2,799,846,675954,0.102499,16090.1,39.3984,39.3984,6771,0,0,0,0,1,0.091849,0.010645,4.809e-06,ok,1
BBMSCore,2,799,846,675954,1.45056,16090.1,39.3984,39.3984,3977,0,0,0,0,5,1.45034,0,0.000212662,ok,2
BBMSInter,2,799,846,675954,0.194919,16090.1,39.3984,39.7422,9258,0,0,0,0,2,0.18495,0.009943,2.5508e-05,ok,2
BBMSDppInstant,2,799,846,675954,0.139718,16090.1,39.3984,142.094,35699,0,0,0,0,3,0.108883,0.03079,4.4813e-05,ok,2
BBMSDppStepwise,2,799,846,675954,0.154623,16090.1,39.3984,139.129,34900,0,0,0,0,2,0.14403,0.010568,2.5047e-05,ok,2
DijkstraPrims,2,799,846,675954,0.102032,16090.1,39.3984,39.3984,6771,0,0,0,0,1,0.080828,0.021194,1.0129e-05,ok,2
BBMSCore,3,799,903,721497,2.99844,15919.1,39.4023,39.4023,4244,0,0,0,0,18,2.98804,0.010008,0.000388397,ok,0
BBMSInter,3,799,903,721497,0.0451259,15919.1,39.4023,42.1172,9881,0,0,0,0,0,0.035137,0.009998,-9.116e-06,ok,0
BBMSDppInstant,3,799,903,721497,0.193139,15919.1,39.4023,191.293,48609,0,0,0,0,1,0.153554,0.039569,1.5847e-05,ok,0
BBMSDppStepwise,3,799,903,721497,0.182978,15919.1,39.4023,147.418,37018,0,0,0,0,3,0.133546,0.049378,5.3596e-05,ok,0
DijkstraPrims,3,799,903,721497,0.098417,15919.1,39.4023,39.4023,6316,0,0,0,0,2,0.093739,0.004659,1.898e-05,ok,0
BBMSCore,3,799,903,721497,3.10671,15919.1,39.4023,39.4023,4244,0,0,0,0,11,3.09631,0.010003,0.000404306,ok,1
BBMSInter,3,799,903,721497,0.0432632,15919.1,39.4023,42.0898,9881,0,0,0,0,1,0.043248,0,1.5238e-05,ok,1
BBMSDppInstant,3,799,903,721497,0.192484,15919.1,39.4023,191.289,48609,0,0,0,0,2,0.113622,0.078832,3.0206e-05,ok,1
BBMSDppStepwise,3,799,903,721497,0.17942,15919.1,39.4023,147.43,37018,0,0,0,0,1,0.130966,0.04845,4.015e-06,ok,1
DijkstraPrims,3,799,903,721497,0.0965504,15919.1,39.4023,39.4023,6316,0,0,0,0,1,0.096539,0,1.1418e-05,ok,1
BBMSCore,3,799,903,721497,3.01894,15919.1,39.4023,39.4023,4244,0,0,0,0,10,3.0188,0,0.000140399,ok,2
BBMSInter,3,799,903,721497,0.0432241,15919.1,39.4062,42.1094,9881,0,0,0,0,0,0.043233,0,-8.879e-06,ok,2
BBMSDppInstant,3,799,903,721497,0.192504,15919.1,39.4062,191.289,48609,0,0,0,0,0,0.130175,0.062341,-1.1613e-05,ok,2
BBMSDppStepwise,3,799,903,721497,0.179708,15919.1,39.4062,147.418,37018,0,0,0,0,2,0.138708,0.040977,2.3091e-05,ok,2
DijkstraPrims,3,799,903,721497,0.0978071,15919.1,39.4102,39.4102,6316,0,0,0,0,0,0.08757,0.010247,-9.884e-06,ok,2
BBMSCore,4,799,199,159001,0.198591,16625,39.4102,39.4102,944,0,0,0,0,2,0.198547,0,4.3936e-05,ok,0
BBMSInter,4,799,199,159001,0.0721221,16625,39.4141,39.4141,2186,0,0,0,0,1,0.072118,0,4.099e-06,ok,0
BBMSDppInstant,4,799,199,159001,0.0407003,16625,39.4141,40.2969,9529,0,0,0,0,0,0.031537,0.009173,-9.708e-06,ok,0
BBMSDppStepwise,4,799,199,159001,0.045489,16625,39.4141,39.4141,8368,0,0,0,0,2,0.045459,0,3.0004e-05,ok,0
DijkstraPrims,4,799,199,159001,0.0239127,16625,39.4141,39.4141,1887,0,0,0,0,0,0.023922,0,-9.262e-06,ok,0
BBMSCore,4,799,199,159001,0.19746,16625,39.4141,39.4141,944,0,0,0,0,2,0.192772,0.00468,7.87e-06,ok,1
BBMSInter,4,799,199,159001,0.0718899,16625,39.4141,39.4141,2186,0,0,0,0,2,0.052676,0.019199,1.494e-05,ok,1
BBMSDppInstant,4,799,199,159001,0.040123,16625,39.4141,40.3008,9529,0,0,0,0,1,0.04011,0,1.3012e-05,ok,1
BBMSDppStepwise,4,799,199,159001,0.0457206,16625,39.4141,39.4141,8368,0,0,0,0,1,0.025416,0.020289,1.5566e-05,ok,1
DijkstraPrims,4,799,199,159001,0.024039,16625,39.4141,39.4141,1887,0,0,0,0,0,0.024048,0,-9.005e-06,ok,1
BBMSCore,4,799,199,159001,0.197709,16625,39.4141,39.4141,944,0,0,0,0,1,0.197697,0,1.1518e-05,ok,2
BBMSInter,4,799,199,159001,0.0713054,16625,39.4141,39.4141,2186,0,0,0,0,2,0.071288,0,1.7385e-05,ok,2
BBMSDppInstant,4,799,199,159001,0.0401364,16625,39.4141,40.2695,9529,0,0,0,0,1,0.028876,0.011261,-5.64e-07,ok,2
BBMSDppStepwise,4,799,199,159001,0.0474546,16625,39.4141,39.4141,8368,0,0,0,0,0,0.026449,0.021013,-7.442e-06,ok,2
DijkstraPrims,4,799,199,159001,0.0243679,16625,39.4141,39.4141,1887,0,0,0,0,1,0.014542,0.009822,3.868e-06,ok,2
BBMSCore,5,799,223,178177,0.177589,12420.5,39.418,39.418,1058,0,0,0,0,3,0.167386,0.01016,4.2726e-05,ok,0
BBMSInter,5,799,223,178177,0.0272449,12420.5,39.418,39.418,2450,0,0,0,0,0,0.024506,0.002746,-7.124e-06,ok,0
BBMSDppInstant,5,799,223,178177,0.0378066,12420.5,39.418,42.9727,10163,0,0,0,0,1,0.027026,0.010771,9.641e-06,ok,0
BBMSDppStepwise,5,799,223,178177,0.0468597,12420.5,39.418,39.7422,9285,0,0,0,0,1,0.036384,0.01046,1.5685e-05,ok,0
DijkstraPrims,5,799,223,178177,0.0274666,12420.5,39.418,39.418,2686,0,0,0,0,0,0.01649,0.010985,-8.401e-06,ok,0
BBMSCore,5,799,223,178177,0.177677,12420.5,39.418,39.418,1058,0,0,0,0,3,0.177461,0,0.000215641,ok,1
BBMSInter,5,799,223,178177,0.0275395,12420.5,39.418,39.418,2450,0,0,0,0,0,0.027547,0,-7.539e-06,ok,1
BBMSDppInstant,5,799,223,178177,0.0388912,12420.5,39.418,42.9922,10163,0,0,0,0,1,0.038888,0,3.191e-06,ok,1
BBMSDppStepwise,5,799,223,178177,0.0483459,12420.5,39.418,39.7422,9285,0,0,0,0,0,0.048355,0,-9.118e-06,ok,1
DijkstraPrims,5,799,223,178177,0.0277022,12420.5,39.418,39.418,2686,0,0,0,0,0,0.016622,0.011089,-8.769e-06,ok,1
BBMSCore,5,799,223,178177,0.176962,12420.5,39.418,39.418,1058,0,0,0,0,2,0.176947,0,1.4624e-05,ok,2
BBMSInter,5,799,223,178177,0.026943,12420.5,39.418,39.418,2450,0,0,0,0,1,0.026943,0,5e-08,ok,2
BBMSDppInstant,5,799,223,178177,0.0380154,12420.5,39.418,43.0117,10163,0,0,0,0,1,0.012,0.025998,1.7447e-05,ok,2
BBMSDppStepwise,5,799,223,178177,0.0472383,12420.5,39.4219,39.7422,9285,0,0,0,0,1,0.036695,0.010542,1.324e-06,ok,2
DijkstraPrims,5,799,223,178177,0.0273933,12420.5,39.4219,39.4219,2686,0,0,0,0,1,0.02467,0.002707,1.6262e-05,ok,2
BBMSCore,6,799,154,123046,0.0476532,2645.03,39.4219,39.4219,733,0,0,0,0,4,0.047447,0,0.000206198,ok,0
BBMSInter,6,799,154,123046,0.00897912,2645.03,39.4258,39.4258,1695,0,0,0,0,0,0.007335,0.001651,-6.884e-06,ok,0
BBMSDppInstant,6,799,154,123046,0.0172483,2645.03,39.4258,39.4258,6434,0,0,0,0,0,0.005843,0.011411,-5.722e-06,ok,0
BBMSDppStepwise,6,799,154,123046,0.0179052,2645.03,39.4258,39.4258,6405,0,0,0,0,1,0.010004,0.007886,1.5246e-05,ok,0
DijkstraPrims,6,799,154,123046,0.00109259,2645.03,39.4258,39.4258,105,0,0,0,0,0,0,0.001099,-6.413e-06,ok,0
BBMSCore,6,799,154,123046,0.0476266,2645.03,39.4258,39.4258,733,0,0,0,0,2,0.047592,0,3.4602e-05,ok,1
BBMSInter,6,799,154,123046,0.00934582,2645.03,39.4258,39.4258,1695,0,0,0,0,0,0.009352,0,-6.184e-06,ok,1
BBMSDppInstant,6,799,154,123046,0.017523,2645.03,39.4258,39.4258,6434,0,0,0,0,1,0.005941,0.01158,1.978e-06,ok,1
BBMSDppStepwise,6,799,154,123046,0.0177437,2645.03,39.4258,39.4258,6405,0,0,0,0,0,0.006012,0.011739,-7.321e-06,ok,1
DijkstraPrims,6,799,154,123046,0.00105752,2645.03,39.4258,39.4258,105,0,0,0,0,0,0.001064,0,-6.478e-06,ok,1
BBMSCore,6,799,154,123046,0.0476663,2645.03,39.4258,39.4258,733,0,0,0,0,1,0.047665,0,1.297e-06,ok,2
BBMSInter,6,799,154,123046,0.00967606,2645.03,39.4258,39.4258,1695,0,0,0,0,0,0,0.009683,-6.937e-06,ok,2
BBMSDppInstant,6,799,154,123046,0.0175342,2645.03,39.4258,39.4258,6434,0,0,0,0,0,0.009776,0.007766,-7.809e-06,ok,2
BBMSDppStepwise,6,799,154,123046,0.0174433,2645.03,39.4258,39.4258,6405,0,0,0,0,0,0.005863,0.011588,-7.686e-06,ok,2
DijkstraPrims,6,799,154,123046,0.00103798,2645.03,39.4258,39.4258,105,0,0,0,0,0,0.001045,0,-7.015e-06,ok,2
BBMSCore,7,799,1128,901272,5.11235,28210.1,39.4297,39.4297,5305,0,0,0,0,23,5.10149,0.009995,0.000870749,ok,0
BBMSInter,7,799,1128,901272,0.0533617,28210.1,39.4297,51.7461,12347,0,0,0,0,0,0.053371,0,-9.311e-06,ok,0
BBMSDppInstant,7,799,1128,901272,0.155906,28210.1,39.4297,182.93,46111,0,0,0,0,1,0.094916,0.060973,1.7411e-05,ok,0
BBMSDppStepwise,7,799,1128,901272,0.16282,28210.1,39.4297,181.254,45683,0,0,0,0,1,0.073098,0.089706,1.6078e-05,ok,0
DijkstraPrims,7,799,1128,901272,0.0236988,28210.1,39.4336,39.4336,1764,0,0,0,0,1,0.023548,0,0.000150823,ok,0
BBMSCore,7,799,1128,901272,5.16758,28210.1,39.4336,39.4336,5305,0,0,0,0,17,5.15713,0.009987,0.000459264,ok,1
BBMSInter,7,799,1128,901272,0.0534731,28210.1,39.4336,51.7227,12347,0,0,0,0,0,0.043418,0.010065,-9.898e-06,ok,1
BBMSDppInstant,7,799,1128,901272,0.155886,28210.1,39.4336,182.91,46111,0,0,0,0,1,0.115233,0.040635,1.8048e-05,ok,1
BBMSDppStepwise,7,799,1128,901272,0.162602,28210.1,39.4336,181.246,45683,0,0,0,0,3,0.112794,0.049768,3.9972e-05,ok,1
DijkstraPrims,7,799,1128,901272,0.0234157,28210.1,39.4336,39.4336,1764,0,0,0,0,0,0.023423,0,-7.304e-06,ok,1
BBMSCore,7,799,1128,901272,5.15905,28210.1,39.4336,39.4336,5305,0,0,0,0,23,5.14886,0.009991,0.00019397,ok,2
BBMSInter,7,799,1128,901272,0.0533222,28210.1,39.4336,51.7227,12347,0,0,0,0,0,0.043305,0.010025,-7.812e-06,ok,2
BBMSDppInstant,7,799,1128,901272,0.157482,28210.1,39.4336,182.836,46111,0,0,0,0,1,0.085672,0.071811,-7.35e-07,ok,2
BBMSDppStepwise,7,799,1128,901272,0.163489,28210.1,39.4336,181.246,45683,0,0,0,0,1,0.123456,0.040031,2.131e-06,ok,2
DijkstraPrims,7,799,1128,901272,0.0233839,28210.1,39.4375,39.4375,1764,0,0,0,0,0,0.013327,0.010065,-8.099e-06,ok,2
BBMSCore,8,799,1191,951609,4.82401,24803.8,39.4375,39.4375,5600,0,0,0,0,21,4.81326,0.010001,0.000747806,ok,0
BBMSInter,8,799,1191,951609,0.0800622,24803.8,39.4414,54.4961,13035,0,0,0,0,1,0.06057,0.019484,8.152e-06,ok,0
BBMSDppInstant,8,799,1191,951609,0.179877,24803.8,39.4414,193.953,48939,0,0,0,0,4,0.130505,0.049307,6.5297e-05,ok,0
BBMSDppStepwise,8,799,1191,951609,0.191521,24803.8,39.4414,191.449,48306,0,0,0,0,3,0.129306,0.062176,3.9161e-05,ok,0
DijkstraPrims,8,799,1191,951609,0.029287,24803.8,39.4414,39.4414,2760,0,0,0,0,1,0.029279,0,7.986e-06,ok,0
BBMSCore,8,799,1191,951609,4.86764,24803.8,39.4414,39.4414,5600,0,0,0,0,15,4.8666,0,0.00103915,ok,1
BBMSInter,8,799,1191,951609,0.0768947,24803.8,39.4414,54.4922,13035,0,0,0,0,1,0.058115,0.018761,1.8728e-05,ok,1
BBMSDppInstant,8,799,1191,951609,0.180434,24803.8,39.4414,193.945,48939,0,0,0,0,1,0.081518,0.098899,1.7139e-05,ok,1
BBMSDppStepwise,8,799,1191,951609,0.191773,24803.8,39.4414,191.438,48306,0,0,0,0,2,0.141932,0.049807,3.392e-05,ok,1
DijkstraPrims,8,799,1191,951609,0.0297119,24803.8,39.4414,39.4414,2760,0,0,0,0,1,0.020387,0.009309,1.5919e-05,ok,1
BBMSCore,8,799,1191,951609,4.86493,24803.8,39.4414,39.4414,5600,0,0,0,0,22,4.84402,0.019964,0.000941733,ok,2
BBMSInter,8,799,1191,951609,0.0771031,24803.8,39.4414,54.4922,13035,0,0,0,0,1,0.066506,0.010593,4.087e-06,ok,2
BBMSDppInstant,8,799,1191,951609,0.179924,24803.8,39.4414,193.949,48939,0,0,0,0,1,0.120729,0.059178,1.7291e-05,ok,2
BBMSDppStepwise,8,799,1191,951609,0.192101,24803.8,39.4414,191.422,48306,0,0,0,0,2,0.122224,0.069842,3.5004e-05,ok,2
DijkstraPrims,8,799,1191,951609,0.0293664,24803.8,39.4414,39.4414,2760,0,0,0,0,0,0.029375,0,-8.619e-06,ok,2
BBMSCore,9,799,185,147815,0.148459,13552.7,39.4453,39.4453,879,0,0,0,0,2,0.148432,0,2.6607e-05,ok,0
BBMSInter,9,799,185,147815,0.00606981,13552.7,39.4453,39.4453,2033,0,0,0,0,0,0.006077,0,-7.189e-06,ok,0
BBMSDppInstant,9,799,185,147815,0.02149,13552.7,39.4453,39.4453,7703,0,0,0,0,1,0,0.021488,1.971e-06,ok,0
BBMSDppStepwise,9,799,185,147815,0.0221282,13552.7,39.4453,39.4453,7667,0,0,0,0,1,0.002135,0.019974,1.9166e-05,ok,0
DijkstraPrims,9,799,185,147815,0.0123347,13552.7,39.4453,39.4453,1313,0,0,0,0,1,0.002248,0.010084,2.703e-06,ok,0
BBMSCore,9,799,185,147815,0.148799,13552.7,39.4453,39.4453,879,0,0,0,0,3,0.148602,0,0.000196579,ok,1
BBMSInter,9,799,185,147815,0.00653039,13552.7,39.4453,39.4453,2033,0,0,0,0,1,0,0.006457,7.3386e-05,ok,1
BBMSDppInstant,9,799,185,147815,0.0212415,13552.7,39.4453,39.4453,7703,0,0,0,0,0,0.011594,0.009655,-7.546e-06,ok,1
BBMSDppStepwise,9,799,185,147815,0.0219439,13552.7,39.4453,39.4453,7667,0,0,0,0,0,0.012022,0.009932,-1.008e-05,ok,1
DijkstraPrims,9,799,185,147815,0.0123227,13552.7,39.4453,39.4453,1313,0,0,0,0,0,0.010113,0.002217,-7.26e-06,ok,1
BBMSCore,9,799,185,147815,0.148622,13552.7,39.4453,39.4453,879,0,0,0,0,3,0.148575,0,4.7028e-05,ok,2
BBMSInter,9,799,185,147815,0.00634944,13552.7,39.4453,39.4453,2033,0,0,0,0,0,0.006357,0,-7.56e-06,ok,2
BBMSDppInstant,9,799,185,147815,0.0209949,13552.7,39.4453,39.4453,7703,0,0,0,0,0,0.01143,0.009572,-7.089e-06,ok,2
BBMSDppStepwise,9,799,185,147815,0.0220725,13552.7,39.4453,39.4453,7667,0,0,0,0,0,0.022082,0,-9.474e-06,ok,2
DijkstraPrims,9,799,185,147815,0.0122954,13552.7,39.4453,39.4453,1313,0,0,0,0,0,0.012304,0,-8.646e-06,ok,2
BBMSCore,10,799,313,250087,0.152641,17531.4,39.4492,39.4492,1480,0,0,0,0,3,0.152583,0,5.8414e-05,ok,0
BBMSInter,10,799,313,250087,0.0116529,17531.4,39.4531,39.4531,3434,0,0,0,0,0,0.011661,0,-8.075e-06,ok,0
BBMSDppInstant,10,799,313,250087,0.0376004,17531.4,39.4531,54.4922,13079,0,0,0,0,0,0.026153,0.011456,-8.647e-06,ok,0
BBMSDppStepwise,10,799,313,250087,0.0385672,17531.4,39.4531,54.2227,13017,0,0,0,0,1,0.003398,0.035155,1.4245e-05,ok,0
DijkstraPrims,10,799,313,250087,0.0111681,17531.4,39.4531,39.4531,876,0,0,0,0,1,0.009767,0.001393,8.145e-06,ok,0
BBMSCore,10,799,313,250087,0.15272,17531.4,39.4531,39.4531,1480,0,0,0,0,3,0.14263,0.010055,3.4649e-05,ok,1
BBMSInter,10,799,313,250087,0.0116211,17531.4,39.4531,39.4531,3434,0,0,0,0,0,0.011629,0,-7.856e-06,ok,1
BBMSDppInstant,10,799,313,250087,0.0373554,17531.4,39.4531,54.5,13079,0,0,0,0,0,0.009996,0.027367,-7.554e-06,ok,1
BBMSDppStepwise,10,799,313,250087,0.0386463,17531.4,39.4531,54.2617,13017,0,0,0,0,1,0.026879,0.011748,1.9322e-05,ok,1
DijkstraPrims,10,799,313,250087,0.0111743,17531.4,39.457,39.457,876,0,0,0,0,1,0.011157,0,1.7264e-05,ok,1
BBMSCore,10,799,313,250087,0.152644,17531.4,39.457,39.457,1480,0,0,0,0,1,0.152627,0,1.6661e-05,ok,2
BBMSInter,10,799,313,250087,0.0116092,17531.4,39.457,39.457,3434,0,0,0,0,0,0.011617,0,-7.805e-06,ok,2
BBMSDppInstant,10,799,313,250087,0.037073,17531.4,39.457,54.5,13079,0,0,0,0,2,0.009855,0.027158,6.003e-05,ok,2
BBMSDppStepwise,10,799,313,250087,0.0383602,17531.4,39.457,54.2422,13017,0,0,0,0,1,0.026677,0.011672,1.1233e-05,ok,2
DijkstraPrims,10,799,313,250087,0.0110859,17531.4,39.457,39.457,876,0,0,0,0,0,0.011094,0,-8.096e-06,ok,2
BBMSCore,11,799,1380,1102620,2.9103,12140.7,39.4609,39.4609,6487,0,0,0,0,12,2.90021,0.009997,9.9541e-05,ok,0
BBMSInter,11,799,1380,1102620,0.0662954,12140.7,39.4609,62.4922,15101,0,0,0,0,1,0.037958,0.028329,8.412e-06,ok,0
BBMSDppInstant,11,799,1380,1102620,0.169525,12140.7,39.4609,223.395,56465,0,0,0,0,1,0.090061,0.079442,2.1755e-05,ok,0
BBMSDppStepwise,11,799,1380,1102620,0.17115,12140.7,39.4609,222.742,56292,0,0,0,0,1,0.100985,0.07015,1.4689e-05,ok,0
DijkstraPrims,11,799,1380,1102620,0.108042,12140.7,39.4609,39.4609,7581,0,0,0,0,3,0.097711,0.010293,3.807e-05,ok,0
BBMSCore,11,799,1380,1102620,2.91014,12140.7,39.4609,39.4609,6487,0,0,0,0,10,2.90917,0.000692,0.000280871,ok,1
BBMSInter,11,799,1380,1102620,0.0662087,12140.7,39.4609,62.4922,15101,0,0,0,0,1,0.047187,0.019017,4.736e-06,ok,1
BBMSDppInstant,11,799,1380,1102620,0.167819,12140.7,39.4609,223.391,56465,0,0,0,0,2,0.089111,0.078668,4.0497e-05,ok,1
BBMSDppStepwise,11,799,1380,1102620,0.172226,12140.7,39.4609,222.738,56292,0,0,0,0,2,0.111725,0.060461,3.9707e-05,ok,1
DijkstraPrims,11,799,1380,1102620,0.105361,12140.7,39.4609,39.4609,7581,0,0,0,0,1,0.105349,0,1.2153e-05,ok,1
BBMSCore,11,799,1380,1102620,2.91074,12140.7,39.4609,39.4609,6487,0,0,0,0,17,2.89955,0.010651,0.000543195,ok,2
BBMSInter,11,799,1380,1102620,0.0667085,12140.7,39.4609,62.5117,15101,0,0,0,0,0,0.044991,0.021726,-8.454e-06,ok,2
BBMSDppInstant,11,799,1380,1102620,0.170777,12140.7,39.4609,223.395,56465,0,0,0,0,2,0.100738,0.070009,2.9959e-05,ok,2
BBMSDppStepwise,11,799,1380,1102620,0.174048,12140.7,39.4609,222.734,56292,0,0,0,0,1,0.102737,0.071293,1.7937e-05,ok,2
DijkstraPrims,11,799,1380,1102620,0.105291,12140.7,39.4609,39.4609,7581,0,0,0,0,1,0.095393,0.009884,1.4031e-05,ok,2
BBMSCore,12,799,1118,893282,1.02236,113660,39.4648,39.4648,5259,0,0,0,0,4,1.01229,0.010023,5.1366e-05,ok,0
BBMSInter,12,799,1118,893282,0.124903,113660,39.4648,51.3672,12237,0,0,0,0,2,0.115698,0.009189,1.6054e-05,ok,0
BBMSDppInstant,12,799,1118,893282,0.181029,113660,39.4688,190.102,47995,0,0,0,0,2,0.130696,0.050303,3.0319e-05,ok,0
BBMSDppStepwise,12,799,1118,893282,0.205018,113660,39.4688,185.531,46785,0,0,0,0,2,0.15381,0.051198,9.991e-06,ok,0
DijkstraPrims,12,799,1118,893282,0.0171432,113660,39.4688,39.4688,1532,0,0,0,0,0,0.017152,0,-8.769e-06,ok,0
BBMSCore,12,799,1118,893282,1.02186,113660,39.4688,39.4688,5259,0,0,0,0,4,1.02183,0,3.2112e-05,ok,1
BBMSInter,12,799,1118,893282,0.124193,113660,39.4688,51.3633,12237,0,0,0,0,2,0.113836,0.010331,2.5836e-05,ok,1
BBMSDppInstant,12,799,1118,893282,0.179392,113660,39.4688,190.219,47995,0,0,0,0,1,0.129577,0.049797,1.768e-05,ok,1
BBMSDppStepwise,12,799,1118,893282,0.203557,113660,39.4688,185.523,46785,0,0,0,0,3,0.132332,0.071169,5.5518e-05,ok,1
DijkstraPrims,12,799,1118,893282,0.0171529,113660,39.4688,39.4688,1532,0,0,0,0,0,0.009061,0.0081,-8.103e-06,ok,1
BBMSCore,12,799,1118,893282,1.02235,113660,39.4688,39.4688,5259,0,0,0,0,7,1.02227,0,7.5214e-05,ok,2
