algorithm,pair_index,m,n,cells,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,max_heap_size,avg_heap_size,cells_processed,pct_cells_explored,status
DijkstraPrims,87,260,224,58240,30,0,0,0,0,0,0,0,12633,6039,6596,3382.98,6039,10.3692,ok
BBMSCore,88,260,224,58240,30,3583520,0,3583520,0,0,0,0,0,0,0,-1,58240,100,ok
BBMSInter,88,260,224,58240,30,72666,814015,886681,115570,0,0,0,0,0,0,-1,58240,100,ok
BBMSDppInstant,88,260,224,58240,30,72666,290406,363072,115570,25094,79633,25094,0,0,0,-1,58240,100,ok
BBMSDppStepwise,88,260,224,58240,30,72666,290406,363072,115570,25094,65693,56586,0,0,0,-1,58240,100,ok
DijkstraPrims,88,260,224,58240,30,0,0,0,0,0,0,0,5293,2611,2687,1400.28,2611,4.48317,ok
BBMSCore,89,260,224,58240,30.06,3627984,0,3627984,0,0,0,0,0,0,0,-1,58240,100,ok
BBMSInter,89,260,224,58240,30.06,72380,834485,906865,115568,0,0,0,0,0,0,-1,58240,100,ok
BBMSDppInstant,89,260,224,58240,30.06,72380,290695,363075,115568,25076,80463,25076,0,0,0,-1,58240,100,ok
BBMSDppStepwise,89,260,224,58240,30.06,72380,290695,363075,115568,25076,66099,56805,0,0,0,-1,58240,100,ok
DijkstraPrims,89,260,224,58240,30.06,0,0,0,0,0,0,0,11582,5758,5826,3022.37,5758,9.88668,ok
BBMSCore,90,325,279,90675,30.06,6480346,0,6480346,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,90,325,279,90675,30.06,112138,1411096,1523234,180208,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,90,325,279,90675,30.06,112138,454816,566954,180208,39463,121716,39463,0,0,0,-1,90675,100,ok
BBMSDppStepwise,90,325,279,90675,30.06,112138,454816,566954,180208,39463,102210,88890,0,0,0,-1,90675,100,ok
DijkstraPrims,90,325,279,90675,30.06,0,0,0,0,0,0,0,19119,9347,9774,5042.81,9347,10.3082,ok
BBMSCore,91,325,279,90675,30.06,6467698,0,6467698,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,91,325,279,90675,30.06,111434,1412453,1523887,180208,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,91,325,279,90675,30.06,111434,455619,567053,180208,39485,124431,39485,0,0,0,-1,90675,100,ok
BBMSDppStepwise,91,325,279,90675,30.06,111434,455619,567053,180208,39485,102692,88892,0,0,0,-1,90675,100,ok
DijkstraPrims,91,325,279,90675,30.06,0,0,0,0,0,0,0,18767,9215,9554,4965.83,9215,10.1627,ok
BBMSCore,92,325,279,90675,30,6369976,0,6369976,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,92,325,279,90675,30,112612,1364984,1477596,180210,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,92,325,279,90675,30,112612,453887,566499,180210,39098,122842,39098,0,0,0,-1,90675,100,ok
BBMSDppStepwise,92,325,279,90675,30,112612,453887,566499,180210,39098,102369,88598,0,0,0,-1,90675,100,ok
DijkstraPrims,92,325,279,90675,30,0,0,0,0,0,0,0,11262,5548,5716,2876.69,5548,6.11856,ok
BBMSCore,93,325,279,90675,30.06,6469572,0,6469572,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,93,325,279,90675,30.06,111874,1410244,1522118,180208,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,93,325,279,90675,30.06,111874,455139,567013,180208,39364,124991,39364,0,0,0,-1,90675,100,ok
BBMSDppStepwise,93,325,279,90675,30.06,111874,455139,567013,180208,39364,103451,88888,0,0,0,-1,90675,100,ok
DijkstraPrims,93,325,279,90675,30.06,0,0,0,0,0,0,0,18647,9219,9430,4928.58,9219,10.1671,ok
BBMSCore,94,325,279,90675,30.06,6467880,0,6467880,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,94,325,279,90675,30.06,111836,1405326,1517162,180208,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,94,325,279,90675,30.06,111836,455278,567114,180208,38989,125479,38989,0,0,0,-1,90675,100,ok
BBMSDppStepwise,94,325,279,90675,30.06,111836,455278,567114,180208,38989,103505,88892,0,0,0,-1,90675,100,ok
DijkstraPrims,94,325,279,90675,30.06,0,0,0,0,0,0,0,18576,9188,9390,4907.12,9188,10.1329,ok
BBMSCore,95,325,279,90675,30.06,6446954,0,6446954,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,95,325,279,90675,30.06,111638,1402917,1514555,180208,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,95,325,279,90675,30.06,111638,455266,566904,180208,39093,130001,39093,0,0,0,-1,90675,100,ok
BBMSDppStepwise,95,325,279,90675,30.06,111638,455266,566904,180208,39093,104095,88885,0,0,0,-1,90675,100,ok
DijkstraPrims,95,325,279,90675,30.06,0,0,0,0,0,0,0,18095,8991,9106,4717.08,8991,9.91563,ok
BBMSCore,96,325,279,90675,30.06,6445296,0,6445296,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,96,325,279,90675,30.06,112676,1386102,1498778,180208,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,96,325,279,90675,30.06,112676,453976,566652,180208,39100,122992,39100,0,0,0,-1,90675,100,ok
BBMSDppStepwise,96,325,279,90675,30.06,112676,453976,566652,180208,39100,102870,88885,0,0,0,-1,90675,100,ok
DijkstraPrims,96,325,279,90675,30.06,0,0,0,0,0,0,0,17692,8842,8852,4657.55,8842,9.75131,ok
BBMSCore,97,325,279,90675,30.06,6464932,0,6464932,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,97,325,279,90675,30.06,112516,1406895,1519411,180208,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,97,325,279,90675,30.06,112516,454027,566543,180208,39250,125092,39250,0,0,0,-1,90675,100,ok
BBMSDppStepwise,97,325,279,90675,30.06,112516,454027,566543,180208,39250,102783,88884,0,0,0,-1,90675,100,ok
DijkstraPrims,97,325,279,90675,30.06,0,0,0,0,0,0,0,18345,8957,9390,4749.47,8957,9.87814,ok
BBMSCore,98,325,279,90675,30,6362868,0,6362868,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,98,325,279,90675,30,111944,1360956,1472900,180210,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,98,325,279,90675,30,111944,454822,566766,180210,39203,127701,39203,0,0,0,-1,90675,100,ok
BBMSDppStepwise,98,325,279,90675,30,111944,454822,566766,180210,39203,103513,88600,0,0,0,-1,90675,100,ok
DijkstraPrims,98,325,279,90675,30,0,0,0,0,0,0,0,7695,3820,3880,2025.15,3820,4.21285,ok
BBMSCore,99,325,279,90675,30.06,6464436,0,6464436,0,0,0,0,0,0,0,-1,90675,100,ok
BBMSInter,99,325,279,90675,30.06,112404,1392734,1505138,180208,0,0,0,0,0,0,-1,90675,100,ok
BBMSDppInstant,99,325,279,90675,30.06,112404,454578,566982,180208,39201,124091,39201,0,0,0,-1,90675,100,ok
BBMSDppStepwise,99,325,279,90675,30.06,112404,454578,566982,180208,39201,102745,88893,0,0,0,-1,90675,100,ok
DijkstraPrims,99,325,279,90675,30.06,0,0,0,0,0,0,0,18577,9181,9398,4943.27,9181,10.1252,ok
BBMSCore,100,390,334,130260,30.06,10437274,0,10437274,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,100,390,334,130260,30.06,159928,2164347,2324275,259148,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,100,390,334,130260,30.06,159928,655710,815638,259148,56629,183018,56629,0,0,0,-1,130260,100,ok
BBMSDppStepwise,100,390,334,130260,30.06,159928,655710,815638,259148,56629,149320,128125,0,0,0,-1,130260,100,ok
DijkstraPrims,100,390,334,130260,30.06,0,0,0,0,0,0,0,26608,13032,13578,7050.1,13032,10.0046,ok
BBMSCore,101,390,334,130260,30.06,10429536,0,10429536,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,101,390,334,130260,30.06,159624,2137347,2296971,259148,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,101,390,334,130260,30.06,159624,656613,816237,259148,56463,181277,56463,0,0,0,-1,130260,100,ok
BBMSDppStepwise,101,390,334,130260,30.06,159624,656613,816237,259148,56463,148875,128110,0,0,0,-1,130260,100,ok
DijkstraPrims,101,390,334,130260,30.06,0,0,0,0,0,0,0,25307,12591,12718,6580.72,12591,9.66605,ok
BBMSCore,102,390,334,130260,30.06,10408052,0,10408052,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,102,390,334,130260,30.06,160534,2143594,2304128,259148,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,102,390,334,130260,30.06,160534,654878,815412,259148,56328,183393,56328,0,0,0,-1,130260,100,ok
BBMSDppStepwise,102,390,334,130260,30.06,160534,654878,815412,259148,56328,149105,128123,0,0,0,-1,130260,100,ok
DijkstraPrims,102,390,334,130260,30.06,0,0,0,0,0,0,0,25369,12641,12730,6594.46,12641,9.70444,ok
BBMSCore,103,390,334,130260,30.06,10402714,0,10402714,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,103,390,334,130260,30.06,160162,2125899,2286061,259148,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,103,390,334,130260,30.06,160162,655928,816090,259148,56307,183569,56307,0,0,0,-1,130260,100,ok
BBMSDppStepwise,103,390,334,130260,30.06,160162,655928,816090,259148,56307,149392,128124,0,0,0,-1,130260,100,ok
DijkstraPrims,103,390,334,130260,30.06,0,0,0,0,0,0,0,25255,12449,12808,6518.58,12449,9.55704,ok
BBMSCore,104,390,334,130260,30.06,10391172,0,10391172,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,104,390,334,130260,30.06,161480,2132889,2294369,259148,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,104,390,334,130260,30.06,161480,653942,815422,259148,56038,181000,56038,0,0,0,-1,130260,100,ok
BBMSDppStepwise,104,390,334,130260,30.06,161480,653942,815422,259148,56038,148591,128117,0,0,0,-1,130260,100,ok
DijkstraPrims,104,390,334,130260,30.06,0,0,0,0,0,0,0,26285,12807,13480,6840.76,12807,9.83187,ok
BBMSCore,105,390,334,130260,30.06,10445006,0,10445006,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,105,390,334,130260,30.06,160796,2148186,2308982,259148,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,105,390,334,130260,30.06,160796,654850,815646,259148,56443,178405,56443,0,0,0,-1,130260,100,ok
BBMSDppStepwise,105,390,334,130260,30.06,160796,654850,815646,259148,56443,148440,128109,0,0,0,-1,130260,100,ok
DijkstraPrims,105,390,334,130260,30.06,0,0,0,0,0,0,0,26205,12927,13280,6863.44,12927,9.924,ok
BBMSCore,106,390,334,130260,30,10287236,0,10287236,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,106,390,334,130260,30,159152,2149009,2308161,259150,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,106,390,334,130260,30,159152,657342,816494,259150,56896,179777,56896,0,0,0,-1,130260,100,ok
BBMSDppStepwise,106,390,334,130260,30,159152,657342,816494,259150,56896,148671,127797,0,0,0,-1,130260,100,ok
DijkstraPrims,106,390,334,130260,30,0,0,0,0,0,0,0,4232,2314,1984,1146.37,2314,1.77645,ok
BBMSCore,107,390,334,130260,30.06,10419442,0,10419442,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,107,390,334,130260,30.06,161352,2151253,2312605,259148,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,107,390,334,130260,30.06,161352,653949,815301,259148,56319,178440,56319,0,0,0,-1,130260,100,ok
BBMSDppStepwise,107,390,334,130260,30.06,161352,653949,815301,259148,56319,148295,128121,0,0,0,-1,130260,100,ok
DijkstraPrims,107,390,334,130260,30.06,0,0,0,0,0,0,0,25781,12617,13166,6683.3,12617,9.68601,ok
BBMSCore,108,390,334,130260,30.06,10381068,0,10381068,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,108,390,334,130260,30.06,161154,2135654,2296808,259148,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,108,390,334,130260,30.06,161154,653920,815074,259148,56330,185366,56330,0,0,0,-1,130260,100,ok
BBMSDppStepwise,108,390,334,130260,30.06,161154,653920,815074,259148,56330,149651,128113,0,0,0,-1,130260,100,ok
DijkstraPrims,108,390,334,130260,30.06,0,0,0,0,0,0,0,25684,12724,12962,6685.61,12724,9.76816,ok
BBMSCore,109,390,334,130260,30.06,10424970,0,10424970,0,0,0,0,0,0,0,-1,130260,100,ok
BBMSInter,109,390,334,130260,30.06,160022,2143799,2303821,259148,0,0,0,0,0,0,-1,130260,100,ok
BBMSDppInstant,109,390,334,130260,30.06,160022,655881,815903,259148,56546,180444,56546,0,0,0,-1,130260,100,ok
BBMSDppStepwise,109,390,334,130260,30.06,160022,655881,815903,259148,56546,148737,128128,0,0,0,-1,130260,100,ok
DijkstraPrims,109,390,334,130260,30.06,0,0,0,0,0,0,0,25909,12821,13090,6808.99,12821,9.84262,ok
