algorithm,pair_index,m,n,cells,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,max_heap_size,avg_heap_size,cells_processed,pct_cells_explored,status
BBMSCore,0,65,59,3835,30,129466,0,129466,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,0,65,59,3835,30,4834,40346,45180,7444,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,0,65,59,3835,30,4834,18436,23270,7444,1530,4607,1530,0,0,0,-1,3835,100,ok
BBMSDppStepwise,0,65,59,3835,30,4834,18436,23270,7444,1530,3989,3442,0,0,0,-1,3835,100,ok
DijkstraPrims,0,65,59,3835,30,0,0,0,0,0,0,0,584,297,292,159.074,297,7.74446,ok
BBMSCore,1,65,59,3835,30,126552,0,126552,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,1,65,59,3835,30,4740,39904,44644,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,1,65,59,3835,30,4740,18606,23346,7450,1582,4358,1582,0,0,0,-1,3835,100,ok
BBMSDppStepwise,1,65,59,3835,30,4740,18606,23346,7450,1582,3889,3379,0,0,0,-1,3835,100,ok
DijkstraPrims,1,65,59,3835,30,0,0,0,0,0,0,0,902,449,455,252.376,449,11.708,ok
BBMSCore,2,65,59,3835,30,125072,0,125072,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,2,65,59,3835,30,4740,39660,44400,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,2,65,59,3835,30,4740,18595,23335,7450,1594,4395,1594,0,0,0,-1,3835,100,ok
BBMSDppStepwise,2,65,59,3835,30,4740,18595,23335,7450,1594,3994,3391,0,0,0,-1,3835,100,ok
DijkstraPrims,2,65,59,3835,30,0,0,0,0,0,0,0,673,359,327,189.103,359,9.36115,ok
BBMSCore,3,65,59,3835,30,125118,0,125118,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,3,65,59,3835,30,4720,40179,44899,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,3,65,59,3835,30,4720,18620,23340,7450,1607,4592,1607,0,0,0,-1,3835,100,ok
BBMSDppStepwise,3,65,59,3835,30,4720,18620,23340,7450,1607,3957,3400,0,0,0,-1,3835,100,ok
DijkstraPrims,3,65,59,3835,30,0,0,0,0,0,0,0,730,380,353,206.855,380,9.90874,ok
BBMSCore,4,65,59,3835,30,128556,0,128556,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,4,65,59,3835,30,4612,41101,45713,7440,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,4,65,59,3835,30,4612,18779,23391,7440,1632,4596,1632,0,0,0,-1,3835,100,ok
BBMSDppStepwise,4,65,59,3835,30,4612,18779,23391,7440,1632,4159,3492,0,0,0,-1,3835,100,ok
DijkstraPrims,4,65,59,3835,30,0,0,0,0,0,0,0,516,295,234,142.881,295,7.69231,ok
BBMSCore,5,65,59,3835,30,129556,0,129556,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,5,65,59,3835,30,4700,41057,45757,7448,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,5,65,59,3835,30,4700,18650,23350,7448,1603,4470,1603,0,0,0,-1,3835,100,ok
BBMSDppStepwise,5,65,59,3835,30,4700,18650,23350,7448,1603,3953,3402,0,0,0,-1,3835,100,ok
DijkstraPrims,5,65,59,3835,30,0,0,0,0,0,0,0,909,428,486,244.731,428,11.1604,ok
BBMSCore,6,65,59,3835,30,125916,0,125916,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,6,65,59,3835,30,4718,40778,45496,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,6,65,59,3835,30,4718,18637,23355,7450,1586,4380,1586,0,0,0,-1,3835,100,ok
BBMSDppStepwise,6,65,59,3835,30,4718,18637,23355,7450,1586,3958,3417,0,0,0,-1,3835,100,ok
DijkstraPrims,6,65,59,3835,30,0,0,0,0,0,0,0,945,462,490,259.483,462,12.0469,ok
BBMSCore,7,65,59,3835,30,126380,0,126380,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,7,65,59,3835,30,4722,39605,44327,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,7,65,59,3835,30,4722,18630,23352,7450,1579,4457,1579,0,0,0,-1,3835,100,ok
BBMSDppStepwise,7,65,59,3835,30,4722,18630,23352,7450,1579,3940,3389,0,0,0,-1,3835,100,ok
DijkstraPrims,7,65,59,3835,30,0,0,0,0,0,0,0,595,300,299,163.957,300,7.82269,ok
BBMSCore,8,65,59,3835,30,124846,0,124846,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,8,65,59,3835,30,4660,38666,43326,7446,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,8,65,59,3835,30,4660,18723,23383,7446,1614,4511,1614,0,0,0,-1,3835,100,ok
BBMSDppStepwise,8,65,59,3835,30,4660,18723,23383,7446,1614,4034,3432,0,0,0,-1,3835,100,ok
DijkstraPrims,8,65,59,3835,30,0,0,0,0,0,0,0,740,371,376,199.299,371,9.67405,ok
BBMSCore,9,65,59,3835,30.06,129122,0,129122,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,9,65,59,3835,30.06,4846,39257,44103,7448,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,9,65,59,3835,30.06,4846,18429,23275,7448,1533,4587,1533,0,0,0,-1,3835,100,ok
BBMSDppStepwise,9,65,59,3835,30.06,4846,18429,23275,7448,1533,4019,3436,0,0,0,-1,3835,100,ok
DijkstraPrims,9,65,59,3835,30.06,0,0,0,0,0,0,0,1140,548,594,311.491,548,14.2894,ok
BBMSCore,10,65,59,3835,30.06,129192,0,129192,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,10,65,59,3835,30.06,4754,39700,44454,7448,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,10,65,59,3835,30.06,4754,18576,23330,7448,1567,4542,1567,0,0,0,-1,3835,100,ok
BBMSDppStepwise,10,65,59,3835,30.06,4754,18576,23330,7448,1567,4060,3444,0,0,0,-1,3835,100,ok
DijkstraPrims,10,65,59,3835,30.06,0,0,0,0,0,0,0,932,486,448,249.076,486,12.6728,ok
BBMSCore,11,65,59,3835,30,132170,0,132170,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,11,65,59,3835,30,4692,43995,48687,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,11,65,59,3835,30,4692,18667,23359,7450,1611,4162,1611,0,0,0,-1,3835,100,ok
BBMSDppStepwise,11,65,59,3835,30,4692,18667,23359,7450,1611,3852,3327,0,0,0,-1,3835,100,ok
DijkstraPrims,11,65,59,3835,30,0,0,0,0,0,0,0,674,360,321,186.503,360,9.38722,ok
BBMSCore,12,65,59,3835,30,129468,0,129468,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,12,65,59,3835,30,4666,43669,48335,7444,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,12,65,59,3835,30,4666,18684,23350,7444,1604,4665,1604,0,0,0,-1,3835,100,ok
BBMSDppStepwise,12,65,59,3835,30,4666,18684,23350,7444,1604,4085,3452,0,0,0,-1,3835,100,ok
DijkstraPrims,12,65,59,3835,30,0,0,0,0,0,0,0,511,283,234,142.809,283,7.3794,ok
BBMSCore,13,65,59,3835,30,128096,0,128096,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,13,65,59,3835,30,4738,39934,44672,7448,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,13,65,59,3835,30,4738,18605,23343,7448,1593,4480,1593,0,0,0,-1,3835,100,ok
BBMSDppStepwise,13,65,59,3835,30,4738,18605,23343,7448,1593,3994,3428,0,0,0,-1,3835,100,ok
DijkstraPrims,13,65,59,3835,30,0,0,0,0,0,0,0,441,248,198,120.94,248,6.46675,ok
BBMSCore,14,65,59,3835,30,127916,0,127916,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,14,65,59,3835,30,4650,40844,45494,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,14,65,59,3835,30,4650,18710,23360,7450,1608,4564,1608,0,0,0,-1,3835,100,ok
BBMSDppStepwise,14,65,59,3835,30,4650,18710,23360,7450,1608,3970,3394,0,0,0,-1,3835,100,ok
DijkstraPrims,14,65,59,3835,30,0,0,0,0,0,0,0,550,296,262,148.328,296,7.71838,ok
BBMSCore,15,65,59,3835,30,126760,0,126760,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,15,65,59,3835,30,4708,39952,44660,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,15,65,59,3835,30,4708,18640,23348,7450,1577,4406,1577,0,0,0,-1,3835,100,ok
BBMSDppStepwise,15,65,59,3835,30,4708,18640,23348,7450,1577,3984,3386,0,0,0,-1,3835,100,ok
DijkstraPrims,15,65,59,3835,30,0,0,0,0,0,0,0,669,348,331,186.307,348,9.07432,ok
BBMSCore,16,65,59,3835,30,129666,0,129666,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,16,65,59,3835,30,4714,40273,44987,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,16,65,59,3835,30,4714,18638,23352,7450,1584,4280,1584,0,0,0,-1,3835,100,ok
BBMSDppStepwise,16,65,59,3835,30,4714,18638,23352,7450,1584,3901,3387,0,0,0,-1,3835,100,ok
DijkstraPrims,16,65,59,3835,30,0,0,0,0,0,0,0,580,295,289,158.251,295,7.69231,ok
BBMSCore,17,65,59,3835,30,120862,0,120862,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,17,65,59,3835,30,4678,37878,42556,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,17,65,59,3835,30,4678,18672,23350,7450,1609,4564,1609,0,0,0,-1,3835,100,ok
BBMSDppStepwise,17,65,59,3835,30,4678,18672,23350,7450,1609,4042,3389,0,0,0,-1,3835,100,ok
DijkstraPrims,17,65,59,3835,30,0,0,0,0,0,0,0,761,389,381,203.409,389,10.1434,ok
BBMSCore,18,65,59,3835,30.06,129370,0,129370,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,18,65,59,3835,30.06,4758,38899,43657,7448,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,18,65,59,3835,30.06,4758,18575,23333,7448,1560,4564,1560,0,0,0,-1,3835,100,ok
BBMSDppStepwise,18,65,59,3835,30.06,4758,18575,23333,7448,1560,4025,3443,0,0,0,-1,3835,100,ok
DijkstraPrims,18,65,59,3835,30.06,0,0,0,0,0,0,0,1089,553,538,301.43,553,14.4198,ok
BBMSCore,19,65,59,3835,30,128722,0,128722,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,19,65,59,3835,30,4732,39904,44636,7448,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,19,65,59,3835,30,4732,18601,23333,7448,1572,4541,1572,0,0,0,-1,3835,100,ok
BBMSDppStepwise,19,65,59,3835,30,4732,18601,23333,7448,1572,4058,3451,0,0,0,-1,3835,100,ok
DijkstraPrims,19,65,59,3835,30,0,0,0,0,0,0,0,384,207,179,103.971,207,5.39765,ok
BBMSCore,20,65,59,3835,30,123610,0,123610,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,20,65,59,3835,30,4746,38128,42874,7449,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,20,65,59,3835,30,4746,18585,23331,7449,1577,4475,1577,0,0,0,-1,3835,100,ok
BBMSDppStepwise,20,65,59,3835,30,4746,18585,23331,7449,1577,3970,3387,0,0,0,-1,3835,100,ok
DijkstraPrims,20,65,59,3835,30,0,0,0,0,0,0,0,762,401,367,206.352,401,10.4563,ok
BBMSCore,21,65,59,3835,30,130098,0,130098,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,21,65,59,3835,30,4782,40227,45009,7444,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,21,65,59,3835,30,4782,18523,23305,7444,1576,4638,1576,0,0,0,-1,3835,100,ok
BBMSDppStepwise,21,65,59,3835,30,4782,18523,23305,7444,1576,4059,3494,0,0,0,-1,3835,100,ok
DijkstraPrims,21,65,59,3835,30,0,0,0,0,0,0,0,946,456,492,248.037,456,11.8905,ok
BBMSCore,22,65,59,3835,30,129622,0,129622,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,22,65,59,3835,30,4644,42836,47480,7440,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,22,65,59,3835,30,4644,18729,23373,7440,1622,4668,1622,0,0,0,-1,3835,100,ok
BBMSDppStepwise,22,65,59,3835,30,4644,18729,23373,7440,1622,4143,3510,0,0,0,-1,3835,100,ok
DijkstraPrims,22,65,59,3835,30,0,0,0,0,0,0,0,529,300,236,146.523,300,7.82269,ok
BBMSCore,23,65,59,3835,30,129798,0,129798,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,23,65,59,3835,30,4694,40365,45059,7448,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,23,65,59,3835,30,4694,18663,23357,7448,1592,4564,1592,0,0,0,-1,3835,100,ok
BBMSDppStepwise,23,65,59,3835,30,4694,18663,23357,7448,1592,4044,3446,0,0,0,-1,3835,100,ok
DijkstraPrims,23,65,59,3835,30,0,0,0,0,0,0,0,369,202,169,99.5792,202,5.26728,ok
BBMSCore,24,65,59,3835,30,127040,0,127040,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,24,65,59,3835,30,4720,39804,44524,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,24,65,59,3835,30,4720,18626,23346,7450,1592,4608,1592,0,0,0,-1,3835,100,ok
BBMSDppStepwise,24,65,59,3835,30,4720,18626,23346,7450,1592,3955,3393,0,0,0,-1,3835,100,ok
DijkstraPrims,24,65,59,3835,30,0,0,0,0,0,0,0,831,424,415,230.144,424,11.0561,ok
BBMSCore,25,65,59,3835,30,129020,0,129020,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,25,65,59,3835,30,4808,40216,45024,7448,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,25,65,59,3835,30,4808,18476,23284,7448,1571,4586,1571,0,0,0,-1,3835,100,ok
BBMSDppStepwise,25,65,59,3835,30,4808,18476,23284,7448,1571,3980,3421,0,0,0,-1,3835,100,ok
DijkstraPrims,25,65,59,3835,30,0,0,0,0,0,0,0,423,242,187,115.231,242,6.3103,ok
BBMSCore,26,65,59,3835,30,129426,0,129426,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,26,65,59,3835,30,4668,40663,45331,7442,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,26,65,59,3835,30,4668,18699,23367,7442,1615,4559,1615,0,0,0,-1,3835,100,ok
BBMSDppStepwise,26,65,59,3835,30,4668,18699,23367,7442,1615,4090,3478,0,0,0,-1,3835,100,ok
DijkstraPrims,26,65,59,3835,30,0,0,0,0,0,0,0,477,271,215,131.417,271,7.06649,ok
BBMSCore,27,65,59,3835,30,124864,0,124864,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,27,65,59,3835,30,4638,39947,44585,7451,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,27,65,59,3835,30,4638,18730,23368,7451,1649,4434,1649,0,0,0,-1,3835,100,ok
BBMSDppStepwise,27,65,59,3835,30,4638,18730,23368,7451,1649,3982,3415,0,0,0,-1,3835,100,ok
DijkstraPrims,27,65,59,3835,30,0,0,0,0,0,0,0,954,465,502,258.725,465,12.1252,ok
BBMSCore,28,65,59,3835,30,127398,0,127398,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,28,65,59,3835,30,4730,43271,48001,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,28,65,59,3835,30,4730,18586,23316,7450,1602,4169,1602,0,0,0,-1,3835,100,ok
BBMSDppStepwise,28,65,59,3835,30,4730,18586,23316,7450,1602,3834,3334,0,0,0,-1,3835,100,ok
DijkstraPrims,28,65,59,3835,30,0,0,0,0,0,0,0,634,335,308,176.299,335,8.73533,ok
BBMSCore,29,65,59,3835,30,125318,0,125318,0,0,0,0,0,0,0,-1,3835,100,ok
BBMSInter,29,65,59,3835,30,4716,38885,43601,7450,0,0,0,0,0,0,-1,3835,100,ok
BBMSDppInstant,29,65,59,3835,30,4716,18622,23338,7450,1587,4336,1587,0,0,0,-1,3835,100,ok
BBMSDppStepwise,29,65,59,3835,30,4716,18622,23338,7450,1587,3910,3372,0,0,0,-1,3835,100,ok
DijkstraPrims,29,65,59,3835,30,0,0,0,0,0,0,0,774,372,404,208.777,372,9.70013,ok
BBMSCore,30,130,114,14820,30.06,657408,0,657408,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,30,130,114,14820,30.06,18408,178354,196762,29188,0,0,0,0,0,0,-1,14820,100,ok
BBMSDppInstant,30,130,114,14820,30.06,18408,73288,91696,29188,6321,19100,6321,0,0,0,-1,14820,100,ok
BBMSDppStepwise,30,130,114,14820,30.06,18408,73288,91696,29188,6321,16223,14079,0,0,0,-1,14820,100,ok
DijkstraPrims,30,130,114,14820,30.06,0,0,0,0,0,0,0,3876,1878,2000,1056.13,1878,12.6721,ok
BBMSCore,31,130,114,14820,30,642924,0,642924,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,31,130,114,14820,30,18436,179210,197646,29190,0,0,0,0,0,0,-1,14820,100,ok
BBMSDppInstant,31,130,114,14820,30,18436,73257,91693,29190,6233,18734,6233,0,0,0,-1,14820,100,ok
BBMSDppStepwise,31,130,114,14820,30,18436,73257,91693,29190,6233,16175,13970,0,0,0,-1,14820,100,ok
DijkstraPrims,31,130,114,14820,30,0,0,0,0,0,0,0,1168,640,543,321.514,640,4.31849,ok
BBMSCore,32,130,114,14820,30.06,659284,0,659284,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,32,130,114,14820,30.06,18386,179240,197626,29188,0,0,0,0,0,0,-1,14820,100,ok
BBMSDppInstant,32,130,114,14820,30.06,18386,73216,91602,29188,6309,19381,6309,0,0,0,-1,14820,100,ok
BBMSDppStepwise,32,130,114,14820,30.06,18386,73216,91602,29188,6309,16411,14069,0,0,0,-1,14820,100,ok
DijkstraPrims,32,130,114,14820,30.06,0,0,0,0,0,0,0,3361,1677,1686,917.617,1677,11.3158,ok
BBMSCore,33,130,114,14820,30.06,651630,0,651630,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,33,130,114,14820,30.06,18464,176505,194969,29188,0,0,0,0,0,0,-1,14820,100,ok
BBMSDppInstant,33,130,114,14820,30.06,18464,73109,91573,29188,6176,19946,6176,0,0,0,-1,14820,100,ok
BBMSDppStepwise,33,130,114,14820,30.06,18464,73109,91573,29188,6176,16570,14076,0,0,0,-1,14820,100,ok
DijkstraPrims,33,130,114,14820,30.06,0,0,0,0,0,0,0,3183,1647,1538,856.458,1647,11.1134,ok
BBMSCore,34,130,114,14820,30,656844,0,656844,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,34,130,114,14820,30,18500,178983,197483,29188,0,0,0,0,0,0,-1,14820,100,ok
BBMSDppInstant,34,130,114,14820,30,18500,73087,91587,29188,6258,19570,6258,0,0,0,-1,14820,100,ok
BBMSDppStepwise,34,130,114,14820,30,18500,73087,91587,29188,6258,16455,14080,0,0,0,-1,14820,100,ok
DijkstraPrims,34,130,114,14820,30,0,0,0,0,0,0,0,696,396,302,187.457,396,2.67206,ok
BBMSCore,35,130,114,14820,30,618156,0,618156,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,35,130,114,14820,30,18372,176226,194598,29190,0,0,0,0,0,0,-1,14820,100,ok
BBMSDppInstant,35,130,114,14820,30,18372,73291,91663,29190,6338,19026,6338,0,0,0,-1,14820,100,ok
BBMSDppStepwise,35,130,114,14820,30,18372,73291,91663,29190,6338,16270,13974,0,0,0,-1,14820,100,ok
DijkstraPrims,35,130,114,14820,30,0,0,0,0,0,0,0,2276,1125,1167,608.981,1125,7.59109,ok
BBMSCore,36,130,114,14820,30,642338,0,642338,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,36,130,114,14820,30,18344,178220,196564,29190,0,0,0,0,0,0,-1,14820,100,ok
BBMSDppInstant,36,130,114,14820,30,18344,73367,91711,29190,6282,19246,6282,0,0,0,-1,14820,100,ok
BBMSDppStepwise,36,130,114,14820,30,18344,73367,91711,29190,6282,16288,13972,0,0,0,-1,14820,100,ok
DijkstraPrims,36,130,114,14820,30,0,0,0,0,0,0,0,1066,562,508,292.461,562,3.79217,ok
BBMSCore,37,130,114,14820,30,645346,0,645346,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,37,130,114,14820,30,18194,177640,195834,29190,0,0,0,0,0,0,-1,14820,100,ok
BBMSDppInstant,37,130,114,14820,30,18194,73532,91726,29190,6409,18990,6409,0,0,0,-1,14820,100,ok
BBMSDppStepwise,37,130,114,14820,30,18194,73532,91726,29190,6409,16242,13968,0,0,0,-1,14820,100,ok
DijkstraPrims,37,130,114,14820,30,0,0,0,0,0,0,0,1322,690,641,359.806,690,4.65587,ok
BBMSCore,38,130,114,14820,30.06,656106,0,656106,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,38,130,114,14820,30.06,18242,178694,196936,29188,0,0,0,0,0,0,-1,14820,100,ok
BBMSDppInstant,38,130,114,14820,30.06,18242,73422,91664,29188,6416,19403,6416,0,0,0,-1,14820,100,ok
BBMSDppStepwise,38,130,114,14820,30.06,18242,73422,91664,29188,6416,16406,14083,0,0,0,-1,14820,100,ok
DijkstraPrims,38,130,114,14820,30.06,0,0,0,0,0,0,0,3640,1770,1872,987.646,1770,11.9433,ok
BBMSCore,39,130,114,14820,30,630806,0,630806,0,0,0,0,0,0,0,-1,14820,100,ok
BBMSInter,39,130,114,14820,30,18574,171861,190435,29190,0,0,0,0,0,0,-1,14820,100,ok
