algorithm,pair_index,m,n,cells,runtime_s,frechet_dist,maxrss_before_mb,maxrss_after_mb,minor_faults,major_faults,block_input_ops,block_output_ops,voluntary_ctx_switches,involuntary_ctx_switches,user_time_s,sys_time_s,blocked_time_s,status,repeat
BBMSCore,33,4385,14488,63529880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,timeout,0
BBMSInter,33,4385,14488,63529880,13.2801,20819.7,41.957,3398.71,868796,0,0,0,0,44,12.2796,1.00002,0.000485656,ok,0
BBMSDppInstant,33,4385,14488,63529880,31.5214,20819.7,41.957,13216.5,3425052,0,0,0,0,121,27.0307,4.4892,0.00142629,ok,0
BBMSDppStepwise,33,4385,14488,63529880,57.5468,20819.7,41.957,12590.9,3235546,0,0,0,0,232,53.3747,4.16972,0.00241934,ok,0
DijkstraPrims,33,4385,14488,63529880,1.13118,20819.7,41.957,325.93,99226,0,0,0,0,5,0.990762,0.140377,4.1819e-05,ok,0
BBMSCore,33,4385,14488,63529880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,timeout,1
BBMSInter,33,4385,14488,63529880,13.3116,20819.7,41.957,3398.83,868796,0,0,0,0,60,12.3007,1.01032,0.000571579,ok,1
BBMSDppInstant,33,4385,14488,63529880,31.3131,20819.7,41.957,13216.5,3425052,0,0,0,0,119,26.8112,4.50049,0.00146718,ok,1
BBMSDppStepwise,33,4385,14488,63529880,57.4336,20819.7,41.957,12590.7,3235546,0,0,0,0,224,53.4805,3.94947,0.00363932,ok,1
DijkstraPrims,33,4385,14488,63529880,1.12883,20819.7,41.957,325.875,99226,0,0,0,0,3,0.988585,0.140201,4.2894e-05,ok,1
BBMSCore,33,4385,14488,63529880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,timeout,2
BBMSInter,33,4385,14488,63529880,13.3805,20819.7,41.957,3398.75,868796,0,0,0,0,47,12.3403,1.03958,0.000617455,ok,2
BBMSDppInstant,33,4385,14488,63529880,31.6811,20819.7,41.957,13216.5,3425052,0,0,0,0,121,27.3995,4.28015,0.00148511,ok,2
BBMSDppStepwise,33,4385,14488,63529880,57.4611,20819.7,41.957,12590.8,3235546,0,0,0,0,226,53.369,4.08926,0.00286371,ok,2
DijkstraPrims,33,4385,14488,63529880,1.12694,20819.7,41.957,325.918,99226,0,0,0,0,5,0.996978,0.129933,3.3957e-05,ok,2
BBMSCore,34,4385,1227,5380395,33.8096,4027.67,41.9609,128.461,31581,0,0,0,0,138,33.7631,0.039999,0.00654056,ok,0
BBMSInter,34,4385,1227,5380395,2.91945,4027.67,41.9609,292.684,73616,0,0,0,0,13,2.81943,0.099913,0.000108193,ok,0
BBMSDppInstant,34,4385,1227,5380395,2.74203,4027.67,41.9609,2313.24,594443,0,0,0,0,12,1.98058,0.761284,0.00017185,ok,0
BBMSDppStepwise,34,4385,1227,5380395,2.51604,4027.67,41.9609,1088.38,278975,0,0,0,0,8,2.20611,0.30985,7.6456e-05,ok,0
DijkstraPrims,34,4385,1227,5380395,0.379128,4027.67,41.9609,89.1211,27006,0,0,0,0,4,0.35907,0.019879,0.000179279,ok,0
BBMSCore,34,4385,1227,5380395,33.109,4027.67,41.9609,128.465,31581,0,0,0,0,115,33.0577,0.050001,0.00121137,ok,1
BBMSInter,34,4385,1227,5380395,2.89799,4027.67,41.9648,292.711,73616,0,0,0,0,11,2.82771,0.070123,0.000157328,ok,1
BBMSDppInstant,34,4385,1227,5380395,2.73527,4027.67,41.9648,2313.23,594443,0,0,0,0,9,1.99317,0.741983,0.000114349,ok,1
BBMSDppStepwise,34,4385,1227,5380395,2.54061,4027.67,41.9648,1088.39,278975,0,0,0,0,6,2.24016,0.300418,3.4493e-05,ok,1
DijkstraPrims,34,4385,1227,5380395,0.383985,4027.67,41.9648,89.1328,27006,0,0,0,0,2,0.304006,0.079929,4.995e-05,ok,1
BBMSCore,34,4385,1227,5380395,33.7713,4027.67,41.9648,128.457,31581,0,0,0,0,139,33.7175,0.049986,0.00379726,ok,2
BBMSInter,34,4385,1227,5380395,2.91478,4027.67,41.9648,292.461,73616,0,0,0,0,16,2.82446,0.089937,0.000382987,ok,2
BBMSDppInstant,34,4385,1227,5380395,2.74124,4027.67,41.9648,2313.23,594443,0,0,0,0,13,1.98027,0.760868,0.000104557,ok,2
BBMSDppStepwise,34,4385,1227,5380395,2.53813,4027.67,41.9648,1088.39,278975,0,0,0,0,6,2.19796,0.340136,3.1845e-05,ok,2
DijkstraPrims,34,4385,1227,5380395,0.386004,4027.67,41.9648,89.0234,27006,0,0,0,0,2,0.345454,0.040549,8.03e-07,ok,2
BBMSCore,35,14488,1227,17776776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,timeout,0
BBMSInter,35,14488,1227,17776776,34.6005,20601.9,41.9688,954.949,243169,0,0,0,0,137,34.2693,0.329996,0.00118544,ok,0
BBMSDppInstant,35,14488,1227,17776776,4.93151,20601.9,41.9688,3543.81,909274,0,0,0,0,21,3.88077,1.0504,0.000338116,ok,0
BBMSDppStepwise,35,14488,1227,17776776,6.56584,20601.9,41.9688,3482.62,893628,0,0,0,0,30,5.45632,1.10923,0.000283276,ok,0
DijkstraPrims,35,14488,1227,17776776,0.0578795,20601.9,41.9688,41.9688,5711,0,0,0,0,0,0.027871,0.030021,-1.2499e-05,ok,0
BBMSCore,35,14488,1227,17776776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,timeout,1
BBMSInter,35,14488,1227,17776776,32.3317,20601.9,41.9688,954.957,243169,0,0,0,0,102,32.041,0.290023,0.000739449,ok,1
BBMSDppInstant,35,14488,1227,17776776,4.93375,20601.9,41.9688,3543.84,909274,0,0,0,0,20,3.75496,1.17863,0.000161768,ok,1
BBMSDppStepwise,35,14488,1227,17776776,6.54267,20601.9,41.9688,3482.73,893628,0,0,0,0,31,5.44193,1.10033,0.000410365,ok,1
DijkstraPrims,35,14488,1227,17776776,0.0578786,20601.9,41.9688,41.9688,5711,0,0,0,0,0,0.05789,0,-1.1435e-05,ok,1
BBMSCore,35,14488,1227,17776776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,timeout,2
BBMSInter,35,14488,1227,17776776,36.1897,20601.9,41.9688,954.957,243169,0,0,0,0,130,35.8986,0.289989,0.00111309,ok,2
BBMSDppInstant,35,14488,1227,17776776,4.95208,20601.9,41.9688,3543.8,909274,0,0,0,0,16,3.79126,1.16057,0.000248916,ok,2
BBMSDppStepwise,35,14488,1227,17776776,6.58452,20601.9,41.9688,3482.62,893628,0,0,0,0,28,5.41353,1.17067,0.000320693,ok,2
DijkstraPrims,35,14488,1227,17776776,0.0585524,20601.9,41.9688,41.9688,5711,0,0,0,0,0,0.058566,0,-1.3558e-05,ok,2
