algorithm,pair_index,m,n,cells,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,max_heap_size,avg_heap_size,cells_processed,pct_cells_explored,status
BBMSDppStepwise,67,940,1009,948460,9.2725e+06,1071454,5018386,6089840,1894971,195811,1038252,783181,0,0,0,-1,948460,100,ok
DijkstraPrims,67,940,1009,948460,9.2725e+06,0,0,0,0,0,0,0,948460,948453,2536,1694.52,948453,99.9993,ok
BBMSCore,68,940,631,593140,1.4945e+07,151562740,0,151562740,0,0,0,0,0,0,0,-1,593140,100,ok
BBMSInter,68,940,631,593140,1.4945e+07,811176,9232199,10043375,1183798,0,0,0,0,0,0,-1,593140,100,ok
BBMSDppInstant,68,940,631,593140,1.4945e+07,811176,2924223,3735399,1183798,80429,1033084,80429,0,0,0,-1,593140,100,ok
BBMSDppStepwise,68,940,631,593140,1.4945e+07,811176,2924223,3735399,1183798,80429,641655,529160,0,0,0,-1,593140,100,ok
DijkstraPrims,68,940,631,593140,1.4945e+07,0,0,0,0,0,0,0,548611,547869,3627,2134.83,547869,92.3676,ok
BBMSCore,69,940,542,509480,7.12255e+06,453711356,0,453711356,0,0,0,0,0,0,0,-1,509480,100,ok
BBMSInter,69,940,542,509480,7.12255e+06,764276,8476718,9240994,1017478,0,0,0,0,0,0,-1,509480,100,ok
BBMSDppInstant,69,940,542,509480,7.12255e+06,764276,2409571,3173847,1017478,56769,499725,56769,0,0,0,-1,509480,100,ok
BBMSDppStepwise,69,940,542,509480,7.12255e+06,764276,2409571,3173847,1017478,56769,325927,247570,0,0,0,-1,509480,100,ok
DijkstraPrims,69,940,542,509480,7.12255e+06,0,0,0,0,0,0,0,343911,343206,1684,1113.83,343206,67.364,ok
BBMSCore,70,940,215,202100,1.51519e+06,78776294,0,78776294,0,0,0,0,0,0,0,-1,202100,100,ok
BBMSInter,70,940,215,202100,1.51519e+06,294280,4068147,4362427,402536,0,0,0,0,0,0,-1,202100,100,ok
BBMSDppInstant,70,940,215,202100,1.51519e+06,294280,965184,1259464,402536,31503,257958,31503,0,0,0,-1,202100,100,ok
BBMSDppStepwise,70,940,215,202100,1.51519e+06,294280,965184,1259464,402536,31503,192885,155728,0,0,0,-1,202100,100,ok
DijkstraPrims,70,940,215,202100,1.51519e+06,0,0,0,0,0,0,0,77847,77479,852,482.849,77479,38.337,ok
BBMSCore,71,940,1445,1358300,1.31327e+07,584338930,0,584338930,0,0,0,0,0,0,0,-1,1358300,100,ok
BBMSInter,71,940,1445,1358300,1.31327e+07,1836870,42282330,44119200,2713769,0,0,0,0,0,0,-1,1358300,100,ok
BBMSDppInstant,71,940,1445,1358300,1.31327e+07,1836870,6736099,8572969,2713769,259457,1936761,259457,0,0,0,-1,1358300,100,ok
BBMSDppStepwise,71,940,1445,1358300,1.31327e+07,1836870,6736099,8572969,2713769,259457,1420974,1111352,0,0,0,-1,1358300,100,ok
DijkstraPrims,71,940,1445,1358300,1.31327e+07,0,0,0,0,0,0,0,1284317,1282142,5721,3733.4,1282142,94.3931,ok
BBMSCore,72,940,1098,1032120,1.28932e+07,474733748,0,474733748,0,0,0,0,0,0,0,-1,1032120,100,ok
BBMSInter,72,940,1098,1032120,1.28932e+07,1500706,28272344,29773050,2061340,0,0,0,0,0,0,-1,1032120,100,ok
BBMSDppInstant,72,940,1098,1032120,1.28932e+07,1500706,4959518,6460224,2061340,154339,1393884,154339,0,0,0,-1,1032120,100,ok
BBMSDppStepwise,72,940,1098,1032120,1.28932e+07,1500706,4959518,6460224,2061340,154339,1038934,840141,0,0,0,-1,1032120,100,ok
DijkstraPrims,72,940,1098,1032120,1.28932e+07,0,0,0,0,0,0,0,141365,138330,3139,1835.46,138330,13.4025,ok
BBMSCore,73,940,402,377880,2.94466e+06,130849204,0,130849204,0,0,0,0,0,0,0,-1,377880,100,ok
BBMSInter,73,940,402,377880,2.94466e+06,539204,6779283,7318487,754017,0,0,0,0,0,0,-1,377880,100,ok
BBMSDppInstant,73,940,402,377880,2.94466e+06,539204,1826957,2366161,754017,57841,505434,57841,0,0,0,-1,377880,100,ok
BBMSDppStepwise,73,940,402,377880,2.94466e+06,539204,1826957,2366161,754017,57841,360533,289484,0,0,0,-1,377880,100,ok
DijkstraPrims,73,940,402,377880,2.94466e+06,0,0,0,0,0,0,0,360743,360068,2156,1299.35,360068,95.2863,ok
BBMSCore,74,940,428,402320,1.57422e+07,154308182,0,154308182,0,0,0,0,0,0,0,-1,402320,100,ok
BBMSInter,74,940,428,402320,1.57422e+07,567060,21209540,21776600,802648,0,0,0,0,0,0,-1,402320,100,ok
BBMSDppInstant,74,940,428,402320,1.57422e+07,567060,1956080,2523140,802648,91415,457414,91415,0,0,0,-1,402320,100,ok
BBMSDppStepwise,74,940,428,402320,1.57422e+07,567060,1956080,2523140,802648,91415,374069,274894,0,0,0,-1,402320,100,ok
DijkstraPrims,74,940,428,402320,1.57422e+07,0,0,0,0,0,0,0,95190,93388,2347,1672.81,93388,23.2124,ok
BBMSCore,75,940,272,255680,1.34934e+07,182424146,0,182424146,0,0,0,0,0,0,0,-1,255680,100,ok
BBMSInter,75,940,272,255680,1.34934e+07,374410,18754861,19129271,510148,0,0,0,0,0,0,-1,255680,100,ok
BBMSDppInstant,75,940,272,255680,1.34934e+07,374410,1219665,1594075,510148,49583,237117,49583,0,0,0,-1,255680,100,ok
BBMSDppStepwise,75,940,272,255680,1.34934e+07,374410,1219665,1594075,510148,49583,202519,149193,0,0,0,-1,255680,100,ok
DijkstraPrims,75,940,272,255680,1.34934e+07,0,0,0,0,0,0,0,228923,228674,1136,614.508,228674,89.4376,ok
BBMSCore,76,940,1954,1836760,2.14858e+07,645671794,0,645671794,0,0,0,0,0,0,0,-1,1836760,100,ok
BBMSInter,76,940,1954,1836760,2.14858e+07,1853460,70376255,72229715,3669890,0,0,0,0,0,0,-1,1836760,100,ok
BBMSDppInstant,76,940,1954,1836760,2.14858e+07,1853460,10056871,11910331,3669890,323206,3308118,323206,0,0,0,-1,1836760,100,ok
BBMSDppStepwise,76,940,1954,1836760,2.14858e+07,1853460,10056871,11910331,3669890,323206,2062759,1616002,0,0,0,-1,1836760,100,ok
DijkstraPrims,76,940,1954,1836760,2.14858e+07,0,0,0,0,0,0,0,1494695,1492481,2272,1638.45,1492481,81.2562,ok
BBMSCore,77,940,2059,1935460,1.0972e+07,744649760,0,744649760,0,0,0,0,0,0,0,-1,1935460,100,ok
BBMSInter,77,940,2059,1935460,1.0972e+07,2284140,62171609,64455749,3867921,0,0,0,0,0,0,-1,1935460,100,ok
BBMSDppInstant,77,940,2059,1935460,1.0972e+07,2284140,10101012,12385152,3867921,404500,3135824,404500,0,0,0,-1,1935460,100,ok
BBMSDppStepwise,77,940,2059,1935460,1.0972e+07,2284140,10101012,12385152,3867921,404500,2232327,1751085,0,0,0,-1,1935460,100,ok
DijkstraPrims,77,940,2059,1935460,1.0972e+07,0,0,0,0,0,0,0,1935460,1935425,5513,3688.52,1935425,99.9982,ok
BBMSCore,78,940,176,165440,1.30262e+07,211895288,0,211895288,0,0,0,0,0,0,0,-1,165440,100,ok
BBMSInter,78,940,176,165440,1.30262e+07,270050,14489760,14759810,329156,0,0,0,0,0,0,-1,165440,100,ok
BBMSDppInstant,78,940,176,165440,1.30262e+07,270050,745189,1015239,329156,23951,66339,23951,0,0,0,-1,165440,100,ok
BBMSDppStepwise,78,940,176,165440,1.30262e+07,270050,745189,1015239,329156,23951,62544,37932,0,0,0,-1,165440,100,ok
DijkstraPrims,78,940,176,165440,1.30262e+07,0,0,0,0,0,0,0,146354,146195,483,247.52,146195,88.3674,ok
BBMSCore,79,940,376,353440,4.2215e+06,150555846,0,150555846,0,0,0,0,0,0,0,-1,353440,100,ok
BBMSInter,79,940,376,353440,4.2215e+06,439520,10591365,11030885,704986,0,0,0,0,0,0,-1,353440,100,ok
BBMSDppInstant,79,940,376,353440,4.2215e+06,439520,1805583,2245103,704986,70153,495074,70153,0,0,0,-1,353440,100,ok
BBMSDppStepwise,79,940,376,353440,4.2215e+06,439520,1805583,2245103,704986,70153,338888,250371,0,0,0,-1,353440,100,ok
DijkstraPrims,79,940,376,353440,4.2215e+06,0,0,0,0,0,0,0,353440,353439,1269,780.344,353439,99.9997,ok
BBMSCore,80,940,181,170140,1.13126e+07,56166868,0,56166868,0,0,0,0,0,0,0,-1,170140,100,ok
BBMSInter,80,940,181,170140,1.13126e+07,216398,7381627,7598025,339159,0,0,0,0,0,0,-1,170140,100,ok
BBMSDppInstant,80,940,181,170140,1.13126e+07,216398,858541,1074939,339159,44966,229883,44966,0,0,0,-1,170140,100,ok
BBMSDppStepwise,80,940,181,170140,1.13126e+07,216398,858541,1074939,339159,44966,182082,135670,0,0,0,-1,170140,100,ok
DijkstraPrims,80,940,181,170140,1.13126e+07,0,0,0,0,0,0,0,169895,169705,863,364.356,169705,99.7443,ok
BBMSCore,81,940,967,908980,2.0759e+06,241957544,0,241957544,0,0,0,0,0,0,0,-1,908980,100,ok
BBMSInter,81,940,967,908980,2.0759e+06,1077724,15396013,16473737,1815265,0,0,0,0,0,0,-1,908980,100,ok
BBMSDppInstant,81,940,967,908980,2.0759e+06,1077724,4732870,5810594,1815265,178001,1665478,178001,0,0,0,-1,908980,100,ok
BBMSDppStepwise,81,940,967,908980,2.0759e+06,1077724,4732870,5810594,1815265,178001,1035832,801208,0,0,0,-1,908980,100,ok
DijkstraPrims,81,940,967,908980,2.0759e+06,0,0,0,0,0,0,0,908906,908640,2703,1866.16,908640,99.9626,ok
BBMSCore,82,940,733,689020,1.1915e+07,319181008,0,319181008,0,0,0,0,0,0,0,-1,689020,100,ok
BBMSInter,82,940,733,689020,1.1915e+07,1056348,21326877,22383225,1375577,0,0,0,0,0,0,-1,689020,100,ok
BBMSDppInstant,82,940,733,689020,1.1915e+07,1056348,3226909,4283257,1375577,96283,814095,96283,0,0,0,-1,689020,100,ok
BBMSDppStepwise,82,940,733,689020,1.1915e+07,1056348,3226909,4283257,1375577,96283,593386,473663,0,0,0,-1,689020,100,ok
DijkstraPrims,82,940,733,689020,1.1915e+07,0,0,0,0,0,0,0,76764,74035,2849,1738.26,74035,10.745,ok
BBMSCore,83,940,1093,1027420,1.07657e+07,523010652,0,523010652,0,0,0,0,0,0,0,-1,1027420,100,ok
BBMSInter,83,940,1093,1027420,1.07657e+07,1325794,51227331,52553125,2052807,0,0,0,0,0,0,-1,1027420,100,ok
BBMSDppInstant,83,940,1093,1027420,1.07657e+07,1325794,5189018,6514812,2052807,242760,1269585,242760,0,0,0,-1,1027420,100,ok
BBMSDppStepwise,83,940,1093,1027420,1.07657e+07,1325794,5189018,6514812,2052807,242760,1029810,770128,0,0,0,-1,1027420,100,ok
DijkstraPrims,83,940,1093,1027420,1.07657e+07,0,0,0,0,0,0,0,928431,926919,2928,2023.41,926919,90.2181,ok
BBMSCore,84,940,252,236880,1.96032e+07,186275142,0,186275142,0,0,0,0,0,0,0,-1,236880,100,ok
BBMSInter,84,940,252,236880,1.96032e+07,293586,5367870,5661456,472568,0,0,0,0,0,0,-1,236880,100,ok
BBMSDppInstant,84,940,252,236880,1.96032e+07,293586,1209441,1503027,472568,28237,213307,28237,0,0,0,-1,236880,100,ok
BBMSDppStepwise,84,940,252,236880,1.96032e+07,293586,1209441,1503027,472568,28237,133556,96298,0,0,0,-1,236880,100,ok
DijkstraPrims,84,940,252,236880,1.96032e+07,0,0,0,0,0,0,0,236253,236218,841,572.105,236218,99.7205,ok
BBMSCore,85,940,955,897700,3.54845e+06,297140016,0,297140016,0,0,0,0,0,0,0,-1,897700,100,ok
BBMSInter,85,940,955,897700,3.54845e+06,1171024,23641330,24812354,1793505,0,0,0,0,0,0,-1,897700,100,ok
BBMSDppInstant,85,940,955,897700,3.54845e+06,1171024,4514090,5685114,1793505,173735,1332364,173735,0,0,0,-1,897700,100,ok
BBMSDppStepwise,85,940,955,897700,3.54845e+06,1171024,4514090,5685114,1793505,173735,957555,748169,0,0,0,-1,897700,100,ok
DijkstraPrims,85,940,955,897700,3.54845e+06,0,0,0,0,0,0,0,897700,897684,3907,2298.67,897684,99.9982,ok
BBMSCore,86,940,3674,3453560,1.0832e+07,1985541652,0,1985541652,0,0,0,0,0,0,0,-1,3453560,100,ok
BBMSInter,86,940,3674,3453560,1.0832e+07,4439032,152474948,156913980,6902506,0,0,0,0,0,0,-1,3453560,100,ok
BBMSDppInstant,86,940,3674,3453560,1.0832e+07,4439032,17484063,21923095,6902506,674517,4911430,674517,0,0,0,-1,3453560,100,ok
BBMSDppStepwise,86,940,3674,3453560,1.0832e+07,4439032,17484063,21923095,6902506,674517,3538862,2740740,0,0,0,-1,3453560,100,ok
DijkstraPrims,86,940,3674,3453560,1.0832e+07,0,0,0,0,0,0,0,3377438,3374830,7791,5537.7,3374830,97.7203,ok
BBMSCore,87,940,197,185180,1.40681e+07,72744376,0,72744376,0,0,0,0,0,0,0,-1,185180,100,ok
BBMSInter,87,940,197,185180,1.40681e+07,246574,4550626,4797200,368606,0,0,0,0,0,0,-1,185180,100,ok
BBMSDppInstant,87,940,197,185180,1.40681e+07,246574,918442,1165016,368606,37736,218766,37736,0,0,0,-1,185180,100,ok
BBMSDppStepwise,87,940,197,185180,1.40681e+07,246574,918442,1165016,368606,37736,178281,135579,0,0,0,-1,185180,100,ok
DijkstraPrims,87,940,197,185180,1.40681e+07,0,0,0,0,0,0,0,184876,184737,801,474.019,184737,99.7608,ok
BBMSCore,88,940,1091,1025540,3.17753e+06,671785232,0,671785232,0,0,0,0,0,0,0,-1,1025540,100,ok
BBMSInter,88,940,1091,1025540,3.17753e+06,1412818,23423709,24836527,2049049,0,0,0,0,0,0,-1,1025540,100,ok
BBMSDppInstant,88,940,1091,1025540,3.17753e+06,1412818,5045335,6458153,2049049,146831,1293232,146831,0,0,0,-1,1025540,100,ok
BBMSDppStepwise,88,940,1091,1025540,3.17753e+06,1412818,5045335,6458153,2049049,146831,864553,662035,0,0,0,-1,1025540,100,ok
DijkstraPrims,88,940,1091,1025540,3.17753e+06,0,0,0,0,0,0,0,862533,861508,2729,2014.15,861508,84.0053,ok
BBMSCore,89,940,138,129720,1.41498e+07,138209336,0,138209336,0,0,0,0,0,0,0,-1,129720,100,ok
BBMSInter,89,940,138,129720,1.41498e+07,203386,5198606,5401992,257523,0,0,0,0,0,0,-1,129720,100,ok
BBMSDppInstant,89,940,138,129720,1.41498e+07,203386,595420,798806,257523,15868,88626,15868,0,0,0,-1,129720,100,ok
BBMSDppStepwise,89,940,138,129720,1.41498e+07,203386,595420,798806,257523,15868,68048,49806,0,0,0,-1,129720,100,ok
DijkstraPrims,89,940,138,129720,1.41498e+07,0,0,0,0,0,0,0,116230,116076,393,217.885,116076,89.482,ok
BBMSCore,90,940,172,161680,8.79557e+06,99180002,0,99180002,0,0,0,0,0,0,0,-1,161680,100,ok
BBMSInter,90,940,172,161680,8.79557e+06,199728,4557082,4756810,321591,0,0,0,0,0,0,-1,161680,100,ok
BBMSDppInstant,90,940,172,161680,8.79557e+06,199728,824390,1024118,321591,26844,189304,26844,0,0,0,-1,161680,100,ok
BBMSDppStepwise,90,940,172,161680,8.79557e+06,199728,824390,1024118,321591,26844,136040,102907,0,0,0,-1,161680,100,ok
DijkstraPrims,90,940,172,161680,8.79557e+06,0,0,0,0,0,0,0,160289,160079,695,396.353,160079,99.0098,ok
BBMSCore,91,940,1763,1657220,6.34193e+06,1074412064,0,1074412064,0,0,0,0,0,0,0,-1,1657220,100,ok
BBMSInter,91,940,1763,1657220,6.34193e+06,2149584,56164522,58314106,3310977,0,0,0,0,0,0,-1,1657220,100,ok
BBMSDppInstant,91,940,1763,1657220,6.34193e+06,2149584,8357240,10506824,3310977,265564,2198987,265564,0,0,0,-1,1657220,100,ok
BBMSDppStepwise,91,940,1763,1657220,6.34193e+06,2149584,8357240,10506824,3310977,265564,1478853,1127474,0,0,0,-1,1657220,100,ok
DijkstraPrims,91,940,1763,1657220,6.34193e+06,0,0,0,0,0,0,0,1214190,1212117,4689,3598.14,1212117,73.1416,ok
BBMSCore,92,940,3374,3171560,3.07449e+06,1841966916,0,1841966916,0,0,0,0,0,0,0,-1,3171560,100,ok
BBMSInter,92,940,3374,3171560,3.07449e+06,4048586,151726239,155774825,6338339,0,0,0,0,0,0,-1,3171560,100,ok
BBMSDppInstant,92,940,3374,3171560,3.07449e+06,4048586,16097800,20146386,6338339,678068,4305245,678068,0,0,0,-1,3171560,100,ok
BBMSDppStepwise,92,940,3374,3171560,3.07449e+06,4048586,16097800,20146386,6338339,678068,3179667,2395236,0,0,0,-1,3171560,100,ok
DijkstraPrims,92,940,3374,3171560,3.07449e+06,0,0,0,0,0,0,0,2859643,2856002,7147,4831.17,2856002,90.0504,ok
BBMSCore,93,940,3706,3483640,9.46887e+06,1709208650,0,1709208650,0,0,0,0,0,0,0,-1,3483640,100,ok
BBMSInter,93,940,3706,3483640,9.46887e+06,4037254,118069296,122106550,6962634,0,0,0,0,0,0,-1,3483640,100,ok
BBMSDppInstant,93,940,3706,3483640,9.46887e+06,4037254,18297061,22334315,6962634,657700,5631093,657700,0,0,0,-1,3483640,100,ok
BBMSDppStepwise,93,940,3706,3483640,9.46887e+06,4037254,18297061,22334315,6962634,657700,3749321,2895383,0,0,0,-1,3483640,100,ok
DijkstraPrims,93,940,3706,3483640,9.46887e+06,0,0,0,0,0,0,0,3483640,3483639,4962,3455.5,3483639,100,ok
BBMSCore,94,940,1354,1272760,3.34382e+06,876781904,0,876781904,0,0,0,0,0,0,0,-1,1272760,100,ok
BBMSInter,94,940,1354,1272760,3.34382e+06,1975648,62656841,64632489,2541754,0,0,0,0,0,0,-1,1272760,100,ok
BBMSDppInstant,94,940,1354,1272760,3.34382e+06,1975648,5929767,7905415,2541754,176081,1398942,176081,0,0,0,-1,1272760,100,ok
BBMSDppStepwise,94,940,1354,1272760,3.34382e+06,1975648,5929767,7905415,2541754,176081,1105490,894671,0,0,0,-1,1272760,100,ok
DijkstraPrims,94,940,1354,1272760,3.34382e+06,0,0,0,0,0,0,0,48939,46778,2353,1323.05,46778,3.67532,ok
BBMSCore,95,940,550,517000,2.03983e+07,192551848,0,192551848,0,0,0,0,0,0,0,-1,517000,100,ok
BBMSInter,95,940,550,517000,2.03983e+07,646236,11381813,12028049,1031754,0,0,0,0,0,0,-1,517000,100,ok
BBMSDppInstant,95,940,550,517000,2.03983e+07,646236,2639211,3285447,1031754,72351,655683,72351,0,0,0,-1,517000,100,ok
BBMSDppStepwise,95,940,550,517000,2.03983e+07,646236,2639211,3285447,1031754,72351,472220,377923,0,0,0,-1,517000,100,ok
DijkstraPrims,95,940,550,517000,2.03983e+07,0,0,0,0,0,0,0,321577,320056,1523,1048.57,320056,61.9064,ok
BBMSCore,96,940,3293,3095420,2.01533e+07,2084105320,0,2084105320,0,0,0,0,0,0,0,-1,3095420,100,ok
BBMSInter,96,940,3293,3095420,2.01533e+07,4320142,177510264,181830406,6184784,0,0,0,0,0,0,-1,3095420,100,ok
BBMSDppInstant,96,940,3293,3095420,2.01533e+07,4320142,15158075,19478217,6184784,605674,3978694,605674,0,0,0,-1,3095420,100,ok
BBMSDppStepwise,96,940,3293,3095420,2.01533e+07,4320142,15158075,19478217,6184784,605674,3069566,2382721,0,0,0,-1,3095420,100,ok
DijkstraPrims,96,940,3293,3095420,2.01533e+07,0,0,0,0,0,0,0,3020151,3018387,7892,4845.81,3018387,97.5114,ok
BBMSCore,97,940,491,461540,1.27541e+07,359488650,0,359488650,0,0,0,0,0,0,0,-1,461540,100,ok
BBMSInter,97,940,491,461540,1.27541e+07,653462,13550657,14204119,921491,0,0,0,0,0,0,-1,461540,100,ok
BBMSDppInstant,97,940,491,461540,1.27541e+07,653462,2240576,2894038,921491,59568,518421,59568,0,0,0,-1,461540,100,ok
BBMSDppStepwise,97,940,491,461540,1.27541e+07,653462,2240576,2894038,921491,59568,325959,248583,0,0,0,-1,461540,100,ok
DijkstraPrims,97,940,491,461540,1.27541e+07,0,0,0,0,0,0,0,443597,443167,1236,817.429,443167,96.0192,ok
BBMSCore,98,940,559,525460,1.46612e+07,270491862,0,270491862,0,0,0,0,0,0,0,-1,525460,100,ok
BBMSInter,98,940,559,525460,1.46612e+07,765174,28989677,29754851,1049373,0,0,0,0,0,0,-1,525460,100,ok
BBMSDppInstant,98,940,559,525460,1.46612e+07,765174,2519970,3285144,1049373,94512,533782,94512,0,0,0,-1,525460,100,ok
BBMSDppStepwise,98,940,559,525460,1.46612e+07,765174,2519970,3285144,1049373,94512,429721,321667,0,0,0,-1,525460,100,ok
DijkstraPrims,98,940,559,525460,1.46612e+07,0,0,0,0,0,0,0,415524,414073,2394,1793.75,414073,78.802,ok
BBMSCore,99,940,1161,1091340,7.14153e+06,499459488,0,499459488,0,0,0,0,0,0,0,-1,1091340,100,ok
BBMSInter,99,940,1161,1091340,7.14153e+06,1478628,19315142,20793770,2179767,0,0,0,0,0,0,-1,1091340,100,ok
BBMSDppInstant,99,940,1161,1091340,7.14153e+06,1478628,5406727,6885355,2179767,151941,1612098,151941,0,0,0,-1,1091340,100,ok
BBMSDppStepwise,99,940,1161,1091340,7.14153e+06,1478628,5406727,6885355,2179767,151941,1048072,828020,0,0,0,-1,1091340,100,ok
DijkstraPrims,99,940,1161,1091340,7.14153e+06,0,0,0,0,0,0,0,1031245,1029563,3528,2323.81,1029563,94.3393,ok
BBMSCore,100,940,738,693720,1.65177e+07,303606820,0,303606820,0,0,0,0,0,0,0,-1,693720,100,ok
BBMSInter,100,940,738,693720,1.65177e+07,799936,23530546,24330482,1385762,0,0,0,0,0,0,-1,693720,100,ok
BBMSDppInstant,100,940,738,693720,1.65177e+07,799936,3644376,4444312,1385762,145429,1017725,145429,0,0,0,-1,693720,100,ok
BBMSDppStepwise,100,940,738,693720,1.65177e+07,799936,3644376,4444312,1385762,145429,688568,510182,0,0,0,-1,693720,100,ok
DijkstraPrims,100,940,738,693720,1.65177e+07,0,0,0,0,0,0,0,693642,693590,2475,1674.77,693590,99.9813,ok
BBMSCore,101,931,687,639597,7.15002e+06,241032664,0,241032664,0,0,0,0,0,0,0,-1,639597,100,ok
BBMSInter,101,931,687,639597,7.15002e+06,788282,24260282,25048564,1276312,0,0,0,0,0,0,-1,639597,100,ok
BBMSDppInstant,101,931,687,639597,7.15002e+06,788282,3283434,4071716,1276312,120520,926325,120520,0,0,0,-1,639597,100,ok
BBMSDppStepwise,101,931,687,639597,7.15002e+06,788282,3283434,4071716,1276312,120520,718035,577175,0,0,0,-1,639597,100,ok
DijkstraPrims,101,931,687,639597,7.15002e+06,0,0,0,0,0,0,0,234739,233091,2246,1221.41,233091,36.4434,ok
BBMSCore,102,931,1033,961723,1.47618e+07,495446240,0,495446240,0,0,0,0,0,0,0,-1,961723,100,ok
BBMSInter,102,931,1033,961723,1.47618e+07,1215340,39699413,40914753,1920680,0,0,0,0,0,0,-1,961723,100,ok
BBMSDppInstant,102,931,1033,961723,1.47618e+07,1215340,4895306,6110646,1920680,188606,1399700,188606,0,0,0,-1,961723,100,ok
BBMSDppStepwise,102,931,1033,961723,1.47618e+07,1215340,4895306,6110646,1920680,188606,1071866,851222,0,0,0,-1,961723,100,ok
DijkstraPrims,102,931,1033,961723,1.47618e+07,0,0,0,0,0,0,0,229495,227147,2387,1292.95,227147,23.6188,ok
BBMSCore,103,931,714,664734,2.0322e+07,298290242,0,298290242,0,0,0,0,0,0,0,-1,664734,100,ok
BBMSInter,103,931,714,664734,2.0322e+07,782788,17588648,18371436,1326429,0,0,0,0,0,0,-1,664734,100,ok
BBMSDppInstant,103,931,714,664734,2.0322e+07,782788,3467447,4250235,1326429,119404,1031105,119404,0,0,0,-1,664734,100,ok
BBMSDppStepwise,103,931,714,664734,2.0322e+07,782788,3467447,4250235,1326429,119404,733916,581600,0,0,0,-1,664734,100,ok
DijkstraPrims,103,931,714,664734,2.0322e+07,0,0,0,0,0,0,0,340262,336067,5342,3755.65,336067,50.5566,ok
BBMSCore,104,931,615,572565,1.59158e+07,299939692,0,299939692,0,0,0,0,0,0,0,-1,572565,100,ok
BBMSInter,104,931,615,572565,1.59158e+07,750016,19848202,20598218,1143085,0,0,0,0,0,0,-1,572565,100,ok
BBMSDppInstant,104,931,615,572565,1.59158e+07,750016,2872111,3622127,1143085,96024,752438,96024,0,0,0,-1,572565,100,ok
BBMSDppStepwise,104,931,615,572565,1.59158e+07,750016,2872111,3622127,1143085,96024,552624,433888,0,0,0,-1,572565,100,ok
DijkstraPrims,104,931,615,572565,1.59158e+07,0,0,0,0,0,0,0,422818,421478,3819,1944.18,421478,73.6123,ok
BBMSCore,105,931,3701,3445631,1.92531e+07,1722486948,0,1722486948,0,0,0,0,0,0,0,-1,3445631,100,ok
BBMSInter,105,931,3701,3445631,1.92531e+07,3791282,93452468,97243750,6883413,0,0,0,0,0,0,-1,3445631,100,ok
BBMSDppInstant,105,931,3701,3445631,1.92531e+07,3791282,18400066,22191348,6883413,589566,6069324,589566,0,0,0,-1,3445631,100,ok
BBMSDppStepwise,105,931,3701,3445631,1.92531e+07,3791282,18400066,22191348,6883413,589566,3985610,3207079,0,0,0,-1,3445631,100,ok
DijkstraPrims,105,931,3701,3445631,1.92531e+07,0,0,0,0,0,0,0,3156146,3153969,10089,3138.91,3153969,91.5353,ok
BBMSCore,106,931,1170,1089270,1.19382e+07,348601538,0,348601538,0,0,0,0,0,0,0,-1,1089270,100,ok
BBMSInter,106,931,1170,1089270,1.19382e+07,1374800,33548996,34923796,2175357,0,0,0,0,0,0,-1,1089270,100,ok
BBMSDppInstant,106,931,1170,1089270,1.19382e+07,1374800,5547989,6922789,2175357,212828,1640807,212828,0,0,0,-1,1089270,100,ok
BBMSDppStepwise,106,931,1170,1089270,1.19382e+07,1374800,5547989,6922789,2175357,212828,1262694,1014659,0,0,0,-1,1089270,100,ok
DijkstraPrims,106,931,1170,1089270,1.19382e+07,0,0,0,0,0,0,0,324084,319863,4556,2283.86,319863,29.3649,ok
BBMSCore,107,931,1172,1091132,1.23208e+07,341270794,0,341270794,0,0,0,0,0,0,0,-1,1091132,100,ok
BBMSInter,107,931,1172,1091132,1.23208e+07,1347548,36230588,37578136,2179133,0,0,0,0,0,0,-1,1091132,100,ok
BBMSDppInstant,107,931,1172,1091132,1.23208e+07,1347548,5601887,6949435,2179133,230234,1627580,230234,0,0,0,-1,1091132,100,ok
BBMSDppStepwise,107,931,1172,1091132,1.23208e+07,1347548,5601887,6949435,2179133,230234,1276568,1010738,0,0,0,-1,1091132,100,ok
DijkstraPrims,107,931,1172,1091132,1.23208e+07,0,0,0,0,0,0,0,491523,488805,3839,1965.51,488805,44.798,ok
BBMSCore,108,931,262,243922,834914,95871574,0,95871574,0,0,0,0,0,0,0,-1,243922,100,ok
BBMSInter,108,931,262,243922,834914,297632,11996066,12293698,486086,0,0,0,0,0,0,-1,243922,100,ok
BBMSDppInstant,108,931,262,243922,834914,297632,1252653,1550285,486086,75743,295009,75743,0,0,0,-1,243922,100,ok
BBMSDppStepwise,108,931,262,243922,834914,297632,1252653,1550285,486086,75743,267387,188776,0,0,0,-1,243922,100,ok
DijkstraPrims,108,931,262,243922,834914,0,0,0,0,0,0,0,169003,168361,5845,1791.34,168361,69.0225,ok
BBMSCore,109,931,24,22344,1.05015e+07,1392428,0,1392428,0,0,0,0,0,0,0,-1,22344,100,ok
BBMSInter,109,931,24,22344,1.05015e+07,19752,420051,439803,43711,0,0,0,0,0,0,-1,22344,100,ok
BBMSDppInstant,109,931,24,22344,1.05015e+07,19752,120101,139853,43711,4389,23482,4389,0,0,0,-1,22344,100,ok
