algorithm,pair_index,m,n,cells,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,max_heap_size,avg_heap_size,cells_processed,pct_cells_explored,status
BBMSDppStepwise,109,931,24,22344,1.05015e+07,19752,120101,139853,43711,4389,19818,13755,0,0,0,-1,22344,100,ok
DijkstraPrims,109,931,24,22344,1.05015e+07,0,0,0,0,0,0,0,21492,21314,1375,709.492,21314,95.3903,ok
BBMSCore,110,931,432,402192,9.40305e+06,255287174,0,255287174,0,0,0,0,0,0,0,-1,402192,100,ok
BBMSInter,110,931,432,402192,9.40305e+06,627774,8419945,9047719,801993,0,0,0,0,0,0,-1,402192,100,ok
BBMSDppInstant,110,931,432,402192,9.40305e+06,627774,1864141,2491915,801993,41244,467581,41244,0,0,0,-1,402192,100,ok
BBMSDppStepwise,110,931,432,402192,9.40305e+06,627774,1864141,2491915,801993,41244,375233,320166,0,0,0,-1,402192,100,ok
DijkstraPrims,110,931,432,402192,9.40305e+06,0,0,0,0,0,0,0,42813,41143,1672,1057.64,41143,10.2297,ok
BBMSCore,111,931,1045,972895,1.91256e+07,430068502,0,430068502,0,0,0,0,0,0,0,-1,972895,100,ok
BBMSInter,111,931,1045,972895,1.91256e+07,1303146,21547708,22850854,1943091,0,0,0,0,0,0,-1,972895,100,ok
BBMSDppInstant,111,931,1045,972895,1.91256e+07,1303146,4841714,6144860,1943091,127020,1649482,127020,0,0,0,-1,972895,100,ok
BBMSDppStepwise,111,931,1045,972895,1.91256e+07,1303146,4841714,6144860,1943091,127020,1089007,913285,0,0,0,-1,972895,100,ok
DijkstraPrims,111,931,1045,972895,1.91256e+07,0,0,0,0,0,0,0,605044,603677,2257,1300.45,603677,62.0496,ok
BBMSCore,112,931,377,350987,1.00809e+07,296282186,0,296282186,0,0,0,0,0,0,0,-1,350987,100,ok
BBMSInter,112,931,377,350987,1.00809e+07,502932,5428110,5931042,700421,0,0,0,0,0,0,-1,350987,100,ok
BBMSDppInstant,112,931,377,350987,1.00809e+07,502932,1693351,2196283,700421,37678,419864,37678,0,0,0,-1,350987,100,ok
BBMSDppStepwise,112,931,377,350987,1.00809e+07,502932,1693351,2196283,700421,37678,277433,223640,0,0,0,-1,350987,100,ok
DijkstraPrims,112,931,377,350987,1.00809e+07,0,0,0,0,0,0,0,149776,144664,6868,4592.06,144664,41.2163,ok
BBMSCore,113,931,2423,2255813,2.07957e+07,1588358078,0,1588358078,0,0,0,0,0,0,0,-1,2255813,100,ok
BBMSInter,113,931,2423,2255813,2.07957e+07,3103788,130217117,133320905,4506012,0,0,0,0,0,0,-1,2255813,100,ok
BBMSDppInstant,113,931,2423,2255813,2.07957e+07,3103788,11111527,14215315,4506012,346169,2968306,346169,0,0,0,-1,2255813,100,ok
BBMSDppStepwise,113,931,2423,2255813,2.07957e+07,3103788,11111527,14215315,4506012,346169,2118144,1686274,0,0,0,-1,2255813,100,ok
DijkstraPrims,113,931,2423,2255813,2.07957e+07,0,0,0,0,0,0,0,1660405,1655487,5542,2371.09,1655487,73.3876,ok
BBMSCore,114,931,40,37240,1.31698e+07,3259040,0,3259040,0,0,0,0,0,0,0,-1,37240,100,ok
BBMSInter,114,931,40,37240,1.31698e+07,27136,691515,718651,73473,0,0,0,0,0,0,-1,37240,100,ok
BBMSDppInstant,114,931,40,37240,1.31698e+07,27136,213185,240321,73473,6585,31305,6585,0,0,0,-1,37240,100,ok
BBMSDppStepwise,114,931,40,37240,1.31698e+07,27136,213185,240321,73473,6585,29150,22202,0,0,0,-1,37240,100,ok
DijkstraPrims,114,931,40,37240,1.31698e+07,0,0,0,0,0,0,0,36578,36433,1493,864.724,36433,97.833,ok
BBMSCore,115,931,149,138719,6.3621e+06,106130540,0,106130540,0,0,0,0,0,0,0,-1,138719,100,ok
BBMSInter,115,931,149,138719,6.3621e+06,199984,3096231,3296215,275366,0,0,0,0,0,0,-1,138719,100,ok
BBMSDppInstant,115,931,149,138719,6.3621e+06,199984,663503,863487,275366,14440,196560,14440,0,0,0,-1,138719,100,ok
BBMSDppStepwise,115,931,149,138719,6.3621e+06,199984,663503,863487,275366,14440,145024,125163,0,0,0,-1,138719,100,ok
DijkstraPrims,115,931,149,138719,6.3621e+06,0,0,0,0,0,0,0,51191,50068,1922,1133.41,50068,36.0931,ok
BBMSCore,116,931,1009,939379,9.89789e+06,374743824,0,374743824,0,0,0,0,0,0,0,-1,939379,100,ok
BBMSInter,116,931,1009,939379,9.89789e+06,1054272,29390485,30444757,1875934,0,0,0,0,0,0,-1,939379,100,ok
BBMSDppInstant,116,931,1009,939379,9.89789e+06,1054272,4980666,6034938,1875934,177657,1513199,177657,0,0,0,-1,939379,100,ok
BBMSDppStepwise,116,931,1009,939379,9.89789e+06,1054272,4980666,6034938,1875934,177657,1055119,822450,0,0,0,-1,939379,100,ok
DijkstraPrims,116,931,1009,939379,9.89789e+06,0,0,0,0,0,0,0,933769,933540,4934,2114.72,933540,99.3784,ok
BBMSCore,117,931,631,587461,1.65103e+07,166779122,0,166779122,0,0,0,0,0,0,0,-1,587461,100,ok
BBMSInter,117,931,631,587461,1.65103e+07,738998,13714562,14453560,1171960,0,0,0,0,0,0,-1,587461,100,ok
BBMSDppInstant,117,931,631,587461,1.65103e+07,738998,2992793,3731791,1171960,84761,957931,84761,0,0,0,-1,587461,100,ok
BBMSDppStepwise,117,931,631,587461,1.65103e+07,738998,2992793,3731791,1171960,84761,634223,517951,0,0,0,-1,587461,100,ok
DijkstraPrims,117,931,631,587461,1.65103e+07,0,0,0,0,0,0,0,322510,320349,2325,1347.41,320349,54.5311,ok
BBMSCore,118,931,542,504602,9.61123e+06,285779850,0,285779850,0,0,0,0,0,0,0,-1,504602,100,ok
BBMSInter,118,931,542,504602,9.61123e+06,746696,8974869,9721565,1007443,0,0,0,0,0,0,-1,504602,100,ok
BBMSDppInstant,118,931,542,504602,9.61123e+06,746696,2401857,3148553,1007443,53522,640385,53522,0,0,0,-1,504602,100,ok
BBMSDppStepwise,118,931,542,504602,9.61123e+06,746696,2401857,3148553,1007443,53522,485658,413594,0,0,0,-1,504602,100,ok
DijkstraPrims,118,931,542,504602,9.61123e+06,0,0,0,0,0,0,0,133211,131435,1791,1306.86,131435,26.0473,ok
BBMSCore,119,931,215,200165,1.54365e+06,39910150,0,39910150,0,0,0,0,0,0,0,-1,200165,100,ok
BBMSInter,119,931,215,200165,1.54365e+06,202284,5439048,5641332,398971,0,0,0,0,0,0,-1,200165,100,ok
BBMSDppInstant,119,931,215,200165,1.54365e+06,202284,1089712,1291996,398971,39593,334937,39593,0,0,0,-1,200165,100,ok
BBMSDppStepwise,119,931,215,200165,1.54365e+06,202284,1089712,1291996,398971,39593,233887,178392,0,0,0,-1,200165,100,ok
DijkstraPrims,119,931,215,200165,1.54365e+06,0,0,0,0,0,0,0,194024,193786,2932,1609.42,193786,96.8131,ok
BBMSCore,120,931,1445,1345295,1.45603e+07,554552224,0,554552224,0,0,0,0,0,0,0,-1,1345295,100,ok
BBMSInter,120,931,1445,1345295,1.45603e+07,1629626,57453260,59082886,2686247,0,0,0,0,0,0,-1,1345295,100,ok
BBMSDppInstant,120,931,1445,1345295,1.45603e+07,1629626,6955994,8585620,2686247,268973,1987912,268973,0,0,0,-1,1345295,100,ok
BBMSDppStepwise,120,931,1445,1345295,1.45603e+07,1629626,6955994,8585620,2686247,268973,1464557,1129981,0,0,0,-1,1345295,100,ok
DijkstraPrims,120,931,1445,1345295,1.45603e+07,0,0,0,0,0,0,0,637004,632987,5097,2350.5,632987,47.0519,ok
BBMSCore,121,931,1098,1022238,1.45683e+07,379084134,0,379084134,0,0,0,0,0,0,0,-1,1022238,100,ok
BBMSInter,121,931,1098,1022238,1.45683e+07,1352076,36013791,37365867,2040799,0,0,0,0,0,0,-1,1022238,100,ok
BBMSDppInstant,121,931,1098,1022238,1.45683e+07,1352076,5113354,6465430,2040799,154761,1365133,154761,0,0,0,-1,1022238,100,ok
BBMSDppStepwise,121,931,1098,1022238,1.45683e+07,1352076,5113354,6465430,2040799,154761,1047497,843089,0,0,0,-1,1022238,100,ok
DijkstraPrims,121,931,1098,1022238,1.45683e+07,0,0,0,0,0,0,0,449856,445964,4237,1839.48,445964,43.6262,ok
BBMSCore,122,931,402,374262,4.46573e+06,154255212,0,154255212,0,0,0,0,0,0,0,-1,374262,100,ok
BBMSInter,122,931,402,374262,4.46573e+06,515624,9678300,10193924,746282,0,0,0,0,0,0,-1,374262,100,ok
BBMSDppInstant,122,931,402,374262,4.46573e+06,515624,1837068,2352692,746282,59634,489869,59634,0,0,0,-1,374262,100,ok
BBMSDppStepwise,122,931,402,374262,4.46573e+06,515624,1837068,2352692,746282,59634,373605,302277,0,0,0,-1,374262,100,ok
DijkstraPrims,122,931,402,374262,4.46573e+06,0,0,0,0,0,0,0,165951,163940,2368,1386.16,163940,43.8035,ok
BBMSCore,123,931,428,398468,1.65248e+07,119121588,0,119121588,0,0,0,0,0,0,0,-1,398468,100,ok
BBMSInter,123,931,428,398468,1.65248e+07,477160,21586461,22063621,794493,0,0,0,0,0,0,-1,398468,100,ok
BBMSDppInstant,123,931,428,398468,1.65248e+07,477160,2064028,2541188,794493,109710,578449,109710,0,0,0,-1,398468,100,ok
BBMSDppStepwise,123,931,428,398468,1.65248e+07,477160,2064028,2541188,794493,109710,453534,333290,0,0,0,-1,398468,100,ok
DijkstraPrims,123,931,428,398468,1.65248e+07,0,0,0,0,0,0,0,182747,180724,6315,3335.68,180724,45.3547,ok
BBMSCore,124,931,272,253232,1.51162e+07,70054246,0,70054246,0,0,0,0,0,0,0,-1,253232,100,ok
BBMSInter,124,931,272,253232,1.51162e+07,360360,8150751,8511111,505123,0,0,0,0,0,0,-1,253232,100,ok
BBMSDppInstant,124,931,272,253232,1.51162e+07,360360,1223668,1584028,505123,49644,274387,49644,0,0,0,-1,253232,100,ok
BBMSDppStepwise,124,931,272,253232,1.51162e+07,360360,1223668,1584028,505123,49644,243764,189005,0,0,0,-1,253232,100,ok
DijkstraPrims,124,931,272,253232,1.51162e+07,0,0,0,0,0,0,0,69701,68346,1636,1108.28,68346,26.9895,ok
BBMSCore,125,931,1954,1819174,2.27996e+07,717647050,0,717647050,0,0,0,0,0,0,0,-1,1819174,100,ok
BBMSInter,125,931,1954,1819174,2.27996e+07,1787006,43116282,44903288,3632950,0,0,0,0,0,0,-1,1819174,100,ok
BBMSDppInstant,125,931,1954,1819174,2.27996e+07,1787006,10033519,11820525,3632950,286290,3056637,286290,0,0,0,-1,1819174,100,ok
BBMSDppStepwise,125,931,1954,1819174,2.27996e+07,1787006,10033519,11820525,3632950,286290,1996666,1598989,0,0,0,-1,1819174,100,ok
DijkstraPrims,125,931,1954,1819174,2.27996e+07,0,0,0,0,0,0,0,1569831,1566802,4210,1485.86,1566802,86.1271,ok
BBMSCore,126,931,2059,1916929,1.20855e+07,647383198,0,647383198,0,0,0,0,0,0,0,-1,1916929,100,ok
BBMSInter,126,931,2059,1916929,1.20855e+07,2135002,61771637,63906639,3828811,0,0,0,0,0,0,-1,1916929,100,ok
BBMSDppInstant,126,931,2059,1916929,1.20855e+07,2135002,10195073,12330075,3828811,421677,3160167,421677,0,0,0,-1,1916929,100,ok
BBMSDppStepwise,126,931,2059,1916929,1.20855e+07,2135002,10195073,12330075,3828811,421677,2341849,1840997,0,0,0,-1,1916929,100,ok
DijkstraPrims,126,931,2059,1916929,1.20855e+07,0,0,0,0,0,0,0,1879789,1879157,7513,2887.87,1879157,98.0296,ok
BBMSCore,127,931,176,163856,1.3784e+07,229146908,0,229146908,0,0,0,0,0,0,0,-1,163856,100,ok
BBMSInter,127,931,176,163856,1.3784e+07,267328,17625497,17892825,325849,0,0,0,0,0,0,-1,163856,100,ok
BBMSDppInstant,127,931,176,163856,1.3784e+07,267328,738249,1005577,325849,23975,62569,23975,0,0,0,-1,163856,100,ok
BBMSDppStepwise,127,931,176,163856,1.3784e+07,267328,738249,1005577,325849,23975,60416,35628,0,0,0,-1,163856,100,ok
DijkstraPrims,127,931,176,163856,1.3784e+07,0,0,0,0,0,0,0,26920,26613,1636,759.499,26613,16.2417,ok
BBMSCore,128,931,376,350056,4.48547e+06,231970634,0,231970634,0,0,0,0,0,0,0,-1,350056,100,ok
BBMSInter,128,931,376,350056,4.48547e+06,456114,13706405,14162519,697911,0,0,0,0,0,0,-1,350056,100,ok
BBMSDppInstant,128,931,376,350056,4.48547e+06,456114,1757078,2213192,697911,66387,419211,66387,0,0,0,-1,350056,100,ok
BBMSDppStepwise,128,931,376,350056,4.48547e+06,456114,1757078,2213192,697911,66387,311470,231949,0,0,0,-1,350056,100,ok
DijkstraPrims,128,931,376,350056,4.48547e+06,0,0,0,0,0,0,0,342800,342414,5413,2370.44,342414,97.8169,ok
BBMSCore,129,931,181,168511,1.12635e+07,75053486,0,75053486,0,0,0,0,0,0,0,-1,168511,100,ok
BBMSInter,129,931,181,168511,1.12635e+07,204238,15003160,15207398,335112,0,0,0,0,0,0,-1,168511,100,ok
BBMSDppInstant,129,931,181,168511,1.12635e+07,204238,865442,1069680,335112,50347,233898,50347,0,0,0,-1,168511,100,ok
BBMSDppStepwise,129,931,181,168511,1.12635e+07,204238,865442,1069680,335112,50347,193520,141592,0,0,0,-1,168511,100,ok
DijkstraPrims,129,931,181,168511,1.12635e+07,0,0,0,0,0,0,0,94294,92359,2501,1137.79,92359,54.8089,ok
BBMSCore,130,931,967,900277,2.64485e+06,350140200,0,350140200,0,0,0,0,0,0,0,-1,900277,100,ok
BBMSInter,130,931,967,900277,2.64485e+06,1109056,28109817,29218873,1796956,0,0,0,0,0,0,-1,900277,100,ok
BBMSDppInstant,130,931,967,900277,2.64485e+06,1109056,4625062,5734118,1796956,162525,1491303,162525,0,0,0,-1,900277,100,ok
BBMSDppStepwise,130,931,967,900277,2.64485e+06,1109056,4625062,5734118,1796956,162525,1054101,842890,0,0,0,-1,900277,100,ok
DijkstraPrims,130,931,967,900277,2.64485e+06,0,0,0,0,0,0,0,854179,852945,6319,3057.18,852945,94.7425,ok
BBMSCore,131,931,733,682423,1.27386e+07,313282786,0,313282786,0,0,0,0,0,0,0,-1,682423,100,ok
BBMSInter,131,931,733,682423,1.27386e+07,939370,18719385,19658755,1361920,0,0,0,0,0,0,-1,682423,100,ok
BBMSDppInstant,131,931,733,682423,1.27386e+07,939370,3356264,4295634,1361920,91423,896777,91423,0,0,0,-1,682423,100,ok
BBMSDppStepwise,131,931,733,682423,1.27386e+07,939370,3356264,4295634,1361920,91423,630224,504231,0,0,0,-1,682423,100,ok
DijkstraPrims,131,931,733,682423,1.27386e+07,0,0,0,0,0,0,0,257282,251973,5988,2985.11,251973,36.9233,ok
