algorithm,N,sample,runtime_s,frechet_dist,maxrss_before_mb,maxrss_after_mb,minor_faults,major_faults,block_input_ops,block_output_ops,voluntary_ctx_switches,involuntary_ctx_switches,user_time_s,sys_time_s,blocked_time_s,status,repeat
BBMSDppStepwise,1400,3,0.671201,998.387,6.80078,421.492,107408,0,0,0,0,2,0.551523,0.119648,2.9819e-05,ok,0
DijkstraPrims,1400,3,0.551063,998.387,6.80078,92.0977,30217,0,0,0,0,3,0.511026,0.039832,0.000205313,ok,0
BBMSCore,1400,3,1.06267,998.387,6.80078,48.4922,11511,0,0,0,0,3,1.05268,0.009994,-1.869e-06,ok,1
BBMSInter,1400,3,0.261926,998.387,6.80078,108.34,26823,0,0,0,0,3,0.222093,0.039801,3.1562e-05,ok,1
BBMSDppInstant,1400,3,0.605947,998.387,6.80078,437.27,111439,0,0,0,0,4,0.465298,0.14062,2.8582e-05,ok,1
BBMSDppStepwise,1400,3,0.668595,998.387,6.80078,421.488,107408,0,0,0,0,3,0.527452,0.141114,2.9081e-05,ok,1
DijkstraPrims,1400,3,0.544962,998.387,6.80078,92.1172,30217,0,0,0,0,2,0.4948,0.050161,8.8e-07,ok,1
BBMSCore,1400,3,1.06805,998.387,6.80078,48.4922,11511,0,0,0,0,3,1.058,0.010045,8.076e-06,ok,2
BBMSInter,1400,3,0.267804,998.387,6.80078,108.246,26823,0,0,0,0,2,0.237207,0.030498,9.9241e-05,ok,2
BBMSDppInstant,1400,3,0.609496,998.387,6.80078,437.238,111439,0,0,0,0,1,0.470331,0.139168,-2.641e-06,ok,2
BBMSDppStepwise,1400,3,0.666562,998.387,6.80078,421.488,107408,0,0,0,0,3,0.517994,0.148537,3.1257e-05,ok,2
DijkstraPrims,1400,3,0.54503,998.387,6.80078,91.9883,30217,0,0,0,0,3,0.514907,0.030101,2.2277e-05,ok,2
BBMSCore,1400,4,1.05296,1000.7,6.80469,48.4922,11510,0,0,0,0,5,1.02143,0.031512,2.4769e-05,ok,0
BBMSInter,1400,4,0.274414,1000.7,6.80469,108.367,26822,0,0,0,0,1,0.244131,0.030274,9.255e-06,ok,0
BBMSDppInstant,1400,4,0.608686,1000.7,6.80469,437.582,111522,0,0,0,0,5,0.499165,0.109431,8.9834e-05,ok,0
BBMSDppStepwise,1400,4,0.643955,1000.7,6.80469,421.742,107477,0,0,0,0,3,0.503484,0.140438,3.2924e-05,ok,0
DijkstraPrims,1400,4,0.5505,1000.7,6.80469,91.8477,30153,0,0,0,0,2,0.510394,0.039893,0.000212772,ok,0
BBMSCore,1400,4,1.05286,1000.7,6.80469,48.4922,11510,0,0,0,0,7,1.03273,0.020016,0.000107132,ok,1
BBMSInter,1400,4,0.275096,1000.7,6.80859,108.34,26822,0,0,0,0,1,0.254855,0.02023,1.0573e-05,ok,1
BBMSDppInstant,1400,4,0.609163,1000.7,6.80859,437.578,111522,0,0,0,0,2,0.509573,0.09957,2.0185e-05,ok,1
BBMSDppStepwise,1400,4,0.642549,1000.7,6.80859,421.727,107477,0,0,0,0,4,0.482341,0.160178,2.997e-05,ok,1
DijkstraPrims,1400,4,0.55463,1000.7,6.80859,91.8398,30153,0,0,0,0,4,0.514389,0.040201,4.0497e-05,ok,1
BBMSCore,1400,4,1.05598,1000.7,6.80859,48.4883,11510,0,0,0,0,5,1.03598,0.019888,0.000114358,ok,2
BBMSInter,1400,4,0.281048,1000.7,6.80859,108.375,26822,0,0,0,0,4,0.251092,0.029916,4.017e-05,ok,2
BBMSDppInstant,1400,4,0.610679,1000.7,6.80859,437.566,111522,0,0,0,0,2,0.490889,0.119774,1.6116e-05,ok,2
BBMSDppStepwise,1400,4,0.644024,1000.7,6.80859,421.75,107477,0,0,0,0,2,0.533648,0.110361,1.5082e-05,ok,2
DijkstraPrims,1400,4,0.551117,1000.7,6.80859,91.8438,30153,0,0,0,0,4,0.511127,0.039945,4.5183e-05,ok,2
BBMSCore,2300,0,4.29887,1002.89,6.8125,124.727,31028,0,0,0,0,15,4.25848,0.040019,0.000368839,ok,0
BBMSInter,2300,0,1.26526,1002.89,6.8125,286.117,72356,0,0,0,0,7,1.19526,0.069932,6.6533e-05,ok,0
BBMSDppInstant,2300,0,1.77867,1002.89,6.8125,1176,301826,0,0,0,0,5,1.41816,0.360426,8.6775e-05,ok,0
BBMSDppStepwise,2300,0,1.89466,1002.89,6.8125,1132.27,290631,0,0,0,0,6,1.62481,0.26974,0.000108026,ok,0
DijkstraPrims,2300,0,1.7897,1002.89,6.8125,226.797,76605,0,0,0,0,10,1.64912,0.140225,0.00035374,ok,0
BBMSCore,2300,0,4.2919,1002.89,6.8125,124.746,31028,0,0,0,0,13,4.2514,0.040046,0.000446074,ok,1
BBMSInter,2300,0,1.2608,1002.89,6.8125,286.25,72356,0,0,0,0,5,1.18111,0.079644,4.7127e-05,ok,1
BBMSDppInstant,2300,0,1.77324,1002.89,6.8125,1175.99,301826,0,0,0,0,4,1.35397,0.419235,3.9485e-05,ok,1
BBMSDppStepwise,2300,0,1.90143,1002.89,6.8125,1132.25,290631,0,0,0,0,6,1.52024,0.380946,0.000239955,ok,1
DijkstraPrims,2300,0,1.78843,1002.89,6.8125,226.875,76605,0,0,0,0,6,1.6181,0.170175,0.000153985,ok,1
BBMSCore,2300,0,4.29233,1002.89,6.8125,124.742,31028,0,0,0,0,19,4.24539,0.046345,0.000589088,ok,2
BBMSInter,2300,0,1.25541,1002.89,6.81641,286.23,72356,0,0,0,0,4,1.17543,0.079932,5.2359e-05,ok,2
BBMSDppInstant,2300,0,1.77867,1002.89,6.82031,1176,301826,0,0,0,0,8,1.40808,0.370438,0.000146483,ok,2
BBMSDppStepwise,2300,0,1.91413,1002.89,6.82031,1132.25,290631,0,0,0,0,10,1.53448,0.379519,0.000135634,ok,2
DijkstraPrims,2300,0,1.80916,1002.89,6.82031,226.887,76605,0,0,0,0,8,1.73938,0.069719,6.7423e-05,ok,2
BBMSCore,2300,1,4.25779,993.766,6.82422,124.742,31028,0,0,0,0,24,4.20772,0.049924,0.000152873,ok,0
BBMSInter,2300,1,1.1458,993.766,6.82422,286.219,72356,0,0,0,0,5,1.04561,0.100145,5.3526e-05,ok,0
BBMSDppInstant,2300,1,1.77702,993.766,6.82422,1176.89,302104,0,0,0,0,6,1.36631,0.410644,6.5153e-05,ok,0
BBMSDppStepwise,2300,1,1.94769,993.766,6.82422,1132.52,290689,0,0,0,0,8,1.59698,0.350604,0.000103089,ok,0
DijkstraPrims,2300,1,1.85049,993.766,6.82422,227.848,76847,0,0,0,0,13,1.79012,0.060199,0.000163444,ok,0
BBMSCore,2300,1,4.25172,993.766,6.82422,124.621,31028,0,0,0,0,15,4.20106,0.049964,0.000699536,ok,1
BBMSInter,2300,1,1.14501,993.766,6.82422,286.238,72356,0,0,0,0,4,1.0649,0.080052,5.6998e-05,ok,1
BBMSDppInstant,2300,1,1.77978,993.766,6.82422,1176.96,302104,0,0,0,0,10,1.48038,0.299233,0.00016736,ok,1
BBMSDppStepwise,2300,1,1.95375,993.766,6.82422,1132.5,290689,0,0,0,0,10,1.62372,0.329912,0.000109808,ok,1
DijkstraPrims,2300,1,1.83544,993.766,6.82422,227.84,76847,0,0,0,0,7,1.74524,0.090051,0.000144896,ok,1
BBMSCore,2300,1,4.25394,993.766,6.82422,124.738,31028,0,0,0,0,17,4.21332,0.039992,0.000633722,ok,2
BBMSInter,2300,1,1.14552,993.766,6.82422,286.246,72356,0,0,0,0,4,1.05539,0.090101,2.9824e-05,ok,2
BBMSDppInstant,2300,1,1.78193,993.766,6.82422,1176.96,302104,0,0,0,0,11,1.44223,0.339572,0.000134808,ok,2
BBMSDppStepwise,2300,1,1.96243,993.766,6.82422,1132.52,290689,0,0,0,0,4,1.56073,0.401673,2.3328e-05,ok,2
DijkstraPrims,2300,1,1.81793,993.766,6.82422,227.797,76847,0,0,0,0,5,1.72755,0.090176,0.000204923,ok,2
BBMSCore,2300,2,3.95765,1008.8,6.82812,124.734,31028,0,0,0,0,8,3.91749,0.039955,0.000208024,ok,0
BBMSInter,2300,2,1.10222,1008.8,6.83203,286.242,72356,0,0,0,0,5,1.04217,0.060014,3.9922e-05,ok,0
BBMSDppInstant,2300,2,1.74213,1008.8,6.83203,1177,302195,0,0,0,0,6,1.34204,0.400024,6.4559e-05,ok,0
BBMSDppStepwise,2300,2,1.89225,1008.8,6.83203,1132.53,290716,0,0,0,0,6,1.51215,0.380051,4.6547e-05,ok,0
DijkstraPrims,2300,2,1.82879,1008.8,6.83203,227.535,76784,0,0,0,0,6,1.7282,0.100363,0.000219515,ok,0
BBMSCore,2300,2,3.95528,1008.8,6.83203,124.754,31028,0,0,0,0,16,3.91449,0.040027,0.000764489,ok,1
BBMSInter,2300,2,1.09268,1008.8,6.83203,286.242,72356,0,0,0,0,2,1.00159,0.091018,7.3016e-05,ok,1
BBMSDppInstant,2300,2,1.7628,1008.8,6.83203,1177,302195,0,0,0,0,9,1.40255,0.360155,9.5651e-05,ok,1
BBMSDppStepwise,2300,2,1.88623,1008.8,6.83203,1132.61,290716,0,0,0,0,6,1.51526,0.370715,0.000255784,ok,1
DijkstraPrims,2300,2,1.80401,1008.8,6.83203,227.59,76784,0,0,0,0,7,1.73387,0.070075,7.0614e-05,ok,1
BBMSCore,2300,2,3.96076,1008.8,6.83203,124.617,31028,0,0,0,0,21,3.9102,0.049978,0.000578586,ok,2
BBMSInter,2300,2,1.10186,1008.8,6.83203,286.242,72356,0,0,0,0,4,1.01184,0.089999,1.9751e-05,ok,2
BBMSDppInstant,2300,2,1.75182,1008.8,6.83203,1177,302195,0,0,0,0,4,1.40181,0.349974,3.2411e-05,ok,2
BBMSDppStepwise,2300,2,1.89672,1008.8,6.83203,1132.62,290716,0,0,0,0,6,1.57754,0.319124,5.6639e-05,ok,2
DijkstraPrims,2300,2,1.78718,1008.8,6.83203,227.586,76784,0,0,0,0,5,1.70707,0.079774,0.000337534,ok,2
BBMSCore,2300,3,4.06266,998.19,6.83594,124.742,31028,0,0,0,0,16,4.0323,0.030019,0.000341988,ok,0
BBMSInter,2300,3,1.14336,998.19,6.83594,286.25,72356,0,0,0,0,3,1.07309,0.070226,4.5207e-05,ok,0
BBMSDppInstant,2300,3,1.74218,998.19,6.83984,1176.41,301945,0,0,0,0,7,1.42168,0.320455,5.2532e-05,ok,0
BBMSDppStepwise,2300,3,1.87302,998.19,6.83984,1132.44,290662,0,0,0,0,8,1.49229,0.380654,7.9817e-05,ok,0
DijkstraPrims,2300,3,1.81041,998.19,6.84375,227.461,76776,0,0,0,0,5,1.73031,0.080029,7.2677e-05,ok,0
BBMSCore,2300,3,4.06866,998.19,6.84375,124.625,31028,0,0,0,0,20,4.03808,0.030063,0.000512185,ok,1
BBMSInter,2300,3,1.15374,998.19,6.84375,286.238,72356,0,0,0,0,4,1.07344,0.080281,2.0573e-05,ok,1
BBMSDppInstant,2300,3,1.76392,998.19,6.84375,1176.43,301945,0,0,0,0,3,1.37293,0.390936,5.2682e-05,ok,1
BBMSDppStepwise,2300,3,1.88024,998.19,6.84375,1132.41,290662,0,0,0,0,6,1.55009,0.33007,8.1616e-05,ok,1
DijkstraPrims,2300,3,1.82351,998.19,6.84375,227.512,76776,0,0,0,0,7,1.76311,0.060123,0.000276771,ok,1
BBMSCore,2300,3,4.06607,998.19,6.84375,124.746,31028,0,0,0,0,14,4.02552,0.039958,0.000595606,ok,2
BBMSInter,2300,3,1.14313,998.19,6.84375,286.25,72356,0,0,0,0,7,1.07286,0.070215,5.9949e-05,ok,2
BBMSDppInstant,2300,3,1.76656,998.19,6.84375,1176.45,301945,0,0,0,0,8,1.40708,0.359369,0.000110536,ok,2
BBMSDppStepwise,2300,3,1.8776,998.19,6.84375,1132.3,290662,0,0,0,0,7,1.50796,0.369586,4.9816e-05,ok,2
DijkstraPrims,2300,3,1.81387,998.19,6.84375,227.441,76776,0,0,0,0,8,1.74364,0.070159,7.424e-05,ok,2
BBMSCore,2300,4,4.1463,1003.4,6.84766,124.734,31028,0,0,0,0,17,4.12538,0.01999,0.000936348,ok,0
BBMSInter,2300,4,1.09933,1003.4,6.84766,286.246,72356,0,0,0,0,3,0.999158,0.100172,4.814e-06,ok,0
BBMSDppInstant,2300,4,1.77156,1003.4,6.84766,1176.76,302141,0,0,0,0,5,1.28039,0.491126,4.9072e-05,ok,0
BBMSDppStepwise,2300,4,1.89523,1003.4,6.84766,1132.48,290716,0,0,0,0,7,1.55555,0.339594,8.2696e-05,ok,0
DijkstraPrims,2300,4,1.80812,1003.4,6.84766,226.895,76624,0,0,0,0,8,1.74804,0.06002,5.4184e-05,ok,0
BBMSCore,2300,4,4.14094,1003.4,6.84766,124.742,31028,0,0,0,0,15,4.11072,0.030024,0.000199859,ok,1
BBMSInter,2300,4,1.0934,1003.4,6.84766,286.234,72356,0,0,0,0,5,0.98378,0.109592,2.5214e-05,ok,1
BBMSDppInstant,2300,4,1.77695,1003.4,6.84766,1176.77,302141,0,0,0,0,5,1.40702,0.369892,4.2511e-05,ok,1
BBMSDppStepwise,2300,4,1.88117,1003.4,6.85156,1132.56,290716,0,0,0,0,6,1.52233,0.358815,2.8558e-05,ok,1
DijkstraPrims,2300,4,1.83937,1003.4,6.85156,226.918,76624,0,0,0,0,7,1.72909,0.110103,0.000172484,ok,1
BBMSCore,2300,4,4.13667,1003.4,6.85156,124.629,31028,0,0,0,0,12,4.08604,0.049983,0.000645812,ok,2
BBMSInter,2300,4,1.08508,1003.4,6.85156,286.242,72356,0,0,0,0,7,0.995198,0.089801,8.1788e-05,ok,2
BBMSDppInstant,2300,4,1.7795,1003.4,6.85156,1176.77,302141,0,0,0,0,8,1.45903,0.320362,0.000103881,ok,2
BBMSDppStepwise,2300,4,1.89198,1003.4,6.85156,1132.55,290716,0,0,0,0,8,1.54289,0.348986,0.000105937,ok,2
DijkstraPrims,2300,4,1.81103,1003.4,6.85156,226.926,76624,0,0,0,0,6,1.70118,0.1096,0.000248869,ok,2
BBMSCore,3900,0,17.2864,1001.24,6.85547,351.992,89179,0,0,0,0,78,17.1841,0.099937,0.0023381,ok,0
BBMSInter,3900,0,4.81483,1001.24,6.85547,816.121,208007,0,0,0,0,14,4.51467,0.29999,0.00017366,ok,0
BBMSDppInstant,3900,0,5.62509,1001.24,6.85547,3381.25,868146,0,0,0,0,25,4.65474,0.969981,0.000368909,ok,0
BBMSDppStepwise,3900,0,5.71658,1001.24,6.85547,3249.71,834413,0,0,0,0,24,4.58598,1.13028,0.000316406,ok,0
DijkstraPrims,3900,0,6.40755,1001.24,6.85547,707.309,243118,0,0,0,0,26,6.1669,0.239693,0.000947157,ok,0
BBMSCore,3900,0,17.2875,1001.24,6.85547,352,89179,0,0,0,0,69,17.1753,0.110003,0.00219248,ok,1
BBMSInter,3900,0,4.81091,1001.24,6.85547,816.102,208007,0,0,0,0,14,4.56096,0.249791,0.000161045,ok,1
BBMSDppInstant,3900,0,5.6063,1001.24,6.85547,3381.28,868146,0,0,0,0,29,4.51547,1.09016,0.000679477,ok,1
BBMSDppStepwise,3900,0,5.7562,1001.24,6.85547,3249.73,834413,0,0,0,0,25,4.85564,0.900153,0.000399849,ok,1
DijkstraPrims,3900,0,6.46499,1001.24,6.85547,707.215,243118,0,0,0,0,24,6.25476,0.209998,0.000230163,ok,1
BBMSCore,3900,0,17.2747,1001.24,6.85547,352.012,89179,0,0,0,0,77,17.1624,0.109984,0.00240124,ok,2
BBMSInter,3900,0,4.79414,1001.24,6.85547,816.125,208007,0,0,0,0,17,4.55349,0.240459,0.000188065,ok,2
BBMSDppInstant,3900,0,5.58824,1001.24,6.86328,3381.3,868146,0,0,0,0,26,4.57736,1.01056,0.000315739,ok,2
BBMSDppStepwise,3900,0,5.73713,1001.24,6.86328,3249.82,834413,0,0,0,0,13,4.74664,0.990379,0.000112208,ok,2
DijkstraPrims,3900,0,6.41569,1001.24,6.86328,707.316,243118,0,0,0,0,27,6.1049,0.310003,0.000785327,ok,2
BBMSCore,3900,1,16.8336,1004.67,6.86328,351.996,89178,0,0,0,0,68,16.743,0.09001,0.000564533,ok,0
BBMSInter,3900,1,4.63996,1004.67,6.86719,816.125,208006,0,0,0,0,21,4.41974,0.219936,0.000277971,ok,0
BBMSDppInstant,3900,1,5.56912,1004.67,6.86719,3382.29,868416,0,0,0,0,36,4.49907,1.06952,0.000524942,ok,0
BBMSDppStepwise,3900,1,5.73178,1004.67,6.86719,3249.36,834311,0,0,0,0,19,4.80119,0.930063,0.000533128,ok,0
DijkstraPrims,3900,1,6.50729,1004.67,6.86719,705.113,242537,0,0,0,0,25,6.24597,0.260204,0.00111922,ok,0
BBMSCore,3900,1,16.8653,1004.67,6.86719,351.867,89178,0,0,0,0,62,16.7547,0.110024,0.00053117,ok,1
BBMSInter,3900,1,4.61823,1004.67,6.86719,816.117,208006,0,0,0,0,16,4.37819,0.239851,0.00018543,ok,1
BBMSDppInstant,3900,1,5.56048,1004.67,6.86719,3382.29,868416,0,0,0,0,24,4.45026,1.10981,0.000414422,ok,1
BBMSDppStepwise,3900,1,5.76258,1004.67,6.86719,3249.33,834311,0,0,0,0,20,4.72206,1.04022,0.000310145,ok,1
DijkstraPrims,3900,1,6.46823,1004.67,6.86719,705.113,242537,0,0,0,0,30,6.19732,0.270289,0.000619792,ok,1
BBMSCore,3900,1,16.8657,1004.67,6.86719,351.988,89178,0,0,0,0,66,16.7543,0.110021,0.00142953,ok,2
BBMSInter,3900,1,4.62929,1004.67,6.86719,816.117,208006,0,0,0,0,16,4.40869,0.220387,0.000215899,ok,2
BBMSDppInstant,3900,1,5.5654,1004.67,6.86719,3382.27,868416,0,0,0,0,26,4.53614,1.0289,0.00036108,ok,2
BBMSDppStepwise,3900,1,5.74672,1004.67,6.86719,3249.39,834311,0,0,0,0,24,4.75721,0.989216,0.000294744,ok,2
DijkstraPrims,3900,1,6.47582,1004.67,6.86719,705.117,242537,0,0,0,0,20,6.1853,0.289738,0.000781184,ok,2
BBMSCore,3900,2,16.8003,999.848,6.87109,352.004,89179,0,0,0,0,65,16.7084,0.090006,0.00186167,ok,0
BBMSInter,3900,2,4.47789,999.848,6.875,815.992,208007,0,0,0,0,12,4.23388,0.243583,0.000431813,ok,0
BBMSDppInstant,3900,2,5.50598,999.848,6.875,3380.9,868020,0,0,0,0,27,4.48396,1.02155,0.000465154,ok,0
BBMSDppStepwise,3900,2,5.72187,999.848,6.875,3249,834252,0,0,0,0,20,4.72089,1.00079,0.000186063,ok,0
DijkstraPrims,3900,2,6.37534,999.848,6.875,704.562,242385,0,0,0,0,27,6.00426,0.370432,0.000647518,ok,0
BBMSCore,3900,2,16.9314,999.848,6.875,351.984,89179,0,0,0,0,65,16.8292,0.100012,0.002107,ok,1
BBMSInter,3900,2,4.47147,999.848,6.875,816.113,208007,0,0,0,0,18,4.28149,0.189752,0.000232071,ok,1
BBMSDppInstant,3900,2,5.53787,999.848,6.875,3380.84,868020,0,0,0,0,21,4.35751,1.18007,0.000284986,ok,1
BBMSDppStepwise,3900,2,5.81807,999.848,6.875,3249.09,834252,0,0,0,0,20,4.92768,0.890111,0.000277045,ok,1
DijkstraPrims,3900,2,6.40432,999.848,6.875,704.508,242385,0,0,0,0,21,6.05393,0.349815,0.00058248,ok,1
BBMSCore,3900,2,16.8276,999.848,6.875,351.867,89179,0,0,0,0,62,16.756,0.069995,0.00162977,ok,2
BBMSInter,3900,2,4.471,999.848,6.875,816.102,208007,0,0,0,0,13,4.25115,0.219693,0.000159736,ok,2
BBMSDppInstant,3900,2,5.52199,999.848,6.875,3380.82,868020,0,0,0,0,31,4.45072,1.07084,0.000432022,ok,2
BBMSDppStepwise,3900,2,5.71922,999.848,6.875,3249.1,834252,0,0,0,0,30,4.6085,1.11032,0.00039177,ok,2
DijkstraPrims,3900,2,6.37348,999.848,6.875,704.547,242385,0,0,0,0,27,6.08285,0.289795,0.000839247,ok,2
BBMSCore,3900,3,17.0917,999.737,6.87891,351.988,89178,0,0,0,0,75,16.998,0.089972,0.00377872,ok,0
BBMSInter,3900,3,4.58959,999.737,6.87891,816.004,208006,0,0,0,0,19,4.35913,0.230305,0.000155996,ok,0
BBMSDppInstant,3900,3,5.55828,999.737,6.88281,3381.81,868305,0,0,0,0,22,4.38707,1.17097,0.000238743,ok,0
BBMSDppStepwise,3900,3,5.73035,999.737,6.88281,3249.89,834463,0,0,0,0,25,4.69064,1.0394,0.000311503,ok,0
DijkstraPrims,3900,3,6.52715,999.737,6.88281,706.656,242926,0,0,0,0,25,6.24617,0.280122,0.000851788,ok,0
BBMSCore,3900,3,17.153,999.737,6.88672,351.992,89178,0,0,0,0,71,17.0412,0.109986,0.00185132,ok,1
BBMSInter,3900,3,4.57496,999.737,6.88672,816.121,208006,0,0,0,0,16,4.3852,0.189648,0.00011958,ok,1
BBMSDppInstant,3900,3,5.55866,999.737,6.88672,3381.91,868305,0,0,0,0,30,4.46736,1.09097,0.000328685,ok,1
BBMSDppStepwise,3900,3,5.73128,999.737,6.88672,3249.88,834463,0,0,0,0,27,4.69135,1.03957,0.000356792,ok,1
DijkstraPrims,3900,3,6.52804,999.737,6.88672,706.656,242926,0,0,0,0,29,6.21696,0.310179,0.000903871,ok,1
BBMSCore,3900,3,17.1094,999.737,6.88672,352,89178,0,0,0,0,79,16.9777,0.130033,0.00169814,ok,2
BBMSInter,3900,3,4.57528,999.737,6.88672,816.125,208006,0,0,0,0,18,4.31385,0.261195,0.000231597,ok,2
BBMSDppInstant,3900,3,5.55169,999.737,6.88672,3381.92,868305,0,0,0,0,24,4.50176,1.04963,0.000299762,ok,2
BBMSDppStepwise,3900,3,5.77459,999.737,6.88672,3250,834463,0,0,0,0,20,4.81413,0.960196,0.000267124,ok,2
DijkstraPrims,3900,3,6.61779,999.737,6.88672,706.578,242926,0,0,0,0,23,6.22668,0.390216,0.000885448,ok,2
BBMSCore,3900,4,16.8639,1004.07,6.89062,351.992,89179,0,0,0,0,66,16.7234,0.139951,0.000510385,ok,0
BBMSInter,3900,4,4.31717,1004.07,6.89062,815.98,208007,0,0,0,0,16,4.05657,0.260466,0.000136229,ok,0
BBMSDppInstant,3900,4,5.58913,1004.07,6.89062,3381.81,868321,0,0,0,0,23,4.48585,1.10307,0.000220392,ok,0
BBMSDppStepwise,3900,4,5.71822,1004.07,6.89062,3248.56,834119,0,0,0,0,24,4.6582,1.05967,0.000335662,ok,0
DijkstraPrims,3900,4,6.38929,1004.07,6.89062,704.988,242509,0,0,0,0,28,6.08886,0.299959,0.000465413,ok,0
BBMSCore,3900,4,16.9019,1004.07,6.89062,351.867,89179,0,0,0,0,62,16.7797,0.12,0.00223248,ok,1
BBMSInter,3900,4,4.31982,1004.07,6.89062,816.109,208007,0,0,0,0,11,4.08973,0.230009,8.3667e-05,ok,1
BBMSDppInstant,3900,4,5.56529,1004.07,6.89062,3381.71,868321,0,0,0,0,25,4.42387,1.1411,0.00032054,ok,1
BBMSDppStepwise,3900,4,5.7358,1004.07,6.89062,3248.59,834119,0,0,0,0,22,4.66631,1.06931,0.00018355,ok,1
DijkstraPrims,3900,4,6.44909,1004.07,6.89062,704.992,242509,0,0,0,0,22,6.15867,0.289717,0.000711589,ok,1
BBMSCore,3900,4,16.924,1004.07,6.89453,351.875,89179,0,0,0,0,77,16.852,0.070009,0.00198314,ok,2
BBMSInter,3900,4,4.32189,1004.07,6.89453,816.113,208007,0,0,0,0,18,4.10146,0.220099,0.000331024,ok,2
BBMSDppInstant,3900,4,5.56526,1004.07,6.89453,3381.81,868321,0,0,0,0,21,4.65581,0.909257,0.000194359,ok,2
BBMSDppStepwise,3900,4,5.70978,1004.07,6.89453,3248.5,834119,0,0,0,0,18,4.63956,1.07003,0.000194507,ok,2
DijkstraPrims,3900,4,6.38742,1004.07,6.89453,704.984,242509,0,0,0,0,31,6.10689,0.279892,0.000643804,ok,2
BBMSCore,6500,0,69.4881,1004.81,6.89844,971.125,247707,0,0,0,0,289,69.172,0.309954,0.00619981,ok,0
BBMSInter,6500,0,15.2097,1004.81,6.89844,2260.49,577785,0,0,0,0,50,14.5487,0.660282,0.000697261,ok,0
BBMSDppInstant,6500,0,17.9299,1004.81,6.89844,9398.73,2418851,0,0,0,0,66,14.9079,3.02114,0.000865319,ok,0
BBMSDppStepwise,6500,0,16.9039,1004.81,6.89844,9020.72,2322041,0,0,0,0,81,14.0427,2.86009,0.00110202,ok,0
DijkstraPrims,6500,0,18.9331,1004.81,6.89844,1809.18,622392,0,0,0,0,77,18.2016,0.72996,0.00154192,ok,0
BBMSCore,6500,0,68.7144,1004.81,6.89844,971.117,247707,0,0,0,0,263,68.4087,0.299984,0.00575532,ok,1
BBMSInter,6500,0,15.1991,1004.81,6.89844,2260.47,577785,0,0,0,0,63,14.508,0.689799,0.00126637,ok,1
BBMSDppInstant,6500,0,17.8861,1004.81,6.89844,9398.8,2418851,0,0,0,0,81,14.8964,2.98883,0.000950462,ok,1
BBMSDppStepwise,6500,0,16.856,1004.81,6.89844,9020.84,2322041,0,0,0,0,67,14.2947,2.56045,0.000849528,ok,1
DijkstraPrims,6500,0,18.8496,1004.81,6.89844,1809.12,622392,0,0,0,0,75,18.0878,0.759818,0.00196041,ok,1
BBMSCore,6500,0,68.6602,1004.81,6.89844,971.137,247707,0,0,0,0,258,68.3776,0.280635,0.00195239,ok,2
BBMSInter,6500,0,15.2383,1004.81,6.89844,2260.49,577785,0,0,0,0,62,14.5156,0.722022,0.000688141,ok,2
BBMSDppInstant,6500,0,17.8606,1004.81,6.90234,9398.87,2418851,0,0,0,0,76,14.9299,2.92952,0.00118039,ok,2
BBMSDppStepwise,6500,0,16.8909,1004.81,6.90234,9020.82,2322041,0,0,0,0,66,14.2302,2.6596,0.00111959,ok,2
DijkstraPrims,6500,0,18.8367,1004.81,6.90234,1809.27,622392,0,0,0,0,70,17.8556,0.979635,0.00148208,ok,2
BBMSCore,6500,1,70.9838,994.136,6.90625,971.125,247707,0,0,0,0,285,70.7289,0.249976,0.00492292,ok,0
BBMSInter,6500,1,15.6004,994.136,6.91016,2260.5,577785,0,0,0,0,59,14.857,0.742638,0.000782632,ok,0
BBMSDppInstant,6500,1,18.2468,994.136,6.91016,9399.22,2419381,0,0,0,0,71,15.2858,2.95998,0.000962957,ok,0
BBMSDppStepwise,6500,1,16.953,994.136,6.91016,9021.9,2322306,0,0,0,0,68,14.0811,2.87106,0.000830454,ok,0
DijkstraPrims,6500,1,18.4571,994.136,6.91016,1808.48,622224,0,0,0,0,69,17.6259,0.830002,0.00121118,ok,0
BBMSCore,6500,1,72.4955,994.136,6.91016,971.113,247707,0,0,0,0,288,72.1825,0.309986,0.0030022,ok,1
BBMSInter,6500,1,15.6983,994.136,6.91016,2260.49,577785,0,0,0,0,57,15.048,0.649667,0.000634695,ok,1
BBMSDppInstant,6500,1,18.2938,994.136,6.91016,9399.25,2419381,0,0,0,0,63,15.3734,2.91954,0.00084671,ok,1
BBMSDppStepwise,6500,1,16.9723,994.136,6.91016,9021.91,2322306,0,0,0,0,66,14.2005,2.77089,0.000858982,ok,1
DijkstraPrims,6500,1,18.4951,994.136,6.91016,1808.58,622224,0,0,0,0,80,17.7234,0.769898,0.00179199,ok,1
BBMSCore,6500,1,72.1,994.136,6.91016,971.125,247707,0,0,0,0,284,71.8129,0.279988,0.00715368,ok,2
BBMSInter,6500,1,15.5941,994.136,6.91016,2260.49,577785,0,0,0,0,69,14.9333,0.659886,0.000855513,ok,2
BBMSDppInstant,6500,1,18.1507,994.136,6.91016,9399.33,2419381,0,0,0,0,79,15.2007,2.949,0.00105484,ok,2
BBMSDppStepwise,6500,1,16.9536,994.136,6.91016,9021.88,2322306,0,0,0,0,79,14.0901,2.86233,0.00115092,ok,2
