algorithm,N,sample,runtime_s,frechet_dist,maxrss_before_mb,maxrss_after_mb,minor_faults,major_faults,block_input_ops,block_output_ops,voluntary_ctx_switches,involuntary_ctx_switches,user_time_s,sys_time_s,blocked_time_s,status,repeat
BBMSInter,830,3,0.0728312,13.1653,7.10547,40.3672,9434,0,0,0,0,1,0.063155,0.009658,1.8234e-05,ok,1
BBMSDppInstant,830,3,0.197506,13.1653,7.10547,155.809,39187,0,0,0,0,1,0.157095,0.040401,1.0411e-05,ok,1
BBMSDppStepwise,830,3,0.213856,13.1653,7.10547,150.414,37808,0,0,0,0,1,0.161853,0.051993,1.0119e-05,ok,1
DijkstraPrims,830,3,0.0900221,13.1653,7.10547,26.5977,8205,0,0,0,0,1,0.090013,0,9.064e-06,ok,1
BBMSCore,830,3,0.212572,13.1653,7.10547,19.3711,4052,0,0,0,0,1,0.202699,0.009867,6.3e-06,ok,2
BBMSInter,830,3,0.0735824,13.1653,7.10547,40.3672,9434,0,0,0,0,2,0.054049,0.019519,1.4443e-05,ok,2
BBMSDppInstant,830,3,0.197683,13.1653,7.10547,155.809,39187,0,0,0,0,2,0.147126,0.050542,1.4827e-05,ok,2
BBMSDppStepwise,830,3,0.213753,13.1653,7.10547,150.406,37808,0,0,0,0,1,0.174049,0.0397,3.573e-06,ok,2
DijkstraPrims,830,3,0.0903204,13.1653,7.10547,26.5938,8205,0,0,0,0,0,0.076082,0.014247,-8.577e-06,ok,2
BBMSCore,830,4,0.215084,12.5998,7.10938,19.3555,4052,0,0,0,0,1,0.215084,0,3.68e-07,ok,0
BBMSInter,830,4,0.0743082,12.5998,7.10938,40.3672,9434,0,0,0,0,1,0.064344,0.009955,9.237e-06,ok,0
BBMSDppInstant,830,4,0.19663,12.5998,7.10938,155.688,39155,0,0,0,0,1,0.148536,0.048084,9.51e-06,ok,0
BBMSDppStepwise,830,4,0.213275,12.5998,7.10938,150.363,37798,0,0,0,0,3,0.143692,0.069555,2.7846e-05,ok,0
DijkstraPrims,830,4,0.0481757,12.5998,7.10938,16.6406,4457,0,0,0,0,1,0.048169,0,6.724e-06,ok,0
BBMSCore,830,4,0.214415,12.5998,7.10938,19.3594,4052,0,0,0,0,1,0.204433,0.009983,-1.441e-06,ok,1
BBMSInter,830,4,0.0734698,12.5998,7.10938,40.3672,9434,0,0,0,0,1,0.053791,0.01967,8.81e-06,ok,1
BBMSDppInstant,830,4,0.197435,12.5998,7.10938,155.684,39155,0,0,0,0,2,0.15688,0.040536,1.9308e-05,ok,1
BBMSDppStepwise,830,4,0.215012,12.5998,7.10938,150.355,37798,0,0,0,0,1,0.17494,0.040064,8.307e-06,ok,1
DijkstraPrims,830,4,0.048792,12.5998,7.11328,16.6445,4457,0,0,0,0,0,0.048801,0,-8.977e-06,ok,1
BBMSCore,830,4,0.215796,12.5998,7.11328,19.375,4052,0,0,0,0,2,0.205738,0.010047,1.0937e-05,ok,2
BBMSInter,830,4,0.0741886,12.5998,7.11328,40.3672,9434,0,0,0,0,2,0.064237,0.009937,1.4583e-05,ok,2
BBMSDppInstant,830,4,0.196872,12.5998,7.11328,155.715,39155,0,0,0,0,1,0.156411,0.040446,1.4603e-05,ok,2
BBMSDppStepwise,830,4,0.213903,12.5998,7.11328,150.34,37798,0,0,0,0,1,0.1617,0.052195,7.523e-06,ok,2
DijkstraPrims,830,4,0.0488242,12.5998,7.11328,16.6445,4457,0,0,0,0,0,0.048832,0,-7.766e-06,ok,2
BBMSCore,830,5,0.225081,13.7418,7.11719,19.3633,4052,0,0,0,0,2,0.225068,0,1.2517e-05,ok,0
BBMSInter,830,5,0.0779519,13.7418,7.11719,40.3672,9434,0,0,0,0,1,0.05926,0.018683,8.918e-06,ok,0
BBMSDppInstant,830,5,0.195571,13.7418,7.11719,155.672,39159,0,0,0,0,3,0.104796,0.090757,1.8012e-05,ok,0
BBMSDppStepwise,830,5,0.213853,13.7418,7.11719,150.277,37793,0,0,0,0,3,0.183831,0.030003,1.9229e-05,ok,0
DijkstraPrims,830,5,0.00477035,13.7418,7.11719,7.11719,456,0,0,0,0,0,0.004777,0,-6.65e-06,ok,0
BBMSCore,830,5,0.227205,13.7418,7.11719,19.2422,4052,0,0,0,0,2,0.227184,0,2.1322e-05,ok,1
BBMSInter,830,5,0.0792318,13.7418,7.11719,40.3672,9434,0,0,0,0,1,0.060257,0.018974,8.35e-07,ok,1
BBMSDppInstant,830,5,0.199184,13.7418,7.12109,155.75,39159,0,0,0,0,0,0.117048,0.082147,-1.1246e-05,ok,1
BBMSDppStepwise,830,5,0.212749,13.7418,7.12109,150.391,37793,0,0,0,0,3,0.181444,0.03127,3.5278e-05,ok,1
DijkstraPrims,830,5,0.00464574,13.7418,7.12109,7.12109,456,0,0,0,0,0,0,0.004653,-7.262e-06,ok,1
BBMSCore,830,5,0.225528,13.7418,7.12109,19.3672,4052,0,0,0,0,2,0.225513,0,1.4671e-05,ok,2
BBMSInter,830,5,0.0784153,13.7418,7.12109,40.3555,9434,0,0,0,0,1,0.05962,0.018785,1.029e-05,ok,2
BBMSDppInstant,830,5,0.196854,13.7418,7.12109,155.727,39159,0,0,0,0,2,0.15623,0.040586,3.7992e-05,ok,2
BBMSDppStepwise,830,5,0.212703,13.7418,7.12109,150.387,37793,0,0,0,0,1,0.153011,0.059682,9.84e-06,ok,2
DijkstraPrims,830,5,0.00466208,13.7418,7.125,7.125,456,0,0,0,0,0,0.00467,0,-7.923e-06,ok,2
BBMSCore,830,6,0.193901,19.6148,7.125,19.3594,4052,0,0,0,0,1,0.181658,0.012234,8.567e-06,ok,0
BBMSInter,830,6,0.0699922,19.6148,7.12891,40.3711,9434,0,0,0,0,2,0.048016,0.021961,1.5184e-05,ok,0
BBMSDppInstant,830,6,0.196829,19.6148,7.12891,155.824,39187,0,0,0,0,2,0.119074,0.077535,0.000220019,ok,0
BBMSDppStepwise,830,6,0.211807,19.6148,7.12891,150.41,37803,0,0,0,0,2,0.201848,0.009942,1.7129e-05,ok,0
DijkstraPrims,830,6,0.0716415,19.6148,7.12891,23.9688,6856,0,0,0,0,1,0.051978,0.019655,8.54e-06,ok,0
BBMSCore,830,6,0.192148,19.6148,7.12891,19.375,4052,0,0,0,0,2,0.182183,0.00995,1.5109e-05,ok,1
BBMSInter,830,6,0.0691843,19.6148,7.12891,40.3672,9434,0,0,0,0,1,0.04745,0.021725,9.321e-06,ok,1
BBMSDppInstant,830,6,0.19671,19.6148,7.12891,155.828,39187,0,0,0,0,1,0.148219,0.048484,6.567e-06,ok,1
BBMSDppStepwise,830,6,0.21166,19.6148,7.12891,150.414,37803,0,0,0,0,2,0.19173,0.019878,5.2014e-05,ok,1
DijkstraPrims,830,6,0.0715479,19.6148,7.12891,23.9961,6856,0,0,0,0,1,0.051913,0.019625,9.855e-06,ok,1
BBMSCore,830,6,0.191375,19.6148,7.12891,19.3633,4052,0,0,0,0,2,0.181445,0.009911,1.8673e-05,ok,2
BBMSInter,830,6,0.0707949,19.6148,7.12891,40.3672,9434,0,0,0,0,1,0.048588,0.022195,1.1887e-05,ok,2
BBMSDppInstant,830,6,0.199022,19.6148,7.12891,155.84,39187,0,0,0,0,1,0.157828,0.041193,6.44e-07,ok,2
BBMSDppStepwise,830,6,0.212091,19.6148,7.12891,150.379,37803,0,0,0,0,3,0.169264,0.042806,2.1472e-05,ok,2
DijkstraPrims,830,6,0.0735756,19.6148,7.12891,23.9609,6856,0,0,0,0,1,0.073568,0,7.611e-06,ok,2
BBMSCore,830,7,0.198789,16.762,7.13281,19.3438,4052,0,0,0,0,2,0.198776,0,1.2783e-05,ok,0
BBMSInter,830,7,0.0715854,16.762,7.13281,40.3555,9434,0,0,0,0,1,0.061665,0.009911,9.41e-06,ok,0
BBMSDppInstant,830,7,0.195436,16.762,7.13672,155.797,39179,0,0,0,0,1,0.154804,0.040631,1.019e-06,ok,0
BBMSDppStepwise,830,7,0.211498,16.762,7.13672,150.625,37830,0,0,0,0,1,0.179401,0.032085,1.2045e-05,ok,0
DijkstraPrims,830,7,0.0726747,16.762,7.13672,24.0391,6865,0,0,0,0,1,0.062612,0.010056,6.703e-06,ok,0
BBMSCore,830,7,0.198674,16.762,7.13672,19.2383,4052,0,0,0,0,2,0.188831,0.009827,1.5639e-05,ok,1
BBMSInter,830,7,0.0734541,16.762,7.13672,40.375,9434,0,0,0,0,0,0.063318,0.010144,-7.906e-06,ok,1
BBMSDppInstant,830,7,0.19586,16.762,7.13672,155.766,39179,0,0,0,0,1,0.137688,0.058164,8.393e-06,ok,1
BBMSDppStepwise,830,7,0.21143,16.762,7.13672,150.613,37830,0,0,0,0,1,0.171562,0.039853,1.4973e-05,ok,1
DijkstraPrims,830,7,0.0729533,16.762,7.13672,24.0391,6865,0,0,0,0,1,0.052764,0.020178,1.1328e-05,ok,1
BBMSCore,830,7,0.197573,16.762,7.13672,19.3633,4052,0,0,0,0,2,0.197562,0,1.1395e-05,ok,2
BBMSInter,830,7,0.0712378,16.762,7.13672,40.375,9434,0,0,0,0,1,0.061356,0.009871,1.0828e-05,ok,2
BBMSDppInstant,830,7,0.196056,16.762,7.13672,155.781,39179,0,0,0,0,3,0.147516,0.048517,2.2647e-05,ok,2
BBMSDppStepwise,830,7,0.212428,16.762,7.13672,150.602,37830,0,0,0,0,2,0.182381,0.030029,1.8455e-05,ok,2
DijkstraPrims,830,7,0.0728637,16.762,7.13672,24.0039,6865,0,0,0,0,1,0.072862,0,1.699e-06,ok,2
BBMSCore,830,8,0.19141,14.6724,7.14453,19.3594,4052,0,0,0,0,1,0.191413,0,-2.97e-06,ok,0
BBMSInter,830,8,0.0743509,14.6724,7.14453,40.3711,9434,0,0,0,0,1,0.063988,0.010352,1.0878e-05,ok,0
BBMSDppInstant,830,8,0.195173,14.6724,7.14453,155.77,39184,0,0,0,0,3,0.136951,0.058194,2.7585e-05,ok,0
BBMSDppStepwise,830,8,0.218196,14.6724,7.14453,150.457,37816,0,0,0,0,0,0.188621,0.029585,-1.0072e-05,ok,0
DijkstraPrims,830,8,0.0462332,14.6724,7.14453,16.1211,4347,0,0,0,0,2,0.046223,0,1.0188e-05,ok,0
BBMSCore,830,8,0.192743,14.6724,7.14453,19.3594,4052,0,0,0,0,1,0.192738,0,4.601e-06,ok,1
BBMSInter,830,8,0.0748167,14.6724,7.14453,40.3594,9434,0,0,0,0,1,0.065553,0.009254,9.673e-06,ok,1
BBMSDppInstant,830,8,0.195372,14.6724,7.14844,155.785,39184,0,0,0,0,2,0.123996,0.071355,2.0722e-05,ok,1
BBMSDppStepwise,830,8,0.213048,14.6724,7.14844,150.43,37816,0,0,0,0,1,0.145552,0.067484,1.1548e-05,ok,1
DijkstraPrims,830,8,0.0461581,14.6724,7.14844,16.1445,4347,0,0,0,0,1,0.046153,0,5.132e-06,ok,1
BBMSCore,830,8,0.191844,14.6724,7.14844,19.3789,4052,0,0,0,0,3,0.191823,0,2.1129e-05,ok,2
BBMSInter,830,8,0.0749881,14.6724,7.14844,40.3711,9434,0,0,0,0,1,0.064543,0.010432,1.3089e-05,ok,2
BBMSDppInstant,830,8,0.196638,14.6724,7.14844,155.77,39184,0,0,0,0,1,0.147785,0.048841,1.1913e-05,ok,2
BBMSDppStepwise,830,8,0.212135,14.6724,7.14844,150.434,37816,0,0,0,0,1,0.172,0.040127,8.195e-06,ok,2
DijkstraPrims,830,8,0.0462771,14.6724,7.14844,16.1562,4347,0,0,0,0,2,0.04626,0,1.7124e-05,ok,2
BBMSCore,830,9,0.187762,14.3667,7.15234,19.3398,4052,0,0,0,0,1,0.177903,0.009855,4.293e-06,ok,0
BBMSInter,830,9,0.0718681,14.3667,7.15234,40.3867,9434,0,0,0,0,1,0.0617,0.010154,1.4059e-05,ok,0
BBMSDppInstant,830,9,0.195482,14.3667,7.15234,155.801,39187,0,0,0,0,1,0.146332,0.049142,7.991e-06,ok,0
BBMSDppStepwise,830,9,0.210747,14.3667,7.15234,150.5,37826,0,0,0,0,2,0.1507,0.060035,1.1614e-05,ok,0
DijkstraPrims,830,9,0.00420256,14.3667,7.15234,7.15234,430,0,0,0,0,0,0.004211,0,-8.436e-06,ok,0
BBMSCore,830,9,0.190132,14.3667,7.15234,19.25,4052,0,0,0,0,2,0.18014,0.00997,2.2163e-05,ok,1
BBMSInter,830,9,0.0717402,14.3667,7.15234,40.3477,9434,0,0,0,0,0,0.061596,0.010152,-7.772e-06,ok,1
BBMSDppInstant,830,9,0.194388,14.3667,7.15234,155.812,39187,0,0,0,0,3,0.136137,0.058213,3.7867e-05,ok,1
BBMSDppStepwise,830,9,0.210486,14.3667,7.15234,150.496,37826,0,0,0,0,1,0.150512,0.059964,9.874e-06,ok,1
DijkstraPrims,830,9,0.0042084,14.3667,7.15234,7.15234,430,0,0,0,0,0,0.004217,0,-8.602e-06,ok,1
BBMSCore,830,9,0.188922,14.3667,7.15234,19.3672,4052,0,0,0,0,3,0.188893,0,2.8592e-05,ok,2
BBMSInter,830,9,0.0706791,14.3667,7.15234,40.3789,9434,0,0,0,0,1,0.060656,0.010016,7.082e-06,ok,2
BBMSDppInstant,830,9,0.194585,14.3667,7.15625,155.801,39187,0,0,0,0,1,0.153783,0.040786,1.5881e-05,ok,2
BBMSDppStepwise,830,9,0.211764,14.3667,7.15625,150.5,37826,0,0,0,0,1,0.171539,0.040221,3.633e-06,ok,2
DijkstraPrims,830,9,0.00417615,14.3667,7.15625,7.15625,430,0,0,0,0,0,0.004184,0,-7.852e-06,ok,2
BBMSCore,1400,0,0.948537,11.9084,7.16016,48.4961,11511,0,0,0,0,7,0.928474,0.020022,4.0669e-05,ok,0
BBMSInter,1400,0,0.288484,11.9084,7.16016,108.371,26823,0,0,0,0,1,0.268401,0.020079,3.627e-06,ok,0
BBMSDppInstant,1400,0,0.606815,11.9084,7.16016,437.816,111596,0,0,0,0,3,0.469596,0.137187,3.1824e-05,ok,0
BBMSDppStepwise,1400,0,0.668096,11.9084,7.16016,421.977,107538,0,0,0,0,2,0.567967,0.10011,1.891e-05,ok,0
DijkstraPrims,1400,0,0.0174571,11.9084,7.16016,8.60547,1850,0,0,0,0,1,0.007388,0.010061,8.078e-06,ok,0
BBMSCore,1400,0,0.949981,11.9084,7.16016,48.4648,11511,0,0,0,0,3,0.939927,0.010026,2.7913e-05,ok,1
BBMSInter,1400,0,0.289336,11.9084,7.16016,108.117,26823,0,0,0,0,1,0.259122,0.03022,-6.444e-06,ok,1
BBMSDppInstant,1400,0,0.593859,11.9084,7.16406,437.75,111596,0,0,0,0,2,0.492746,0.101107,5.628e-06,ok,1
BBMSDppStepwise,1400,0,0.667444,11.9084,7.16406,421.98,107538,0,0,0,0,5,0.497363,0.170027,5.3662e-05,ok,1
DijkstraPrims,1400,0,0.0174311,11.9084,7.16406,8.73047,1850,0,0,0,0,0,0.017439,0,-7.947e-06,ok,1
BBMSCore,1400,0,0.947678,11.9084,7.16406,48.5,11511,0,0,0,0,5,0.930253,0.017384,4.1308e-05,ok,2
BBMSInter,1400,0,0.283786,11.9084,7.16406,108.375,26823,0,0,0,0,1,0.253094,0.03069,2.102e-06,ok,2
BBMSDppInstant,1400,0,0.5965,11.9084,7.16406,437.816,111596,0,0,0,0,3,0.436695,0.159777,2.8405e-05,ok,2
BBMSDppStepwise,1400,0,0.665239,11.9084,7.16406,421.988,107538,0,0,0,0,3,0.565532,0.099683,2.3889e-05,ok,2
DijkstraPrims,1400,0,0.0172244,11.9084,7.16406,8.72656,1850,0,0,0,0,0,0.017232,0,-7.631e-06,ok,2
BBMSCore,1400,1,0.906566,11.8254,7.16797,48.5,11511,0,0,0,0,6,0.886511,0.02001,4.4527e-05,ok,0
BBMSInter,1400,1,0.249172,11.8254,7.17188,108.367,26823,0,0,0,0,1,0.218776,0.030383,1.3383e-05,ok,0
BBMSDppInstant,1400,1,0.600771,11.8254,7.17188,437.68,111540,0,0,0,0,4,0.46192,0.138803,4.8295e-05,ok,0
BBMSDppStepwise,1400,1,0.634235,11.8254,7.17188,421.926,107505,0,0,0,0,5,0.514492,0.119668,7.4709e-05,ok,0
DijkstraPrims,1400,1,0.0163639,11.8254,7.17188,8.60547,1735,0,0,0,0,0,0.006107,0.010264,-7.067e-06,ok,0
BBMSCore,1400,1,0.905279,11.8254,7.17188,48.4688,11511,0,0,0,0,4,0.885272,0.019983,2.3934e-05,ok,1
BBMSInter,1400,1,0.249892,11.8254,7.17188,108.371,26823,0,0,0,0,2,0.209108,0.040605,0.000178698,ok,1
BBMSDppInstant,1400,1,0.600548,11.8254,7.17188,437.688,111540,0,0,0,0,7,0.481524,0.118917,0.000106738,ok,1
BBMSDppStepwise,1400,1,0.634222,11.8254,7.17188,421.902,107505,0,0,0,0,2,0.464668,0.169541,1.2549e-05,ok,1
DijkstraPrims,1400,1,0.0161087,11.8254,7.17188,8.625,1735,0,0,0,0,0,0.016117,0,-8.294e-06,ok,1
BBMSCore,1400,1,0.907709,11.8254,7.17188,48.4922,11511,0,0,0,0,4,0.897544,0.010016,0.000149166,ok,2
BBMSInter,1400,1,0.247978,11.8254,7.17188,108.348,26823,0,0,0,0,3,0.21771,0.030239,2.8563e-05,ok,2
BBMSDppInstant,1400,1,0.600146,11.8254,7.17188,437.672,111540,0,0,0,0,4,0.455632,0.144486,2.7984e-05,ok,2
BBMSDppStepwise,1400,1,0.634563,11.8254,7.17188,421.914,107505,0,0,0,0,3,0.488906,0.145628,2.9422e-05,ok,2
DijkstraPrims,1400,1,0.0163243,11.8254,7.17188,8.59766,1735,0,0,0,0,0,0.016333,0,-8.717e-06,ok,2
BBMSCore,1400,2,1.08538,11.9539,7.17578,48.4922,11511,0,0,0,0,7,1.06514,0.020007,0.000226672,ok,0
BBMSInter,1400,2,0.337787,11.9539,7.17578,108.367,26823,0,0,0,0,4,0.297384,0.04037,3.3498e-05,ok,0
BBMSDppInstant,1400,2,0.606757,11.9539,7.17578,437.496,111507,0,0,0,0,2,0.468505,0.138224,2.7905e-05,ok,0
BBMSDppStepwise,1400,2,0.64041,11.9539,7.17578,421.992,107527,0,0,0,0,3,0.481413,0.158967,2.9745e-05,ok,0
DijkstraPrims,1400,2,0.0167904,11.9539,7.17969,8.58984,1760,0,0,0,0,0,0.009385,0.007413,-7.562e-06,ok,0
BBMSCore,1400,2,1.08333,11.9539,7.17969,48.4922,11511,0,0,0,0,6,1.05323,0.029957,0.000150152,ok,1
BBMSInter,1400,2,0.337335,11.9539,7.17969,108.367,26823,0,0,0,0,2,0.296993,0.040322,1.9634e-05,ok,1
BBMSDppInstant,1400,2,0.607631,11.9539,7.17969,437.496,111507,0,0,0,0,5,0.476792,0.130609,0.000230154,ok,1
BBMSDppStepwise,1400,2,0.646322,11.9539,7.17969,422.023,107527,0,0,0,0,4,0.475806,0.170457,5.9294e-05,ok,1
DijkstraPrims,1400,2,0.0169489,11.9539,7.17969,8.5625,1760,0,0,0,0,0,0.016957,0,-8.069e-06,ok,1
BBMSCore,1400,2,1.08051,11.9539,7.17969,48.3672,11511,0,0,0,0,6,1.07041,0.010053,4.9817e-05,ok,2
BBMSInter,1400,2,0.339647,11.9539,7.17969,108.387,26823,0,0,0,0,1,0.310059,0.029577,1.1491e-05,ok,2
BBMSDppInstant,1400,2,0.607476,11.9539,7.17969,437.508,111507,0,0,0,0,4,0.446681,0.160765,3.0229e-05,ok,2
BBMSDppStepwise,1400,2,0.636728,11.9539,7.17969,422.02,107527,0,0,0,0,5,0.506235,0.130428,6.5209e-05,ok,2
DijkstraPrims,1400,2,0.0170003,11.9539,7.17969,8.58594,1760,0,0,0,0,0,0.017009,0,-8.678e-06,ok,2
BBMSCore,1400,3,1.05324,22.8878,7.1875,48.4961,11510,0,0,0,0,8,1.04295,0.009996,0.000293071,ok,0
BBMSInter,1400,3,0.288493,22.8878,7.1875,108.379,26822,0,0,0,0,1,0.249114,0.039367,1.1514e-05,ok,0
BBMSDppInstant,1400,3,0.601969,22.8878,7.1875,437.469,111493,0,0,0,0,2,0.500492,0.101452,2.5009e-05,ok,0
BBMSDppStepwise,1400,3,0.643288,22.8878,7.1875,421.762,107514,0,0,0,0,3,0.493217,0.150059,1.2389e-05,ok,0
DijkstraPrims,1400,3,0.565282,22.8878,7.1875,92.0977,30239,0,0,0,0,4,0.54518,0.020072,3.0163e-05,ok,0
BBMSCore,1400,3,1.05464,22.8878,7.1875,48.4688,11510,0,0,0,0,5,1.04441,0.010011,0.000225688,ok,1
BBMSInter,1400,3,0.283303,22.8878,7.1875,108.375,26822,0,0,0,0,1,0.253288,0.030007,7.693e-06,ok,1
BBMSDppInstant,1400,3,0.602815,22.8878,7.1875,437.473,111493,0,0,0,0,6,0.482824,0.119911,7.9757e-05,ok,1
BBMSDppStepwise,1400,3,0.643175,22.8878,7.1875,421.953,107514,0,0,0,0,3,0.50317,0.13998,2.4651e-05,ok,1
DijkstraPrims,1400,3,0.565235,22.8878,7.19141,92.0977,30239,0,0,0,0,4,0.525068,0.040136,3.0634e-05,ok,1
BBMSCore,1400,3,1.05519,22.8878,7.19141,48.4844,11510,0,0,0,0,4,1.035,0.020034,0.000150704,ok,2
BBMSInter,1400,3,0.285242,22.8878,7.19141,108.371,26822,0,0,0,0,1,0.255022,0.030211,8.535e-06,ok,2
BBMSDppInstant,1400,3,0.608839,22.8878,7.19141,437.375,111493,0,0,0,0,3,0.400305,0.208517,1.6951e-05,ok,2
BBMSDppStepwise,1400,3,0.641259,22.8878,7.19141,421.957,107514,0,0,0,0,3,0.488534,0.152709,1.6445e-05,ok,2
DijkstraPrims,1400,3,0.574073,22.8878,7.19141,92.1094,30239,0,0,0,0,1,0.554039,0.020029,4.92e-06,ok,2
BBMSCore,1400,4,1.08566,14.1648,7.19531,48.4805,11511,0,0,0,0,4,1.07559,0.010034,3.4839e-05,ok,0
BBMSInter,1400,4,0.338141,14.1648,7.19531,108.344,26823,0,0,0,0,1,0.32824,0.009893,8.18e-06,ok,0
BBMSDppInstant,1400,4,0.603196,14.1648,7.19531,437.445,111490,0,0,0,0,4,0.442803,0.160336,5.7393e-05,ok,0
BBMSDppStepwise,1400,4,0.635778,14.1648,7.19531,421.703,107463,0,0,0,0,1,0.484856,0.150918,3.999e-06,ok,0
DijkstraPrims,1400,4,0.387808,14.1648,7.19531,87.4141,27967,0,0,0,0,4,0.326857,0.060903,4.7577e-05,ok,0
BBMSCore,1400,4,1.08724,14.1648,7.19531,48.5039,11511,0,0,0,0,6,1.07724,0.009958,4.4493e-05,ok,1
BBMSInter,1400,4,0.339993,14.1648,7.19531,108.367,26823,0,0,0,0,1,0.300198,0.039783,1.1902e-05,ok,1
BBMSDppInstant,1400,4,0.603636,14.1648,7.19531,437.434,111490,0,0,0,0,4,0.443133,0.160449,5.4493e-05,ok,1
BBMSDppStepwise,1400,4,0.638466,14.1648,7.19531,421.676,107463,0,0,0,0,3,0.486901,0.151528,3.7336e-05,ok,1
DijkstraPrims,1400,4,0.385931,14.1648,7.19531,87.418,27967,0,0,0,0,1,0.365727,0.020208,-4.136e-06,ok,1
BBMSCore,1400,4,1.0863,14.1648,7.19531,48.4922,11511,0,0,0,0,6,1.0762,0.01004,5.9651e-05,ok,2
BBMSInter,1400,4,0.3411,14.1648,7.19531,108.367,26823,0,0,0,0,4,0.301133,0.039921,4.6313e-05,ok,2
BBMSDppInstant,1400,4,0.604058,14.1648,7.19531,437.461,111490,0,0,0,0,3,0.464135,0.1399,2.2714e-05,ok,2
BBMSDppStepwise,1400,4,0.64086,14.1648,7.19531,421.684,107463,0,0,0,0,6,0.469252,0.171542,6.643e-05,ok,2
DijkstraPrims,1400,4,0.393756,14.1648,7.19922,87.4102,27967,0,0,0,0,1,0.353559,0.04019,7.1e-06,ok,2
BBMSCore,1400,5,1.08926,14.8328,7.19922,48.5,11511,0,0,0,0,7,1.06924,0.019976,4.9618e-05,ok,0
BBMSInter,1400,5,0.295325,14.8328,7.20312,108.34,26823,0,0,0,0,2,0.274985,0.020324,1.5926e-05,ok,0
BBMSDppInstant,1400,5,0.605043,14.8328,7.20312,437.82,111567,0,0,0,0,2,0.456353,0.148674,1.6031e-05,ok,0
BBMSDppStepwise,1400,5,0.64414,14.8328,7.20312,422.004,107519,0,0,0,0,3,0.475324,0.168791,2.4732e-05,ok,0
DijkstraPrims,1400,5,0.0440322,14.8328,7.20312,15.4414,4169,0,0,0,0,1,0.035089,0.008931,1.2204e-05,ok,0
BBMSCore,1400,5,1.09298,14.8328,7.20312,48.4766,11511,0,0,0,0,4,1.07261,0.020038,0.000333219,ok,1
BBMSInter,1400,5,0.29604,14.8328,7.20312,108.367,26823,0,0,0,0,2,0.275654,0.020379,6.714e-06,ok,1
BBMSDppInstant,1400,5,0.607722,14.8328,7.20703,437.828,111567,0,0,0,0,2,0.488241,0.119475,5.537e-06,ok,1
BBMSDppStepwise,1400,5,0.642613,14.8328,7.20703,421.992,107519,0,0,0,0,3,0.472025,0.170554,3.3618e-05,ok,1
DijkstraPrims,1400,5,0.0439374,14.8328,7.20703,15.4297,4169,0,0,0,0,1,0.043932,0,5.432e-06,ok,1
BBMSCore,1400,5,1.09211,14.8328,7.20703,48.4922,11511,0,0,0,0,5,1.08196,0.010013,0.000140384,ok,2
BBMSInter,1400,5,0.298588,14.8328,7.20703,108.379,26823,0,0,0,0,4,0.278673,0.019875,4.0337e-05,ok,2
BBMSDppInstant,1400,5,0.607092,14.8328,7.20703,437.824,111567,0,0,0,0,1,0.4778,0.129287,5.003e-06,ok,2
BBMSDppStepwise,1400,5,0.644165,14.8328,7.20703,421.961,107519,0,0,0,0,4,0.505105,0.13902,3.9674e-05,ok,2
DijkstraPrims,1400,5,0.0443809,14.8328,7.20703,15.457,4169,0,0,0,0,0,0.044391,0,-1.01e-05,ok,2
BBMSCore,1400,6,1.02255,12.6049,7.21094,48.5,11511,0,0,0,0,6,1.00788,0.014455,0.000208763,ok,0
BBMSInter,1400,6,0.288736,12.6049,7.21094,108.375,26823,0,0,0,0,1,0.258768,0.029959,9.46e-06,ok,0
BBMSDppInstant,1400,6,0.604113,12.6049,7.21484,437.828,111595,0,0,0,0,2,0.473013,0.131081,1.9044e-05,ok,0
BBMSDppStepwise,1400,6,0.640253,12.6049,7.21484,421.938,107514,0,0,0,0,1,0.510042,0.130215,-4.158e-06,ok,0
DijkstraPrims,1400,6,0.213998,12.6049,7.21484,53.0703,17398,0,0,0,0,1,0.203776,0.010224,-2.057e-06,ok,0
BBMSCore,1400,6,1.02021,12.6049,7.21484,48.3438,11511,0,0,0,0,4,1.00004,0.020018,0.000149562,ok,1
BBMSInter,1400,6,0.295781,12.6049,7.21484,108.363,26823,0,0,0,0,0,0.261697,0.034098,-1.3893e-05,ok,1
BBMSDppInstant,1400,6,0.608186,12.6049,7.21484,437.824,111595,0,0,0,0,4,0.4484,0.159746,4.0168e-05,ok,1
BBMSDppStepwise,1400,6,0.643474,12.6049,7.21484,421.965,107514,0,0,0,0,6,0.512541,0.130847,8.5552e-05,ok,1
DijkstraPrims,1400,6,0.211694,12.6049,7.21484,53.0156,17398,0,0,0,0,3,0.191443,0.020233,1.8421e-05,ok,1
BBMSCore,1400,6,1.01943,12.6049,7.21484,48.4922,11511,0,0,0,0,4,1.0194,0,2.4402e-05,ok,2
BBMSInter,1400,6,0.290218,12.6049,7.21484,108.348,26823,0,0,0,0,2,0.250057,0.040143,1.8183e-05,ok,2
BBMSDppInstant,1400,6,0.602764,12.6049,7.21484,437.832,111595,0,0,0,0,4,0.464166,0.138549,4.943e-05,ok,2
BBMSDppStepwise,1400,6,0.644846,12.6049,7.21484,421.945,107514,0,0,0,0,4,0.525603,0.119218,2.545e-05,ok,2
DijkstraPrims,1400,6,0.205186,12.6049,7.21484,53.0586,17398,0,0,0,0,1,0.18461,0.020577,-7.83e-07,ok,2
