algorithm,N,sample,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,cells_processed,pct_cells_explored,status
BBMSInter,11000,4,20.633,150434952,3307818488,3458253440,241971388,0,0,0,0,0,121000000,100,ok
BBMSDppInstant,11000,4,20.633,150434952,610490982,760925934,241971388,50194223,192634027,50194223,0,0,121000000,100,ok
BBMSDppStepwise,11000,4,20.633,150434952,610490982,760925934,241971388,50194223,144226308,119731371,0,0,121000000,100,ok
DijkstraPrims,11000,4,20.633,0,0,0,0,0,0,0,120988027,118872593,118872593,98.2418,ok
BBMSInter,11000,5,11.9899,150131554,3117144550,3267276104,241970429,0,0,0,0,0,121000000,100,ok
BBMSDppInstant,11000,5,11.9899,150131554,610938474,761070028,241970429,50392749,191940612,50392749,0,0,121000000,100,ok
BBMSDppStepwise,11000,5,11.9899,150131554,610938474,761070028,241970429,50392749,144323634,119721744,0,0,121000000,100,ok
DijkstraPrims,11000,5,11.9899,0,0,0,0,0,0,0,3509742,2254596,2254596,1.8633,ok
BBMSInter,11000,6,12.3163,150451788,3412996133,3563447921,241972149,0,0,0,0,0,121000000,100,ok
BBMSDppInstant,11000,6,12.3163,150451788,610675097,761126885,241972149,50053471,192594527,50053471,0,0,121000000,100,ok
BBMSDppStepwise,11000,6,12.3163,150451788,610675097,761126885,241972149,50053471,144548992,119729782,0,0,121000000,100,ok
DijkstraPrims,11000,6,12.3163,0,0,0,0,0,0,0,40432112,27017376,27017376,22.3284,ok
BBMSInter,11000,7,14.8788,150271848,3288716227,3438988075,241973832,0,0,0,0,0,121000000,100,ok
BBMSDppInstant,11000,7,14.8788,150271848,610878044,761149892,241973832,50255910,192194692,50255910,0,0,121000000,100,ok
BBMSDppStepwise,11000,7,14.8788,150271848,610878044,761149892,241973832,50255910,144544143,119715162,0,0,121000000,100,ok
DijkstraPrims,11000,7,14.8788,0,0,0,0,0,0,0,115823247,93111185,93111185,76.9514,ok
BBMSInter,11000,8,12.7185,150309384,3388429653,3538739037,241973649,0,0,0,0,0,121000000,100,ok
BBMSDppInstant,11000,8,12.7185,150309384,610752110,761061494,241973649,50197740,193148418,50197740,0,0,121000000,100,ok
BBMSDppStepwise,11000,8,12.7185,150309384,610752110,761061494,241973649,50197740,144413719,119678748,0,0,121000000,100,ok
DijkstraPrims,11000,8,12.7185,0,0,0,0,0,0,0,8113428,5216900,5216900,4.31149,ok
BBMSInter,11000,9,12.0534,150145022,3415539896,3565684918,241970118,0,0,0,0,0,121000000,100,ok
BBMSDppInstant,11000,9,12.0534,150145022,611035544,761180566,241970118,50279151,192643442,50279151,0,0,121000000,100,ok
BBMSDppStepwise,11000,9,12.0534,150145022,611035544,761180566,241970118,50279151,144510482,119679317,0,0,121000000,100,ok
DijkstraPrims,11000,9,12.0534,0,0,0,0,0,0,0,18428249,12013636,12013636,9.92862,ok
BBMSDppStepwise,18000,0,12.3183,402234396,1635783587,2038017983,647954064,134738054,387662485,321628520,0,0,324000000,100,ok
DijkstraPrims,18000,0,12.3183,0,0,0,0,0,0,0,9228798,5917464,5917464,1.82638,ok
BBMSDppStepwise,18000,1,16.4919,402305076,1635864185,2038169261,647953650,134512748,387671233,321386149,0,0,324000000,100,ok
DijkstraPrims,18000,1,16.4919,0,0,0,0,0,0,0,320823802,280605212,280605212,86.6065,ok
BBMSDppStepwise,18000,2,17.6821,402354062,1635712936,2038066998,647953358,134461061,387379966,321307711,0,0,324000000,100,ok
DijkstraPrims,18000,2,17.6821,0,0,0,0,0,0,0,320386627,278861182,278861182,86.0683,ok
BBMSInter,18000,0,12.3183,402234396,9891799623,10294034019,647954064,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,0,12.3183,402234396,1635783587,2038017983,647954064,134738054,525842906,134738054,0,0,324000000,100,ok
BBMSInter,18000,1,16.4919,402305076,9892077322,10294382398,647953650,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,1,16.4919,402305076,1635864185,2038169261,647953650,134512748,524446002,134512748,0,0,324000000,100,ok
BBMSInter,18000,2,17.6821,402354062,9960861882,10363215944,647953358,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,2,17.6821,402354062,1635712936,2038066998,647953358,134461061,522112748,134461061,0,0,324000000,100,ok
BBMSInter,18000,3,12.9196,402759992,10174311408,10577071400,647952853,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,3,12.9196,402759992,1635253593,2038013585,647952853,134263668,524447600,134263668,0,0,324000000,100,ok
BBMSDppStepwise,18000,3,12.9196,402759992,1635253593,2038013585,647952853,134263668,387593103,321371073,0,0,324000000,100,ok
DijkstraPrims,18000,3,12.9196,0,0,0,0,0,0,0,190079597,133267966,133267966,41.1321,ok
BBMSInter,18000,4,14.5851,402354116,9846109396,10248463512,647952822,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,4,14.5851,402354116,1635881907,2038236023,647952822,134479066,522861253,134479066,0,0,324000000,100,ok
BBMSDppStepwise,18000,4,14.5851,402354116,1635881907,2038236023,647952822,134479066,387772157,321393625,0,0,324000000,100,ok
DijkstraPrims,18000,4,14.5851,0,0,0,0,0,0,0,10210819,6571005,6571005,2.02809,ok
BBMSInter,18000,5,12.6559,402058096,9876038436,10278096532,647947676,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,5,12.6559,402058096,1636085554,2038143650,647947676,134721564,523627915,134721564,0,0,324000000,100,ok
BBMSDppStepwise,18000,5,12.6559,402058096,1636085554,2038143650,647947676,134721564,387732210,321563207,0,0,324000000,100,ok
DijkstraPrims,18000,5,12.6559,0,0,0,0,0,0,0,29703197,19200794,19200794,5.92617,ok
BBMSInter,18000,6,11.9935,402427628,9999870406,10402298034,647949958,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,6,11.9935,402427628,1635644004,2038071632,647949958,134508516,524858723,134508516,0,0,324000000,100,ok
BBMSDppStepwise,18000,6,11.9935,402427628,1635644004,2038071632,647949958,134508516,387513001,321522035,0,0,324000000,100,ok
DijkstraPrims,18000,6,11.9935,0,0,0,0,0,0,0,6633821,4258538,4258538,1.31436,ok
BBMSInter,18000,7,15.1027,402594054,10358651150,10761245204,647955617,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,7,15.1027,402594054,1635449742,2038043796,647955617,134358437,522445637,134358437,0,0,324000000,100,ok
BBMSDppStepwise,18000,7,15.1027,402594054,1635449742,2038043796,647955617,134358437,387558591,321375252,0,0,324000000,100,ok
DijkstraPrims,18000,7,15.1027,0,0,0,0,0,0,0,6827336,4376386,4376386,1.35074,ok
BBMSInter,18000,8,12.3222,402240586,10551866619,10954107205,647951812,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,8,12.3222,402240586,1635692310,2037932896,647951812,134728330,524813573,134728330,0,0,324000000,100,ok
BBMSDppStepwise,18000,8,12.3222,402240586,1635692310,2037932896,647951812,134728330,387366101,321435743,0,0,324000000,100,ok
DijkstraPrims,18000,8,12.3222,0,0,0,0,0,0,0,112608319,74803767,74803767,23.0876,ok
BBMSInter,18000,9,11.9722,402286816,9861707562,10263994378,647949323,0,0,0,0,0,324000000,100,ok
BBMSDppInstant,18000,9,11.9722,402286816,1635658611,2037945427,647949323,134708502,521786815,134708502,0,0,324000000,100,ok
BBMSDppStepwise,18000,9,11.9722,402286816,1635658611,2037945427,647949323,134708502,387283429,321450355,0,0,324000000,100,ok
DijkstraPrims,18000,9,11.9722,0,0,0,0,0,0,0,20471589,13165826,13165826,4.06353,ok
