algorithm,N,sample,runtime_s,frechet_dist,maxrss_before_mb,maxrss_after_mb,minor_faults,major_faults,block_input_ops,block_output_ops,voluntary_ctx_switches,involuntary_ctx_switches,user_time_s,sys_time_s,blocked_time_s,status,repeat
BBMSInter,830,4,6.06793,2000,6.38281,40.3594,9436,0,0,0,0,21,6.04679,0.019973,0.00116791,ok,0
BBMSDppInstant,830,4,0.196552,2000,6.38281,152.945,38451,0,0,0,0,1,0.136121,0.06044,-8.566e-06,ok,0
BBMSDppStepwise,830,4,0.193269,2000,6.38281,152.914,38451,0,0,0,0,1,0.173442,0.019816,1.075e-05,ok,0
DijkstraPrims,830,4,0.158813,2000,6.38281,35.2812,11473,0,0,0,0,1,0.158801,0,1.1792e-05,ok,0
BBMSCore,830,4,2.34954,2000,6.38281,19.3672,4054,0,0,0,0,12,2.33431,0.015041,0.000184585,ok,1
BBMSInter,830,4,5.09425,2000,6.38281,40.3672,9436,0,0,0,0,18,5.07374,0.019994,0.000515288,ok,1
BBMSDppInstant,830,4,0.196536,2000,6.38281,152.906,38451,0,0,0,0,2,0.146152,0.050349,3.4802e-05,ok,1
BBMSDppStepwise,830,4,0.192365,2000,6.38281,152.938,38451,0,0,0,0,0,0.13321,0.059169,-1.3784e-05,ok,1
DijkstraPrims,830,4,0.151951,2000,6.38281,35.2773,11473,0,0,0,0,0,0.151965,0,-1.4305e-05,ok,1
BBMSCore,830,4,2.3275,2000,6.38281,19.375,4054,0,0,0,0,10,2.32699,0,0.000517598,ok,2
BBMSInter,830,4,4.77303,2000,6.38281,40.3594,9436,0,0,0,0,14,4.75263,0.019989,0.000418158,ok,2
BBMSDppInstant,830,4,0.190439,2000,6.38672,152.934,38451,0,0,0,0,0,0.139042,0.05141,-1.3292e-05,ok,2
BBMSDppStepwise,830,4,0.190083,2000,6.39062,152.918,38451,0,0,0,0,3,0.131581,0.058473,2.8961e-05,ok,2
DijkstraPrims,830,4,0.155476,2000,6.39062,35.2773,11473,0,0,0,0,2,0.155454,0,2.1935e-05,ok,2
BBMSCore,1400,0,23.3208,2000,6.39453,48.4922,11514,0,0,0,0,81,23.3089,0.01,0.00193082,ok,0
BBMSInter,1400,0,51.0106,2000,6.39453,108.242,26826,0,0,0,0,164,50.9899,0.020001,0.000675474,ok,0
BBMSDppInstant,1400,0,0.635427,2000,6.39844,431.16,109912,0,0,0,0,5,0.495845,0.139553,2.9382e-05,ok,0
BBMSDppStepwise,1400,0,0.634784,2000,6.39844,431.23,109912,0,0,0,0,0,0.485433,0.149377,-2.6059e-05,ok,0
DijkstraPrims,1400,0,0.568404,2000,6.39844,100.871,34515,0,0,0,0,2,0.5183,0.050074,3.0134e-05,ok,0
BBMSCore,1400,0,22.2687,2000,6.39844,48.3398,11514,0,0,0,0,85,22.2582,0.01,0.000426517,ok,1
BBMSInter,1400,0,50.2372,2000,6.39844,108.25,26826,0,0,0,0,175,50.1966,0.039999,0.000561764,ok,1
BBMSDppInstant,1400,0,0.635745,2000,6.39844,431.266,109912,0,0,0,0,2,0.536022,0.099722,1.004e-06,ok,1
BBMSDppStepwise,1400,0,0.630429,2000,6.39844,431.238,109912,0,0,0,0,1,0.499837,0.130608,-1.5831e-05,ok,1
